排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
28,IPv6,BK0897,1382.53,42.42,3.17,635759456000,6.01,9,3,烽火通信,10.01
29,云游戏,BK0903,1296.39,38.56,3.07,350670640000,6.0,20,5,优刻得-W,14.37
30,大数据,BK0634,5084.68,148.88,3.02,5439642112000,6.78,236,71,华扬联众,10.02
31,国产软件,BK0696,3440.32,100.71,3.02,3422037824000,8.48,187,46,南威软件,9.99
32,华为欧拉,BK1013,1813.09,52.34,2.97,347075920000,15.83,15,2,拓维信息,10.0
33,时空大数据,BK1130,1299.76,37.04,2.93,157558318000,10.69,20,4,飞利信,20.03
34,数字水印,BK1129,1143.79,31.98,2.88,122356268000,10.87,13,3,亚信安全,19.98
35,电子车牌,BK0982,1446.53,40.43,2.88,175622492000,7.04,11,6,南威软件,9.99
36,重组蛋白,BK1063,752.31,20.77,2.84,151861916000,2.12,13,1,成都先导,14.16
37,肝炎概念,BK1078,1131.17,30.63,2.78,427053760000,3.55,41,4,达安基因,10.07
38,DeepSeek概念,BK1188,1322.51,34.73,2.7,2255722736000,11.14,79,28,威派格,10.0
39,电子身份证,BK1075,1292.15,33.18,2.64,359229168000,10.64,27,7,南威软件,9.99
40,智慧城市,BK0628,5221.82,132.69,2.61,2679786352000,5.84,160,52,深桑达Ａ,10.0
41,多模态AI,BK1153,1256.0,31.35,2.56,947571072000,9.57,42,9,泓博医药,20.01
42,蚂蚁概念,BK0937,759.82,18.57,2.51,5080527104000,1.54,41,15,皓宸医疗,9.86
43,边缘计算,BK0860,2099.5,48.32,2.36,3037742384000,7.44,90,35,日海智能,9.98
44,幽门螺杆菌概念,BK1056,829.02,18.88,2.33,466167040000,2.62,44,6,达安基因,10.07
45,健康中国,BK0719,1125.0,25.48,2.32,1501792976000,3.4,81,19,美年健康,9.98
46,RCS概念,BK0919,1477.61,32.88,2.28,230944817000,6.1,18,5,华扬联众,10.02
47,数字经济,BK1061,1300.59,28.82,2.27,1899273600000,9.67,114,43,华扬联众,10.02
48,昨日连板_含一字,BK1051,3024.33,66.51,2.25,321212608000,15.97,11,11,威派格,10.0
49,千金藤素,BK1083,928.14,20.25,2.23,135784230000,0.97,5,0,皓元医药,5.61
50,数字孪生,BK0861,1449.48,31.61,2.23,1005142528000,3.79,59,18,深桑达Ａ,10.0
51,华为昇腾,BK0995,1505.13,32.81,2.23,514671344000,10.34,26,4,拓维信息,10.0
52,数字货币,BK0883,1841.54,39.9,2.21,879210800000,5.47,58,18,华扬联众,10.02
53,免疫治疗,BK0698,1272.17,27.42,2.2,450246080000,2.12,38,4,达安基因,10.07
54,Web3.0,BK1110,1898.45,40.86,2.2,525916304000,12.52,35,12,华扬联众,10.02
55,新冠药物,BK1060,748.39,16.0,2.18,539315936000,1.87,51,5,永太科技,9.99
56,医疗器械概念,BK0668,3482.17,71.15,2.09,4618634496000,3.71,221,84,达安基因,10.07
57,合成生物,BK1174,1040.27,21.03,2.06,1198569728000,3.18,85,24,蔚蓝生物,10.0
58,区块链,BK0830,1103.41,22.05,2.04,8573811200000,3.23,160,70,华扬联众,10.02
59,注射器概念,BK0973,855.52,17.05,2.03,74109426000,2.06,11,2,阳普医疗,8.09
60,创新药,BK1106,1045.86,20.51,2.0,1484185472000,1.96,73,13,泓博医药,20.01
61,空间计算,BK1143,1280.23,25.06,2.0,150434232000,7.83,17,6,宏景科技,19.99
62,减肥药,BK1146,903.77,17.64,1.99,369052240000,3.32,21,5,德展健康,7.32
63,人工智能,BK0800,1611.95,31.41,1.99,10006231552000,5.81,388,189,威派格,10.0
64,病毒防治,BK0675,2351.65,45.81,1.99,1509055232000,2.12,104,15,达安基因,10.07
65,在线教育,BK0662,2254.83,43.73,1.98,1633780048000,7.89,87,31,华扬联众,10.02
66,宁组合,BK1000,523.2,10.11,1.97,4303136000000,1.45,18,5,泰格医药,5.65
67,商汤概念,BK0942,1262.02,24.31,1.96,530578512000,4.1,7,7,飞利信,20.03
68,鸿蒙概念,BK0953,1592.51,29.69,1.9,2247854672000,7.66,84,25,梦网科技,10.01
69,阿兹海默,BK0894,1684.29,31.0,1.88,143475966000,5.19,11,3,迪安诊断,18.95
70,数据中心,BK0922,1729.98,31.82,1.87,6518246144000,6.56,143,62,华扬联众,10.02
71,国家安防,BK0667,2889.55,52.78,1.86,1723166320000,5.66,74,42,深桑达Ａ,10.0
72,阿里概念,BK0689,2515.52,45.81,1.85,3175802288000,5.1,75,40,梦网科技,10.01
73,GDR,BK0868,881.54,16.03,1.85,1476366592000,0.94,10,1,健康元,4.87
74,京东金融,BK0849,1501.88,27.13,1.84,236170202000,1.37,6,4,蔚蓝生物,10.0
75,熊去氧胆酸,BK1120,957.47,17.2,1.83,334315616000,3.52,20,1,复旦复华,9.96
76,算力概念,BK1134,1599.63,28.57,1.82,6757780992000,6.86,90,49,深桑达Ａ,10.0
77,网络游戏,BK0509,12685.21,224.62,1.8,1104328112000,7.76,45,26,光线传媒,20.01
78,AI智能体,BK0809,1179.01,20.73,1.79,622904576000,13.01,28,12,威派格,10.0
79,英伟达概念,BK1161,1441.49,25.08,1.77,1408914144000,5.26,32,16,神州数码,9.99
80,昨日涨停_含一字,BK1050,150157.87,2573.74,1.74,778655424000,15.48,34,38,华扬联众,10.02
81,创业成份,BK0638,1763.77,30.22,1.74,6212438272000,3.5,61,37,光线传媒,20.01
82,流感,BK0906,1437.58,24.39,1.73,1310211376000,2.14,98,13,达安基因,10.07
83,超导概念,BK0679,3871.05,64.93,1.71,231081289000,3.43,7,8,辰光医疗,29.96
84,量子通信,BK0710,2425.34,40.03,1.68,1384065744000,5.37,31,19,飞利信,20.03
85,医疗美容,BK0889,1506.25,24.58,1.66,970895584000,2.0,47,18,皓宸医疗,9.86
86,注册制次新股,BK0971,685.28,11.14,1.65,763051520000,10.48,49,23,超研股份,20.0
87,手游概念,BK0642,1291.13,20.88,1.64,850766576000,7.0,34,14,拓维信息,10.0
88,ETC,BK0875,1695.26,27.28,1.64,394529376000,4.32,31,11,南天信息,10.01
89,车联网(车路云),BK0920,1442.68,23.2,1.63,5854229760000,3.92,155,60,日海智能,9.98
90,维生素,BK0895,1620.1,25.98,1.63,414920400000,1.69,20,10,新赣江,30.0
91,生物疫苗,BK0548,24765.54,393.79,1.62,1048184176000,2.42,55,17,塞力医疗,9.98
92,养老概念,BK0653,2431.65,37.88,1.58,2871345456000,2.85,77,39,美年健康,9.98
93,AI芯片,BK1127,1380.71,21.43,1.58,1249382592000,4.47,18,8,利尔达,8.97
94,单抗概念,BK0870,1383.5,21.46,1.58,1387328960000,1.49,40,8,安科生物,5.89
95,百度概念,BK0845,1811.69,27.92,1.57,2764395216000,8.72,98,47,华扬联众,10.02
96,增强现实,BK0801,1134.84,17.16,1.54,643256432000,5.87,28,18,道明光学,10.06
97,移动支付,BK0556,11966.41,179.27,1.52,3594637648000,5.21,48,25,拓维信息,10.0
98,食品安全,BK0614,5774.29,85.31,1.5,345923360000,5.34,25,16,达安基因,10.07
99,Kimi概念,BK1169,1245.53,18.3,1.49,574580800000,16.22,15,10,深信服,20.0
100,跨境支付,BK1071,1661.62,24.3,1.48,11698125312000,0.53,38,11,南天信息,10.01
101,昨日涨停,BK0815,592.77,8.59,1.47,724767312000,15.36,30,36,威派格,10.0
102,PLC概念,BK1119,1331.99,19.23,1.46,370076496000,3.09,5,4,宝信软件,7.99
103,人脑工程,BK0706,4247.16,60.86,1.45,359837872000,6.46,16,4,塞力医疗,9.98
104,UWB概念,BK0880,1576.48,22.35,1.44,415620112000,2.91,12,8,南天信息,10.01
105,职业教育,BK1022,1257.26,17.56,1.42,680861328000,6.53,52,19,迪安诊断,18.95
106,物联网,BK0554,14343.06,199.4,1.41,8513824512000,4.93,224,134,威派格,10.0
107,元宇宙概念,BK1009,2188.18,30.05,1.39,4766787584000,7.67,86,53,华扬联众,10.02
108,工业互联,BK0832,2142.04,28.63,1.35,4460866560000,4.27,113,73,威派格,10.0
109,净水概念,BK1068,1115.17,14.8,1.35,1140694160000,0.98,13,5,威派格,10.0
110,屏下摄像,BK0947,1060.84,14.01,1.34,581015088000,2.49,7,3,联创电子,6.08
111,星闪概念,BK1149,1466.99,19.03,1.31,540785392000,5.54,22,13,盛视科技,10.0
112,茅指数,BK0999,707.9,9.08,1.3,13037992960000,1.01,32,10,恒立液压,10.01
113,发电机概念,BK1014,1289.34,16.33,1.28,138500247000,6.07,10,11,科泰电源,20.02
114,次新股,BK0501,26195.65,322.04,1.24,808043232000,10.15,55,33,超研股份,20.0
115,ChatGPT概念,BK1126,2167.94,26.09,1.22,2228155152000,8.0,50,25,威派格,10.0
116,社保重仓,BK0520,10332.46,121.19,1.19,415110992000,1.81,15,13,丰茂股份,20.0
117,央视50_,BK0610,2248.01,25.96,1.17,15642363392000,0.34,35,14,迪安诊断,18.95
118,液冷概念,BK1138,1176.15,13.49,1.16,1170241104000,7.67,29,29,日海智能,9.98
119,AIGC概念,BK1111,2104.85,23.71,1.14,2112376768000,10.78,72,36,美年健康,9.98
120,麒麟电池,BK1092,1216.36,13.66,1.14,1288622416000,4.26,5,4,银轮股份,6.02
121,北斗导航,BK0629,5496.63,59.96,1.1,946617904000,4.27,48,26,飞利信,20.03
122,共享经济,BK0807,817.76,8.92,1.1,241414308000,2.42,10,9,迪安诊断,18.95
123,中药概念,BK0615,2001.22,21.63,1.09,1904301792000,1.9,109,27,永太科技,9.99
124,尾气治理,BK0932,1361.03,14.52,1.08,233832577000,3.54,14,20,艾可蓝,19.99
125,华为概念,BK0854,3406.61,36.32,1.08,13811844096000,4.68,426,285,威派格,10.0
126,生物识别,BK0970,1541.96,16.17,1.06,1128611696000,4.24,31,19,恒生电子,8.57
127,代糖概念,BK0938,906.11,9.5,1.06,136123746000,1.45,8,7,蔚蓝生物,10.0
128,股权转让,BK0803,654.86,6.79,1.05,188878007000,2.46,20,16,万林物流,10.03
129,中特估,BK1139,1077.81,10.83,1.02,23289912320000,0.37,44,30,深桑达Ａ,10.0
130,电子竞技,BK0853,1392.75,13.68,0.99,3141968128000,3.95,21,14,电魂网络,9.99
131,独家药品,BK0676,2324.2,22.67,0.98,730503472000,1.33,37,3,舒泰神,2.76
132,电子后视镜,BK1125,1606.0,15.58,0.98,397077328000,3.26,10,13,盛视科技,10.0
133,深成500,BK0568,1119.55,10.85,0.98,22591202048000,2.16,290,194,美年健康,9.98
134,华为海思,BK1180,1426.52,13.71,0.97,768791648000,5.51,27,12,神州数码,9.99
135,超清视频,BK0859,1902.74,18.0,0.96,2578725248000,4.99,50,47,梦网科技,10.01
136,疫苗冷链,BK0941,1121.93,10.35,0.93,469872928000,1.71,20,9,中科美菱,9.44
137,肝素概念,BK0944,834.4,7.45,0.9,204949683000,1.41,12,1,千红制药,2.32
138,昨日连板,BK0816,29.23,0.26,0.9,231325427000,15.74,6,8,威派格,10.0
139,EDR概念,BK1049,1527.85,13.52,0.89,301369328000,5.05,8,6,国投智能,5.12
140,创业板综,BK0742,1431.7,12.17,0.86,13376499200000,5.61,752,585,超研股份,20.0
141,深证100R,BK0743,1111.89,9.37,0.85,13109603584000,1.2,63,35,紫光股份,6.33
142,WiFi,BK0915,1200.22,10.05,0.84,577175280000,5.52,20,7,中国联通,8.73
143,虚拟电厂,BK0958,1762.5,14.69,0.84,621127408000,2.87,27,23,润建股份,10.0
144,参股新三板,BK0600,2486.07,20.6,0.84,1510789584000,5.06,52,49,达安基因,10.07
145,化妆品概念,BK0974,1056.95,8.69,0.83,662260016000,2.68,39,18,无锡晶海,9.97
146,气溶胶检测,BK1065,1221.17,10.01,0.83,219713063000,1.66,6,3,聚光科技,3.96
147,中证500,BK0701,1962.44,15.88,0.82,13635066112000,1.9,271,204,美年健康,9.98
148,举牌,BK0685,2119.93,16.7,0.79,194770646000,1.58,4,7,普元信息,7.35
149,虚拟现实,BK0722,1106.03,8.52,0.78,3644515568000,5.55,121,98,飞利信,20.03
150,上证50_,BK0611,1814.99,13.91,0.77,27024565248000,0.34,36,10,中国联通,8.73
151,超级真菌,BK0862,959.08,7.29,0.77,475058960000,2.36,16,4,尔康制药,6.18
152,基金重仓,BK0536,9912.3,74.82,0.76,7217294336000,1.68,36,38,三诺生物,13.04
153,HS300_,BK0500,10350.0,75.31,0.73,57170628608000,0.54,190,92,恒立液压,10.01
154,同步磁阻电机,BK1131,1376.87,10.01,0.73,62438026000,6.1,3,1,伟创电气,2.84
155,北交所概念,BK0925,1625.69,11.73,0.73,368134240000,2.77,11,14,上海钢联,14.5
156,全息技术,BK0699,2267.49,16.23,0.72,146873496000,3.01,8,3,*ST银江,4.08
157,股权激励,BK0567,2846.45,20.12,0.71,4583755776000,3.48,114,89,先达股份,9.98
158,数字阅读,BK0959,1665.52,11.66,0.71,206744383000,2.9,14,5,立昂技术,5.15
159,互联金融,BK0637,4886.89,33.64,0.69,19612724224000,0.8,111,86,安源煤业,10.06
160,汽车一体化压铸,BK1093,1116.42,7.6,0.69,346153120000,4.75,17,11,常青股份,10.04
161,婴童概念,BK0664,1411.23,9.58,0.68,1230742128000,3.26,82,57,天成自控,9.97
162,上证180_,BK0612,1481.14,10.03,0.68,42798464512000,0.42,113,57,恒立液压,10.01
163,知识产权,BK0839,1892.05,12.57,0.67,397918816000,7.94,22,17,华策影视,8.21
164,AIPC,BK1164,1525.44,10.05,0.66,977700704000,4.26,20,20,卓易信息,11.72
165,智能电网,BK0581,1603.32,10.48,0.66,1882865120000,3.15,90,79,皓宸医疗,9.86
166,MSCI中国,BK0821,1183.08,7.58,0.64,65496317184000,0.82,329,204,恒立液压,10.01
167,钠离子电池,BK0988,1241.43,7.95,0.64,1959914416000,2.22,24,27,永太科技,9.99
168,智谱AI,BK1182,1329.73,8.42,0.64,471430624000,14.29,15,20,威派格,10.0
169,存储芯片,BK1137,1325.56,8.36,0.63,1052949968000,4.61,28,26,利尔达,8.97
170,无人驾驶,BK0802,1733.54,10.78,0.63,5901339904000,3.33,137,100,日海智能,9.98
171,QFII重仓,BK0535,16728.22,99.44,0.6,3352296720000,2.4,125,141,宏达新材,10.03
172,AI手机,BK1162,1492.64,8.84,0.6,872924048000,6.41,17,16,道明光学,10.06
173,宠物经济,BK0993,737.91,4.34,0.59,250861381000,1.74,22,15,普莱柯,8.85
174,超级电容,BK0703,3445.88,20.1,0.59,621824992000,2.74,17,17,圣泉集团,7.47
175,富时罗素,BK0867,1512.79,8.77,0.58,62718202624000,1.41,659,564,梦网科技,10.01
176,工业大麻,BK0856,1574.25,9.12,0.58,415650304000,2.42,28,17,塞力医疗,9.98
177,虚拟数字人,BK1055,1310.01,7.55,0.58,3567249168000,11.28,51,28,华扬联众,10.02
178,科创板做市商,BK1107,1424.46,8.11,0.57,1787953904000,0.64,10,2,财通证券,4.27
179,转债标的,BK0528,9138.72,51.42,0.57,7636257536000,1.64,238,243,威派格,10.0
180,固态电池,BK0968,1569.5,8.74,0.56,4928015360000,2.77,85,79,泰和新材,10.01
181,高送转,BK0723,3545.23,19.43,0.55,3488774080000,3.57,110,99,西菱动力,8.75
182,蒙脱石散,BK1123,939.31,5.1,0.55,56040451000,2.04,8,1,仟源医药,3.0
183,机器视觉,BK0998,1581.19,8.49,0.54,529886592000,7.22,34,31,南天信息,10.01
184,科创板做市股,BK1108,934.85,5.0,0.54,1875393456000,1.08,25,17,海尔生物,5.14
185,深股通,BK0804,1005.37,5.36,0.54,30193093888000,3.02,679,647,梦网科技,10.01
186,刀片电池,BK0951,2115.85,11.14,0.53,1163402928000,3.79,8,5,比亚迪,4.32
187,F5G概念,BK1088,2302.66,12.09,0.53,555941104000,2.35,13,10,瑞斯康达,10.04
188,2025规划,BK0713,934.13,4.85,0.52,4038236192000,1.98,44,37,达安基因,10.07
189,eSIM,BK0956,1665.97,8.58,0.52,339962864000,5.42,7,2,中国联通,8.73
190,碳纤维,BK1171,1176.98,5.77,0.49,338955360000,2.6,13,19,上工申贝,9.97
191,胎压监测,BK0898,2075.05,10.04,0.49,311397680000,3.65,14,13,保隆科技,4.32
192,AH股,BK0499,7497.3,36.19,0.49,33350979584000,0.35,87,52,泰格医药,5.65
193,可控核聚变,BK1163,1208.84,5.82,0.48,401864480000,2.72,6,16,辰光医疗,29.96
194,融资融券,BK0596,2358.02,11.15,0.48,92766818304000,1.67,1762,1785,梦网科技,10.01
195,专精特新,BK1005,1106.42,5.19,0.47,4799998208000,3.88,355,406,威派格,10.0
196,低空经济,BK1166,1377.13,6.29,0.46,3354832272000,4.64,127,108,天成自控,9.97
197,智慧灯杆,BK1069,1403.87,6.39,0.46,135167055000,4.51,11,14,润建股份,10.0
198,深圳特区,BK0549,31191.57,141.86,0.46,9650723328000,2.21,165,171,日海智能,9.98
199,锂矿概念,BK1173,1164.07,5.24,0.45,2473087664000,1.59,21,14,尔康制药,6.18
200,独角兽,BK0835,1732.64,7.73,0.45,5260626176000,3.96,58,65,拓维信息,10.0
