排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
55,数据要素,BK1135,1170.23,25.61,2.24,1891030192000,6.3,110,16,安博通,20.0
56,移动支付,BK0556,11912.57,260.58,2.24,3533141360000,3.49,67,6,浙大网新,10.05
57,UWB概念,BK0880,1577.05,34.48,2.24,414331600000,2.52,19,1,环旭电子,10.02
58,数据安全,BK1047,1039.76,22.59,2.22,1031001328000,4.76,71,9,浙大网新,10.05
59,大数据,BK0634,4967.78,107.14,2.2,5338899456000,5.43,246,58,润建股份,10.0
60,PLC概念,BK1119,1365.14,29.23,2.19,372604464000,3.81,7,2,宝信软件,9.99
61,减速器,BK1100,1477.69,31.43,2.17,639290720000,8.8,46,13,精锻科技,20.0
62,华为昇腾,BK0995,1489.45,31.41,2.15,491160144000,8.36,23,6,拓维信息,10.0
63,碳化硅,BK0977,1328.79,27.95,2.15,565481936000,4.63,34,2,斯达半导,7.84
64,智能穿戴,BK0641,3175.41,66.65,2.14,2939794768000,4.29,98,16,捷荣技术,10.02
65,宁组合,BK1000,515.65,10.79,2.14,4185732912000,1.24,20,4,韦尔股份,10.0
66,数字货币,BK0883,1814.58,37.87,2.13,872580064000,4.47,66,11,梦网科技,10.02
67,国产芯片,BK0891,3162.41,65.34,2.11,10225080576000,4.42,306,53,利扬芯片,20.0
68,商汤概念,BK0942,1259.85,26.03,2.11,537396896000,4.46,11,3,国中水务,9.94
69,数字经济,BK1061,1270.41,26.21,2.11,1840569776000,7.8,125,36,浙大网新,10.05
70,无线充电,BK0960,2525.7,51.85,2.1,2186401152000,4.25,39,3,福莱新材,10.0
71,星闪概念,BK1149,1495.36,30.63,2.09,555185984000,6.05,31,4,泰凌微,9.65
72,智能电网,BK0581,1620.72,33.14,2.09,1895596192000,3.16,144,24,润建股份,10.0
73,电子后视镜,BK1125,1631.01,33.29,2.08,402837040000,4.48,20,3,通达电气,10.0
74,PEEK材料概念,BK1156,1188.49,24.25,2.08,256273584000,3.44,21,4,凯盛新材,6.23
75,华为海思,BK1180,1442.35,29.24,2.07,773438096000,6.21,32,7,美格智能,10.0
76,物联网,BK0554,14376.96,290.99,2.07,8490136576000,4.39,295,65,梦网科技,10.02
77,网络安全,BK0655,4500.41,90.02,2.04,5095928320000,6.74,121,14,浙大网新,10.05
78,工业互联,BK0832,2145.67,42.9,2.04,4471600640000,3.93,155,30,润建股份,10.0
79,北斗导航,BK0629,5530.06,110.51,2.04,950343088000,4.05,65,13,泰豪科技,10.02
80,蚂蚁概念,BK0937,738.39,14.68,2.03,4971493120000,1.15,49,6,华数传媒,10.04
81,可控核聚变,BK1163,1225.39,24.36,2.03,407113936000,3.97,16,5,雪人股份,9.99
82,高压快充,BK1144,1089.61,21.66,2.03,403772416000,3.82,33,9,中恒电气,10.02
83,充电桩,BK0700,2311.81,45.78,2.02,4191186144000,3.36,191,32,润建股份,10.0
84,EDA概念,BK0946,1118.0,22.13,2.02,236463571000,2.5,12,2,台基股份,5.84
85,Sora概念,BK1159,1708.22,33.49,2.0,405176096000,12.74,30,10,视觉中国,10.02
86,存储芯片,BK1137,1347.99,26.26,1.99,1076566448000,5.53,51,3,上海贝岭,7.06
87,钒电池,BK1095,1116.0,21.72,1.98,518269920000,3.19,13,3,上海电气,10.03
88,5G概念,BK0714,1254.6,24.33,1.98,8402041344000,4.13,265,55,梦网科技,10.02
89,华为概念,BK0854,3416.18,66.13,1.97,13772602880000,4.38,595,116,梦网科技,10.02
90,碳基材料,BK1006,799.28,15.43,1.97,179987372000,3.96,16,3,方大炭素,10.09
91,盲盒经济,BK0954,1327.28,25.34,1.95,124627065000,10.02,5,6,金运激光,20.0
92,气溶胶检测,BK1065,1227.1,23.37,1.94,218753582000,1.32,9,2,ST先河,8.78
93,光通信模块,BK1136,1353.83,25.75,1.94,883749168000,4.72,52,5,致尚科技,8.02
94,谷子经济,BK1183,1092.12,20.74,1.94,544140816000,8.21,46,13,横店影视,9.97
95,ChatGPT概念,BK1126,2124.4,40.33,1.94,2222323568000,6.15,59,18,梦网科技,10.02
96,新型工业化,BK1150,1175.05,22.09,1.92,1670806576000,5.81,71,19,精伦电子,9.97
97,昨日连板,BK0816,28.2,0.53,1.92,188473396000,13.71,7,10,梦网科技,10.02
98,换电概念,BK0985,1338.16,25.11,1.91,851138208000,2.46,37,11,中恒电气,10.02
99,第四代半导体,BK1121,1377.83,25.79,1.91,110078177000,1.05,4,0,南大光电,3.27
100,电子烟,BK0865,1775.03,33.18,1.9,1006811056000,3.12,38,10,环旭电子,10.02
101,券商概念,BK0711,1119.93,20.87,1.9,4055137328000,1.33,56,0,天风证券,9.91
102,多模态AI,BK1153,1234.81,22.98,1.9,939244992000,8.81,41,10,润建股份,10.0
103,创业成份,BK0638,1754.61,32.63,1.89,6135118080000,3.4,84,15,光线传媒,20.0
104,远程办公,BK0912,1582.0,29.21,1.88,845308384000,7.22,31,7,梦网科技,10.02
105,电子竞技,BK0853,1383.82,25.47,1.88,3090943344000,2.78,30,5,浙数文化,10.03
106,沪企改革,BK0672,2642.83,48.51,1.87,985885280000,2.43,30,9,上工申贝,10.0
107,ETC,BK0875,1696.82,31.08,1.87,396135888000,4.08,32,11,新 大 陆,10.01
108,储能,BK0989,1698.24,30.93,1.86,7851747072000,2.13,266,52,润建股份,10.0
109,小米概念,BK0833,1825.48,33.21,1.85,3214669024000,3.6,172,32,春光科技,10.02
110,万达概念,BK0831,1006.62,18.23,1.84,590130400000,1.02,11,3,国中水务,9.94
111,智慧灯杆,BK1069,1416.75,25.52,1.83,134343467000,3.96,22,2,润建股份,10.0
112,共享经济,BK0807,811.69,14.47,1.82,237737207000,2.28,17,2,移为通信,4.12
113,超级电容,BK0703,3430.25,61.08,1.81,621477744000,2.1,32,2,康盛股份,9.94
114,光刻机(胶),BK0884,2616.49,46.4,1.81,821888272000,3.92,75,7,捷捷微电,9.81
115,动力电池回收,BK1052,708.81,12.52,1.8,705157200000,1.96,32,3,天齐锂业,7.7
116,云游戏,BK0903,1252.34,22.12,1.8,337452016000,4.5,23,3,优刻得-W,8.46
117,CPO概念,BK1128,2641.11,46.48,1.79,1390971584000,4.14,41,5,光迅科技,7.08
118,NFT概念,BK0997,1579.39,27.78,1.79,537756976000,6.03,38,14,视觉中国,10.02
119,富士康,BK0842,1692.55,29.74,1.79,471652672000,3.08,30,3,光莆股份,10.68
120,PCB,BK0877,1723.19,30.24,1.79,1114836832000,3.91,78,10,富佳股份,9.97
121,被动元件,BK0976,1297.5,22.69,1.78,401313136000,3.62,24,2,江海股份,7.71
122,钠离子电池,BK0988,1226.33,21.32,1.77,1888294864000,1.87,45,6,鹏辉能源,9.92
123,玻璃基板,BK1175,1368.02,23.77,1.77,540623872000,2.58,30,2,岱勒新材,5.85
124,智慧城市,BK0628,5134.87,88.1,1.75,2646759520000,4.66,177,34,浙大网新,10.05
125,数字孪生,BK0861,1426.81,24.36,1.74,990611744000,3.3,62,15,依米康,19.97
126,OLED,BK0840,2498.03,42.57,1.73,2146735456000,3.6,113,14,精伦电子,9.97
127,昨日涨停,BK0815,574.09,9.71,1.72,546999552000,14.31,37,36,梦网科技,10.02
128,IPv6,BK0897,1353.01,22.88,1.72,623117520000,3.49,11,1,神州泰岳,4.02
129,手游概念,BK0642,1260.17,21.26,1.72,830883088000,5.03,37,11,浙数文化,10.03
130,3D摄像头,BK0901,1648.56,27.76,1.71,656996464000,5.13,7,4,韦尔股份,10.0
131,独角兽,BK0835,1738.91,29.17,1.71,5176724480000,3.69,99,23,国中水务,9.94
132,氦气概念,BK0949,1368.49,22.91,1.7,92365196000,3.26,9,1,雪人股份,9.99
133,机器人概念,BK1090,1625.79,27.19,1.7,6798851328000,5.01,357,97,润建股份,10.0
134,通用航空,BK0625,5614.64,93.88,1.7,1096550704000,2.62,33,8,上海电气,10.03
135,智慧政务,BK0886,1379.67,23.04,1.7,681286080000,9.05,64,16,浙大网新,10.05
136,LED,BK0580,3212.33,53.55,1.7,1380258528000,2.94,78,14,环旭电子,10.02
137,苹果概念,BK0666,3028.83,50.49,1.7,2864846768000,2.7,112,15,福莱新材,10.0
138,EDR概念,BK1049,1564.61,25.84,1.68,314989136000,6.12,12,2,国民技术,7.26
139,车联网(车路云),BK0920,1445.53,23.83,1.68,5808209408000,3.79,177,39,拓维信息,10.0
140,燃料电池,BK0682,3122.23,51.35,1.67,2623249088000,2.94,112,30,康盛股份,9.94
141,化债(AMC)概念,BK0980,1016.94,16.67,1.67,1037677408000,2.44,49,10,杭齿前进,10.03
142,胎压监测,BK0898,2105.52,34.39,1.66,314059232000,4.48,22,6,通达电气,10.0
143,空气能热泵,BK1102,1262.14,20.48,1.65,1176199360000,3.05,20,9,国中水务,9.94
144,低空经济,BK1166,1383.99,22.31,1.64,3377266464000,4.29,191,43,亿嘉和,9.99
145,网络游戏,BK0509,12391.93,199.12,1.63,1053891632000,6.59,50,20,浙数文化,10.03
146,生物识别,BK0970,1556.59,24.93,1.63,1128050176000,4.08,42,9,国子软件,15.42
147,AIGC概念,BK1111,2071.09,33.02,1.62,2101481936000,9.87,80,32,视觉中国,10.02
148,互联金融,BK0637,4882.66,77.71,1.62,19517577728000,0.78,174,26,新 大 陆,10.01
149,人形机器人,BK1184,1350.14,21.44,1.61,1343678608000,8.42,58,18,亿嘉和,9.99
150,飞行汽车(eVTOL),BK1157,1683.3,26.61,1.61,798611040000,4.01,55,12,中鼎股份,9.99
151,中超概念,BK0635,2137.58,33.72,1.6,211446595000,1.05,5,2,华夏幸福,7.08
152,短剧互动游戏,BK1151,1258.62,19.7,1.59,386887440000,9.03,20,7,横店影视,9.97
153,湖北自贸,BK0926,1501.63,23.42,1.58,351867536000,3.25,19,5,光迅科技,7.08
154,元宇宙概念,BK1009,2161.8,33.7,1.58,4687610368000,6.61,111,29,梦网科技,10.02
155,虚拟现实,BK0722,1108.15,17.23,1.58,3637232768000,4.87,184,38,润建股份,10.0
156,快手概念,BK0972,1742.79,27.03,1.58,313142048000,14.74,20,12,浙文互联,10.03
157,北交所概念,BK0925,1626.69,25.02,1.56,362252464000,2.75,17,6,创业黑马,15.13
158,汽车热管理,BK1089,1587.86,24.39,1.56,813980032000,6.42,54,22,中鼎股份,9.99
159,增强现实,BK0801,1139.8,17.48,1.56,652144080000,5.43,40,6,环旭电子,10.02
160,BC电池,BK1148,832.45,12.74,1.55,362484016000,1.74,20,2,中科云网,7.22
161,人工智能,BK0800,1598.65,24.45,1.55,10013018368000,5.32,445,130,梦网科技,10.02
162,锂电池,BK0574,2850.47,43.46,1.55,7653235968000,2.7,313,64,万盛股份,9.98
163,柔性屏(折叠屏),BK1160,1375.98,20.96,1.55,1016703136000,3.02,65,4,福日电子,6.07
164,智能机器,BK0640,4852.46,73.28,1.53,3606504736000,5.08,136,34,依米康,19.97
165,抽水蓄能,BK1003,1239.43,18.69,1.53,880908048000,0.76,25,5,宁波能源,7.71
166,装配建筑,BK0945,937.46,14.05,1.52,1435012496000,1.75,70,13,郑中设计,10.05
167,复合集流体,BK1113,794.64,11.81,1.51,185912959000,6.97,19,5,光莆股份,10.68
168,Web3.0,BK1110,1844.34,27.35,1.51,516324624000,9.77,37,10,浙文互联,10.03
169,智能家居,BK0680,2607.45,38.54,1.5,3679725104000,3.78,112,40,居然智家,10.05
170,并购重组概念,BK1181,1016.49,14.93,1.49,1431139776000,2.59,61,16,国中水务,9.94
171,数字哨兵,BK1084,1470.65,21.6,1.49,91075102000,6.73,10,2,万达信息,6.2
172,MLOps概念,BK1132,1145.42,16.82,1.49,205202400000,7.5,9,1,万达信息,6.2
173,小米汽车,BK1155,1329.71,19.51,1.49,3461523008000,3.11,55,14,浙文互联,10.03
174,专精特新,BK1005,1123.05,16.42,1.48,4866500352000,4.11,567,186,安博通,20.0
175,3D玻璃,BK0881,1242.84,18.08,1.48,328065184000,6.16,15,3,福能东方,6.7
176,抖音概念(字节概念),BK0923,1462.86,21.27,1.48,877702432000,11.37,51,28,浙文互联,10.03
177,超清视频,BK0859,1913.31,27.77,1.47,2578562144000,4.03,77,19,梦网科技,10.02
178,汽车拆解,BK0943,1037.76,14.93,1.46,271025552000,1.2,12,4,杭钢股份,10.04
179,人脑工程,BK0706,4290.42,61.72,1.46,362712672000,7.64,16,3,岩山科技,7.99
180,碳纤维,BK1171,1188.81,17.04,1.45,341838336000,2.42,26,7,上工申贝,10.0
181,AI语料,BK1172,1057.79,15.16,1.45,371270384000,11.39,21,3,视觉中国,10.02
182,世界杯,BK1105,1676.91,23.92,1.45,2616109984000,3.82,14,4,万达电影,5.89
183,茅指数,BK0999,699.45,9.95,1.44,12881286656000,1.02,35,7,韦尔股份,10.0
184,百元股,BK1059,653.12,9.29,1.44,12820886784000,1.99,63,26,韦尔股份,10.0
185,京津冀,BK0684,1563.93,22.21,1.44,582562320000,2.09,39,11,常山北明,10.02
186,新能源车,BK0900,1796.92,25.51,1.44,11750224384000,3.19,457,142,杭齿前进,10.03
187,MiniLED,BK0902,1732.47,24.58,1.44,952801728000,2.45,51,8,光莆股份,10.68
188,混合现实,BK1141,1408.69,19.96,1.44,1098618720000,3.26,24,6,兆威机电,9.88
189,量子通信,BK0710,2424.03,34.23,1.43,1375493168000,3.59,40,10,浙江东方,9.99
190,抗菌面料,BK1116,1174.13,16.57,1.43,79741359000,2.17,10,5,欣贺股份,9.97
191,纾困概念,BK0851,1593.14,22.48,1.43,431964432000,4.41,39,9,梦网科技,10.02
192,钛白粉,BK0805,973.2,13.72,1.43,139057327000,1.38,8,1,振华股份,7.23
193,影视概念,BK0847,906.15,12.68,1.42,636641136000,4.87,44,18,横店影视,9.97
194,锂矿概念,BK1173,1163.47,16.2,1.41,2405157424000,1.6,29,7,天齐锂业,7.7
195,工业母机,BK1004,1444.3,20.0,1.4,1256059328000,5.66,65,13,上海电气,10.03
196,IPO受益,BK0697,3217.76,44.17,1.39,2161013184000,1.91,38,17,浙江东方,9.99
197,雄安新区,BK0813,869.33,11.89,1.39,2627810528000,1.92,112,44,润建股份,10.0
198,社区团购,BK0965,876.32,11.95,1.38,583271232000,3.86,28,10,东方集团,10.26
199,土地流转,BK0632,1568.56,21.36,1.38,446438512000,1.86,35,10,杭钢股份,10.04
200,蓝宝石,BK0674,2540.22,34.57,1.38,558115712000,4.28,16,4,捷捷微电,9.81
201,特高压,BK0918,1761.09,23.91,1.38,1093903952000,1.63,68,14,亿嘉和,9.99
202,创投,BK0506,14873.05,201.28,1.37,4663660544000,3.44,211,68,泰豪科技,10.02
203,RCS概念,BK0919,1436.27,19.38,1.37,224866239000,5.2,19,4,梦网科技,10.02
204,无人驾驶,BK0802,1755.07,23.67,1.37,5908560128000,3.52,187,52,美格智能,10.0
205,有机硅,BK0961,1155.57,15.58,1.37,294202048000,2.62,26,3,恒星科技,4.27
206,空间站概念,BK0994,1526.98,20.39,1.35,197712582000,4.3,18,2,旋极信息,5.76
207,水利建设,BK0597,1565.54,20.71,1.34,2073673504000,2.03,82,19,威派格,10.06
208,机器视觉,BK0998,1622.17,21.41,1.34,547242032000,9.7,54,13,思特威-W,9.16
209,华为汽车,BK0984,1891.94,24.96,1.34,1686969312000,3.78,77,23,吉大正元,10.02
210,降解塑料,BK0909,1530.48,20.19,1.34,679728144000,1.87,42,18,福莱新材,10.0
211,毫米波概念,BK1124,1472.93,19.41,1.34,497571040000,4.37,32,6,和而泰,6.95
212,天基互联,BK0921,1394.07,18.31,1.33,527371808000,5.06,34,4,和而泰,6.95
213,深成500,BK0568,1116.84,14.62,1.33,22473925632000,2.1,364,116,石基信息,10.03
214,AI眼镜,BK1178,1773.87,23.22,1.33,1296657600000,4.94,62,13,美格智能,10.0
215,深圳特区,BK0549,31468.87,410.03,1.32,9639738112000,2.35,252,73,郑中设计,10.05
216,核能核电,BK0577,1953.86,25.22,1.31,2833316384000,1.68,102,27,杭齿前进,10.03
217,F5G概念,BK1088,2328.18,29.73,1.29,564989664000,2.3,17,6,光迅科技,7.08
218,参股新三板,BK0600,2476.1,31.39,1.28,1475308048000,4.49,80,22,浙江东方,9.99
219,新材料,BK0523,24549.54,310.74,1.28,4087843216000,2.58,247,87,万盛股份,9.98
220,空间计算,BK1143,1252.02,15.81,1.28,149124606000,7.23,17,6,德必集团,6.3
221,彩票概念,BK0671,2379.63,30.0,1.28,399261248000,4.49,18,3,新 大 陆,10.01
222,科创板做市商,BK1107,1422.29,17.93,1.28,1785951328000,0.58,14,0,浙商证券,1.88
223,在线教育,BK0662,2217.83,27.93,1.28,1621981264000,7.07,85,30,拓维信息,10.0
224,6G概念,BK0964,1373.83,17.29,1.27,534009728000,5.51,21,6,力合科创,6.84
225,激光雷达,BK1002,1545.29,19.44,1.27,472710960000,4.03,25,9,湘油泵,7.35
226,3D打印,BK0619,5251.12,65.94,1.27,606280080000,4.38,41,22,冀凯股份,10.04
227,AIPC,BK1164,1563.76,19.6,1.27,998087264000,4.62,32,8,华勤技术,10.0
228,托育服务,BK1074,715.33,8.94,1.27,88487616000,5.51,9,4,华媒控股,6.9
229,预亏预减,BK0570,1861.15,23.26,1.27,11473495552000,2.74,918,308,浙大网新,10.05
230,PVDF概念,BK1012,815.0,10.18,1.26,266887963000,1.73,12,2,黑猫股份,5.69
231,中证500,BK0701,1957.97,24.45,1.26,13614004736000,1.75,350,116,杭钢股份,10.04
232,深证100R,BK0743,1112.3,13.87,1.26,13020131328000,1.18,76,21,万  科Ａ,9.94
233,裸眼3D,BK1142,1087.0,13.52,1.26,316904400000,2.46,19,2,力合科创,6.84
234,参股券商,BK0514,13265.85,164.41,1.25,4058851504000,1.52,97,27,浙江东方,9.99
235,股权激励,BK0567,2860.37,35.39,1.25,4584214016000,3.14,147,53,浙数文化,10.03
236,深股通,BK0804,1008.76,12.45,1.25,30143238656000,2.95,991,328,梦网科技,10.02
237,抖音小店,BK0928,1166.73,14.35,1.25,254149673000,4.11,17,11,美年健康,9.92
238,商业航天,BK0963,1489.09,18.31,1.24,1587191888000,4.04,119,30,泰豪科技,10.02
239,光伏建筑一体化,BK0978,1248.37,15.32,1.24,1065902192000,2.45,64,16,冀东装备,10.0
240,航母概念,BK0715,832.19,10.19,1.24,1148207472000,0.89,28,8,泰豪科技,10.02
241,高送转,BK0723,3592.83,43.78,1.23,3457851216000,3.71,155,55,卓胜微,16.19
242,同步磁阻电机,BK1131,1436.11,17.49,1.23,67391295000,5.71,5,0,卧龙电驱,2.83
243,高带宽内存,BK1152,994.82,12.03,1.22,147447932000,5.92,11,2,晶方科技,6.16
244,军工,BK0490,59411.01,715.03,1.22,6022310656000,2.91,379,111,杭齿前进,10.03
245,长江三角,BK0594,2378.76,28.6,1.22,8454335232000,2.23,277,108,浙大网新,10.05
246,特斯拉,BK0644,5013.25,60.08,1.21,4735044096000,3.43,156,45,中鼎股份,9.99
247,融资融券,BK0596,2373.65,28.23,1.2,92659400704000,1.61,2538,974,梦网科技,10.02
248,乡村振兴,BK0834,1400.66,16.63,1.2,1365843776000,3.75,85,42,威派格,10.06
249,无人机,BK0704,1989.07,23.5,1.2,2660262448000,3.95,133,32,润建股份,10.0
250,碳交易,BK0966,1440.58,16.97,1.19,2522488480000,1.06,95,29,依米康,19.97
251,氢能源,BK0864,1062.59,12.47,1.19,4595582208000,1.49,181,50,泰豪科技,10.02
252,电子纸概念,BK1057,1123.69,13.14,1.18,373837664000,1.78,12,2,安诺其,5.72
253,知识产权,BK0839,1884.13,21.99,1.18,393736016000,6.17,34,7,视觉中国,10.02
254,工业气体,BK0981,1403.3,16.32,1.18,383884624000,1.32,24,1,宁波能源,7.71
255,风能,BK0595,1875.66,21.81,1.18,6362809088000,1.16,164,39,润建股份,10.0
256,赛马概念,BK0709,697.63,8.08,1.17,18880897000,3.17,4,0,海南瑞泽,1.74
257,职业教育,BK1022,1246.44,14.36,1.17,675297808000,5.89,56,14,创业黑马,15.13
258,太阳能,BK0588,3026.01,34.85,1.17,7631610112000,1.76,307,84,梦网科技,10.02
259,尾气治理,BK0932,1352.74,15.57,1.16,233041082000,3.13,25,7,中航泰达,6.0
260,PPP模式,BK0721,675.67,7.75,1.16,2265081136000,1.52,107,33,国中水务,9.94
261,AB股,BK0498,10762.08,122.96,1.16,1379305872000,1.74,49,20,上工申贝,10.0
262,C2M概念,BK0955,1146.87,13.1,1.16,311018864000,3.67,21,14,汉得信息,19.98
263,东北振兴,BK0838,1101.2,12.39,1.14,634307968000,1.7,34,19,梦网科技,10.02
264,节能环保,BK0494,10714.11,120.12,1.13,3666443504000,2.15,282,98,杭钢股份,10.04
265,电子车牌,BK0982,1414.89,15.85,1.13,169014516000,6.64,14,4,立昂技术,4.19
266,军民融合,BK0808,1507.42,16.88,1.13,3004990544000,2.92,147,32,杭齿前进,10.03
267,创业板综,BK0742,1438.07,16.1,1.13,13352995072000,5.06,956,370,通合科技,20.02
268,房屋检测,BK1179,1289.07,14.42,1.13,219669496000,2.67,29,5,华蓝集团,6.25
269,氟化工,BK0690,3056.31,34.16,1.13,583522032000,1.43,28,4,光电股份,3.77
270,机器人执行器,BK1145,1543.86,17.24,1.13,526857248000,6.59,17,9,中鼎股份,9.99
271,屏下摄像,BK0947,1071.03,11.91,1.12,592334544000,2.55,9,1,维信诺,4.51
272,转债标的,BK0528,9179.03,102.06,1.12,7612488960000,1.59,331,149,威派格,10.06
273,新能源,BK0493,13589.2,149.94,1.12,5821343232000,1.4,153,39,润建股份,10.0
274,虚拟数字人,BK1055,1294.01,14.23,1.11,3521902608000,10.14,56,24,浙文互联,10.03
275,富时罗素,BK0867,1510.98,16.58,1.11,62357570560000,1.33,878,354,梦网科技,10.02
276,磷化工,BK1010,664.1,7.28,1.11,703239024000,1.57,33,11,恒光股份,12.11
277,养老概念,BK0653,2410.71,26.41,1.11,2834673088000,2.6,77,34,国中水务,9.94
278,粤港自贸,BK0677,2918.6,31.97,1.11,1046090432000,2.15,50,18,派诺科技,16.41
279,冰雪经济,BK1185,882.2,9.48,1.09,227008277000,4.77,26,8,雪人股份,9.99
280,噪声防治,BK1082,1187.57,12.76,1.09,31098770000,2.86,7,1,祥源新材,3.97
281,沪股通,BK0707,1970.46,21.1,1.08,60477563904000,0.92,847,369,浙大网新,10.05
