排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
282,轮毂电机,BK1099,895.21,9.58,1.08,54556457000,2.56,7,1,八方股份,3.45
283,举牌,BK0685,2139.0,22.79,1.08,195579735000,1.42,6,5,高澜股份,6.05
284,基金重仓,BK0536,9990.2,106.03,1.07,7177188864000,1.66,55,20,圣邦股份,9.63
285,参股期货,BK0524,28328.91,300.5,1.07,3048653152000,1.16,37,5,浙江东方,9.99
286,国家安防,BK0667,2896.13,30.57,1.07,1719848528000,4.82,94,25,立方控股,7.96
287,预盈预增,BK0571,4484.75,47.31,1.07,17473343488000,3.24,886,368,梦网科技,10.02
288,首发经济,BK1186,958.7,10.01,1.06,314357568000,8.5,27,9,岩山科技,7.99
289,化工原料,BK0512,20525.93,213.72,1.05,1143085344000,1.8,47,18,恒光股份,12.11
290,机构重仓,BK0552,13597.57,141.21,1.05,42487306240000,0.96,665,251,润建股份,10.0
291,工业4.0,BK0810,2293.49,23.45,1.03,2729906848000,3.15,91,35,兆威机电,9.88
292,成渝特区,BK0534,18115.45,184.42,1.03,2238632864000,2.16,65,15,中交地产,6.99
293,建筑节能,BK1076,893.8,9.07,1.03,200217197000,3.49,31,10,日出东方,10.02
294,时空大数据,BK1130,1274.49,12.92,1.02,154835546000,9.24,20,4,旋极信息,5.76
295,参股银行,BK0525,10346.73,104.41,1.02,11243387136000,1.21,138,73,杭齿前进,10.03
296,HIT电池,BK0908,2212.01,22.3,1.02,628319216000,1.48,34,5,百川畅银,7.95
297,社保重仓,BK0520,10367.94,104.25,1.02,417406672000,1.96,16,12,齐心集团,6.31
298,食品安全,BK0614,5742.69,57.74,1.02,341110256000,4.33,28,14,石基信息,10.03
299,转基因,BK0907,1404.93,14.12,1.02,121613227000,2.12,10,3,南模生物,4.25
300,生物质能发电,BK1098,906.23,9.0,1.0,197265755000,1.63,17,7,百川畅银,7.95
301,地热能,BK0622,3149.7,30.95,0.99,93037620000,3.01,9,2,海立股份,3.21
302,上证380,BK0705,2328.05,22.85,0.99,7925118720000,1.33,241,117,浙数文化,10.03
303,大飞机,BK0814,1314.66,12.85,0.99,1723477360000,2.53,77,21,上海电气,10.03
304,MSCI中国,BK0821,1181.27,11.53,0.99,65207259136000,0.78,382,161,上海电气,10.03
305,参股保险,BK0604,2349.24,22.58,0.97,5831562496000,0.96,56,23,浙江东方,9.99
306,地下管网,BK1058,932.56,8.95,0.97,296840304000,1.41,30,11,正平股份,8.88
307,标准普尔,BK0879,1451.05,13.91,0.97,56836875776000,1.11,683,318,梦网科技,10.02
308,滨海新区,BK0566,9178.89,87.67,0.96,204282971000,1.93,16,3,渤海化学,4.9
309,汽车一体化压铸,BK1093,1123.22,10.6,0.95,347963808000,4.34,21,7,宗申动力,5.38
310,上海自贸,BK0643,2964.74,27.8,0.95,944404752000,1.03,23,10,锦江在线,9.99
311,证金持股,BK0718,1302.31,12.19,0.94,36891386368000,0.52,158,62,浙数文化,10.03
312,人造肉,BK0866,987.62,9.23,0.94,176884489000,7.29,10,7,东方集团,10.26
313,广电,BK0904,1531.14,14.27,0.94,260659326000,3.93,21,6,华数传媒,10.04
314,TOPCon电池,BK1097,716.85,6.65,0.94,586907584000,1.97,32,9,ST聆达,7.26
315,进口博览,BK0850,996.28,9.18,0.93,240485827000,1.26,14,2,跨境通,5.73
316,京东金融,BK0849,1469.97,13.54,0.93,235736870000,0.93,9,1,大智慧,3.34
317,2025规划,BK0713,938.91,8.63,0.93,4023618560000,1.87,62,18,中恒电气,10.02
318,股权转让,BK0803,653.31,6.0,0.93,186936986000,2.23,25,12,万林物流,9.96
319,超级品牌,BK0811,2321.64,21.32,0.93,8619980288000,1.65,24,7,万  科Ａ,9.94
320,工程机械概念,BK0991,1291.36,11.6,0.91,950749200000,1.07,37,13,川润股份,10.0
321,熔盐储能,BK1103,801.53,7.16,0.9,72347358000,1.5,8,0,冰轮环境,2.54
322,超超临界发电,BK1087,1137.16,10.1,0.9,856254432000,0.77,29,7,川润股份,10.0
323,在线旅游,BK0692,1578.82,13.91,0.89,221430565000,2.64,18,6,华策影视,3.16
324,上证50_,BK0611,1804.6,15.87,0.89,26856004352000,0.27,37,12,韦尔股份,10.0
325,钙钛矿电池,BK1094,739.84,6.48,0.88,600945504000,1.81,24,7,ST聆达,7.26
326,HS300_,BK0500,10335.06,88.39,0.86,56903443712000,0.51,206,84,韦尔股份,10.0
327,土壤修复,BK1070,758.29,6.46,0.86,193878657000,2.74,26,6,宁波能源,7.71
328,稀土永磁,BK0578,2178.1,18.46,0.85,949271520000,1.64,43,17,卧龙地产,9.96
329,冷链物流,BK0852,1734.23,14.64,0.85,1552117280000,2.9,69,37,常山北明,10.02
330,QFII重仓,BK0535,16821.79,141.54,0.85,3359684416000,2.31,182,81,川润股份,10.0
331,MLCC,BK0890,1782.86,14.85,0.84,181603108000,1.87,11,1,博迁新材,2.55
332,海工装备,BK0601,1541.01,12.8,0.84,1142756704000,1.07,34,8,潍柴重机,10.01
333,SPD概念,BK1147,918.08,7.61,0.84,70495947000,3.16,8,2,国新健康,2.89
334,注射器概念,BK0973,850.21,6.97,0.83,73900362000,1.67,7,5,采纳股份,6.38
335,娃哈哈概念,BK1165,1083.21,8.8,0.82,97245497000,2.47,12,7,东方材料,10.0
336,央视50_,BK0610,2225.39,18.01,0.82,15507332608000,0.35,33,16,万  科Ａ,9.94
337,内贸流通,BK1001,1199.22,9.67,0.81,1463744032000,2.75,115,43,居然智家,10.05
338,西部大开发,BK0590,2637.07,21.26,0.81,10737656576000,1.9,374,187,润建股份,10.0
339,铜缆高速连接,BK1168,1563.77,12.47,0.8,647742256000,7.06,20,15,沃特股份,5.28
340,垃圾分类,BK0873,1309.24,10.43,0.8,779333168000,1.74,71,25,*ST农尚,9.32
341,MicroLED,BK0948,1025.68,8.15,0.8,479865424000,2.16,16,3,维信诺,4.51
342,国企改革,BK0683,4114.77,32.3,0.79,36433987584000,1.3,865,384,数据港,9.99
343,代糖概念,BK0938,904.66,7.01,0.78,135356728000,1.48,10,5,百龙创园,4.93
344,壳资源,BK0820,992.6,7.69,0.78,256739413000,4.8,45,27,动力源,10.1
345,免税概念,BK0927,1266.31,9.76,0.78,933631904000,1.62,23,7,大连友谊,4.44
346,新零售,BK0825,939.12,7.19,0.77,2517358192000,2.69,85,50,石基信息,10.03
347,海绵城市,BK0724,921.18,6.99,0.76,295376992000,3.94,26,9,华蓝集团,6.25
348,一带一路,BK0712,1269.64,9.33,0.74,13627013632000,0.95,264,152,梦网科技,10.02
349,央企改革,BK1140,1095.35,8.02,0.74,34298367488000,0.54,313,117,宝信软件,9.99
350,环氧丙烷,BK1011,538.16,3.94,0.74,324629648000,1.98,12,2,维远股份,3.52
351,电商概念,BK0665,2017.88,14.68,0.73,6421705472000,3.14,207,112,石基信息,10.03
352,白酒,BK0896,2063.05,14.96,0.73,3426632016000,1.13,34,10,岩石股份,6.07
353,疫苗冷链,BK0941,1125.26,7.99,0.72,469571984000,1.65,18,9,雪人股份,9.99
354,网红直播,BK0940,687.84,4.88,0.71,1744901600000,6.64,76,47,浙数文化,10.03
355,绿色电力,BK1024,990.56,7.01,0.71,4651429888000,0.78,90,27,百川畅银,7.95
356,互联医疗,BK0837,989.99,6.95,0.71,5028152064000,2.95,58,35,浙大网新,10.05
357,低价股,BK1053,986.23,6.76,0.69,1990984432000,1.76,115,63,东方集团,10.26
358,农业种植,BK0888,2027.61,13.77,0.68,722353648000,3.06,46,30,东方集团,10.26
359,健康中国,BK0719,1106.56,7.4,0.67,1476345248000,2.9,53,39,美年健康,9.92
360,草甘膦,BK0950,1410.98,9.41,0.67,155331412000,1.31,10,3,新安股份,4.04
361,口罩,BK0911,1524.45,10.15,0.67,2961164368000,2.75,90,62,方大炭素,10.09
362,粮食概念,BK1086,779.77,5.19,0.67,205798583000,3.02,16,8,东方集团,10.26
363,统一大市场,BK1077,1112.28,7.4,0.67,364315280000,1.98,23,10,万林物流,9.96
364,养老金,BK0823,1311.66,8.63,0.66,2981635152000,1.42,102,71,安徽合力,10.03
365,磁悬浮概念,BK0975,1636.36,10.75,0.66,728197504000,1.87,20,8,四川长虹,6.04
366,水产养殖,BK0967,806.39,5.18,0.65,248887898000,2.6,8,6,东方海洋,5.1
367,跨境电商,BK1115,1341.58,8.54,0.64,1418059840000,4.54,82,41,鹿得医疗,13.0
368,新型城镇化,BK1080,862.05,5.45,0.64,425253280000,2.81,70,22,正平股份,8.88
369,铁路基建,BK0592,2265.83,14.12,0.63,2941893952000,1.14,74,39,浙大网新,10.05
370,供销社概念,BK1109,996.94,6.19,0.62,132921245000,3.79,9,4,万润股份,2.81
371,核污染防治,BK0983,1190.67,7.35,0.62,375604304000,0.91,24,6,普利特,4.35
372,体育产业,BK0708,1185.87,7.31,0.62,826274352000,2.8,48,21,北巴传媒,10.07
373,破净股,BK1112,1256.65,7.7,0.62,20738885632000,0.57,250,123,东方集团,10.26
374,净水概念,BK1068,1102.34,6.72,0.61,1143870288000,0.98,11,7,威派格,10.06
375,AH股,BK0499,7497.54,45.31,0.61,33225932800000,0.39,89,51,上海电气,10.03
376,RCEP概念,BK0962,1047.84,6.24,0.6,215542118000,1.97,12,9,欧陆通,5.75
377,贬值受益,BK0812,1275.78,7.44,0.59,2139568096000,2.31,85,71,富佳股份,9.97
378,GDR,BK0868,866.4,5.05,0.59,1457410816000,0.66,7,3,欣旺达,2.68
379,拼多多概念,BK0957,1313.15,7.27,0.56,155094085000,8.47,15,10,跨境通,5.73
380,生态农业,BK0669,1199.04,6.49,0.54,270835328000,1.76,27,13,托普云农,3.9
381,中俄贸易概念,BK1072,1285.54,6.7,0.52,460912928000,2.06,32,21,动力源,10.1
382,上证180_,BK0612,1476.2,7.61,0.52,42613328384000,0.39,113,60,韦尔股份,10.0
383,乳业,BK0892,971.01,4.8,0.5,430606912000,1.23,18,10,嘉必优,5.17
384,消毒剂,BK0913,1208.33,5.79,0.48,547963776000,2.04,34,23,光莆股份,10.68
385,医疗器械概念,BK0668,3452.79,15.92,0.46,4572622336000,3.19,161,129,美年健康,9.92
386,ST股,BK0511,5379.13,24.47,0.46,474454672000,1.57,61,55,*ST龙宇,5.01
387,数字阅读,BK0959,1662.51,7.56,0.46,206687025000,2.65,12,6,立昂技术,4.19
388,AI制药,BK1170,1047.36,4.56,0.44,151439714000,5.74,10,6,美年健康,9.92
389,预制菜概念,BK1025,1031.41,4.47,0.44,638440976000,2.83,32,21,东方海洋,5.1
390,工业大麻,BK0856,1578.06,6.83,0.43,414592528000,2.02,16,22,ST聆达,7.26
391,中字头,BK0505,8036.69,33.81,0.42,16251151104000,0.42,71,31,中交地产,6.99
392,纳米银,BK0855,1731.4,7.22,0.42,109885757000,6.16,6,3,英唐智控,2.23
393,阿兹海默,BK0894,1632.25,6.74,0.41,139468781000,3.55,6,8,通化金马,4.13
394,天然气,BK0843,1270.32,5.15,0.41,4852666880000,0.51,64,46,雪人股份,9.99
395,小红书概念,BK1187,1158.8,4.64,0.4,495435728000,11.5,29,29,欣贺股份,9.97
396,植物照明,BK1007,979.99,3.92,0.4,161773178000,2.86,12,5,三安光电,1.82
397,微盘股,BK1158,2043.17,8.14,0.4,714530064000,2.94,218,158,春光科技,10.02
398,千金藤素,BK1083,918.48,3.63,0.4,134120745000,0.69,3,1,云南白药,1.6
399,油气设服,BK0606,1523.93,5.78,0.38,1969022992000,1.14,31,27,雪人股份,9.99
400,CAR-T细胞疗法,BK0986,913.46,3.46,0.38,419153712000,2.18,15,7,百普赛斯,4.85
401,中特估,BK1139,1070.57,4.05,0.38,23156409344000,0.29,44,32,宝信软件,9.99
402,煤化工,BK0492,8700.45,32.21,0.37,2374745472000,1.27,38,29,君正集团,6.04
403,昨日触板,BK0817,197.25,0.73,0.37,341537840000,10.51,18,24,数据港,9.99
404,猪肉概念,BK0882,1144.01,4.01,0.35,826675328000,1.52,22,14,万  科Ａ,9.94
405,精准医疗,BK0806,942.5,3.13,0.33,583672896000,3.38,23,17,美年健康,9.92
406,B股,BK0636,904.3,2.83,0.31,437358576000,0.28,38,32,上工Ｂ股,4.77
407,医废处理,BK0914,1025.59,3.1,0.3,200890553000,1.45,17,13,机科股份,3.35
408,海洋经济,BK0623,2353.3,7.09,0.3,708773584000,1.61,12,14,雪人股份,9.99
409,地塞米松,BK0929,1160.91,3.4,0.29,78018753000,1.3,4,5,赛托生物,3.04
410,生物疫苗,BK0548,24501.57,71.58,0.29,1033886352000,1.74,32,36,欧林生物,8.5
411,注册制次新股,BK0971,691.82,1.97,0.29,777368448000,10.18,35,37,合合信息,6.31
412,合成生物,BK1174,1024.81,2.91,0.28,1173616160000,2.05,57,45,亚香股份,5.43
413,基因测序,BK0693,1797.1,5.04,0.28,537430576000,5.87,27,23,美年健康,9.92
414,熊去氧胆酸,BK1120,948.81,2.58,0.27,332464912000,2.32,9,11,垒知集团,3.45
415,次新股,BK0501,26637.4,70.01,0.26,824754976000,10.53,41,47,合合信息,6.31
416,东盟自贸区概念,BK1154,1109.89,2.83,0.26,177831642000,1.19,6,7,五洲交通,3.83
417,小金属概念,BK0695,2311.22,4.78,0.21,2753761376000,1.36,54,53,光大嘉宝,5.83
418,婴童概念,BK0664,1410.28,2.86,0.2,1221571488000,2.9,73,63,嘉必优,5.17
419,医疗美容,BK0889,1486.28,2.78,0.19,955001744000,1.36,31,26,光莆股份,10.68
420,重组蛋白,BK1063,740.58,1.31,0.18,149929577000,1.25,7,7,百普赛斯,4.85
421,体外诊断,BK0841,1193.62,2.07,0.17,943344848000,2.33,30,34,东方海洋,5.1
422,CRO,BK0899,1289.43,2.05,0.16,503827392000,2.19,21,16,药康生物,5.15
423,快递概念,BK0990,873.48,1.36,0.16,578802880000,1.34,18,16,井松智能,1.9
424,超导概念,BK0679,3897.7,5.62,0.14,234920792000,4.25,6,8,联创光电,7.22
425,血氧仪,BK1122,936.0,1.07,0.11,132800526000,2.73,7,6,国星光电,1.56
426,肝炎概念,BK1078,1103.29,1.26,0.11,413234416000,2.18,17,25,双成药业,3.4
427,鸡肉概念,BK0887,701.85,0.8,0.11,346894624000,0.92,13,7,天马科技,1.79
428,页岩气,BK0603,1803.65,2.01,0.11,2676694352000,0.46,19,18,ST墨龙,3.61
429,民爆概念,BK1066,1244.88,1.31,0.11,162169285000,1.86,11,6,江南化工,2.17
430,退税商店,BK0933,1206.51,0.71,0.06,146364676000,1.33,5,3,广百股份,1.29
431,痘病毒防治,BK1085,757.93,0.43,0.06,621954880000,2.0,24,29,百普赛斯,4.85
432,病毒防治,BK0675,2323.59,1.29,0.06,1486761936000,1.54,46,65,光莆股份,10.68
433,辅助生殖,BK0939,949.74,0.52,0.05,510528864000,2.28,20,23,力合科创,6.84
434,光伏高速公路,BK1096,1279.43,0.64,0.05,105401789000,0.52,2,3,恒华科技,0.94
435,维生素,BK0895,1607.94,0.76,0.05,416606448000,2.08,9,20,振华股份,7.23
436,创新药,BK1106,1032.58,0.47,0.05,1469793728000,1.32,36,45,药康生物,5.15
437,啤酒概念,BK1073,989.2,-0.28,-0.03,232893551000,0.77,7,9,燕京啤酒,1.08
438,调味品概念,BK1026,858.83,-0.28,-0.03,680462160000,2.74,14,14,莲花控股,6.84
439,地摊经济,BK0924,1814.45,-0.64,-0.04,625774480000,2.96,14,18,宗申动力,5.38
440,全息技术,BK0699,2281.04,-0.95,-0.04,147122132000,3.82,4,6,联创光电,7.22
441,户外露营,BK1079,1206.12,-0.81,-0.07,127563646000,2.2,13,12,莱茵体育,3.71
442,幽门螺杆菌概念,BK1056,817.04,-0.6,-0.07,455020608000,2.07,16,28,东方海洋,5.1
443,宠物经济,BK0993,743.6,-0.73,-0.1,252894640000,1.62,16,21,创源股份,4.95
444,化妆品概念,BK0974,1056.19,-1.04,-0.1,656573840000,2.13,26,28,力合科创,6.84
445,独家药品,BK0676,2311.95,-2.39,-0.1,726402496000,1.25,13,23,中恒集团,3.32
446,流感,BK0906,1419.98,-1.47,-0.1,1293370016000,1.56,35,70,迪安诊断,3.3
447,新冠药物,BK1060,737.82,-0.91,-0.12,532115136000,1.29,16,32,神州细胞-U,1.51
448,单抗概念,BK0870,1366.87,-2.24,-0.16,1364184320000,0.97,19,28,神州细胞-U,1.51
449,中药概念,BK0615,1987.37,-3.45,-0.17,1881203344000,1.44,47,77,通化金马,4.13
450,免疫治疗,BK0698,1249.31,-2.2,-0.18,444255056000,1.26,15,23,劲嘉股份,1.68
451,减肥药,BK1146,887.9,-1.85,-0.21,363171056000,1.45,12,13,ST三圣,1.35
452,毛发医疗,BK0996,789.62,-1.67,-0.21,86581092000,1.28,4,8,国际医学,0.58
453,稀缺资源,BK0519,22017.96,-52.0,-0.24,3029652688000,1.15,20,48,恒光股份,12.11
454,低碳冶金,BK0979,895.63,-2.18,-0.24,300966032000,0.4,2,4,中国中冶,0.32
455,肝素概念,BK0944,827.89,-2.3,-0.28,202933875000,1.29,2,11,华北制药,0.65
456,蒙脱石散,BK1123,940.37,-3.37,-0.36,56201301000,1.75,1,7,康芝药业,0.2
457,青蒿素,BK0872,1518.69,-5.53,-0.36,275341136000,0.95,2,9,德龙汇能,0.54
458,长寿药,BK0936,843.61,-3.2,-0.38,123173659000,3.02,5,9,友阿股份,1.74
459,超级真菌,BK0862,953.33,-3.66,-0.38,466657296000,1.8,6,11,东亚药业,0.94
460,可燃冰,BK0818,1124.75,-4.33,-0.38,307744144000,0.71,5,9,中集集团,1.11
461,黄金概念,BK0547,12037.6,-93.6,-0.77,1576692496000,1.79,15,41,能特科技,6.72
