排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
41,地热能,BK0622,3118.75,17.09,0.55,91960244000,2.31,4,8,中材节能,10.05
42,AIGC概念,BK1111,2038.07,11.13,0.55,2062716368000,10.71,52,59,海南华铁,9.94
43,油气设服,BK0606,1518.15,8.1,0.54,1980577440000,1.06,33,32,博汇股份,19.95
44,减速器,BK1100,1446.26,7.65,0.53,625187312000,7.6,30,30,巨轮智能,10.05
45,代糖概念,BK0938,897.65,4.66,0.52,134307685000,1.5,6,9,百龙创园,10.0
46,网络游戏,BK0509,12192.81,63.17,0.52,1022108160000,6.55,33,39,拓维信息,9.99
47,人造肉,BK0866,978.39,4.99,0.51,174480443000,5.82,9,9,莲花控股,10.03
48,化妆品概念,BK0974,1057.23,5.17,0.49,655178592000,2.35,19,38,爱慕股份,10.02
49,宠物经济,BK0993,744.33,3.51,0.47,252548099000,1.88,22,16,德艺文创,6.51
50,世界杯,BK1105,1652.99,7.7,0.47,2592674464000,3.63,9,10,元隆雅图,9.99
51,复合集流体,BK1113,782.83,3.64,0.47,183171099000,4.94,8,17,胜利精密,10.06
52,数字阅读,BK0959,1654.95,7.6,0.46,206292458000,3.49,10,8,中信出版,5.11
53,英伟达概念,BK1161,1405.53,6.31,0.45,1370829872000,4.99,17,30,青云科技-U,20.0
54,草甘膦,BK0950,1401.57,6.29,0.45,153829744000,1.25,7,7,新安股份,5.86
55,C2M概念,BK0955,1133.77,5.02,0.44,304950736000,3.93,18,22,梦洁股份,9.94
56,环氧丙烷,BK1011,534.22,2.22,0.42,322852720000,1.38,7,8,航锦科技,10.0
57,手游概念,BK0642,1238.91,5.11,0.41,817184320000,4.97,21,28,拓维信息,9.99
58,轮毂电机,BK1099,885.63,3.53,0.4,54090005000,2.88,2,6,兆丰股份,9.52
59,NFT概念,BK0997,1551.61,5.99,0.39,525329520000,6.7,22,34,金运激光,20.03
60,无线充电,BK0960,2473.85,9.31,0.38,2112369840000,3.67,17,25,福莱新材,10.01
61,参股保险,BK0604,2326.66,8.31,0.36,5782669312000,1.11,35,47,辽宁成大,10.02
62,屏下摄像,BK0947,1059.12,3.78,0.36,586515824000,2.17,3,7,联创电子,10.01
63,钛白粉,BK0805,959.48,3.38,0.35,137422211000,1.1,4,7,振华股份,9.98
64,可燃冰,BK0818,1129.08,3.92,0.35,308548368000,0.71,9,5,纽威股份,3.12
65,培育钻石,BK1023,1096.09,3.77,0.35,135216948000,2.54,4,10,曼卡龙,7.95
66,AIPC,BK1164,1544.16,5.22,0.34,976864240000,4.58,17,23,雷柏科技,10.02
67,蓝宝石,BK0674,2505.65,8.47,0.34,545716464000,4.12,8,12,奥瑞德,10.14
68,发电机概念,BK1014,1260.14,4.19,0.33,133300074000,6.83,8,13,隆鑫通用,5.79
69,毫米波概念,BK1124,1453.52,4.8,0.33,491294000000,4.24,15,24,流金科技,22.94
70,6G概念,BK0964,1356.54,4.32,0.32,527565632000,5.72,8,19,瑞斯康达,9.99
71,社保重仓,BK0520,10263.69,32.41,0.32,415526928000,2.09,14,14,德科立,5.64
72,空气能热泵,BK1102,1241.66,3.76,0.3,1176726928000,2.35,12,15,日出东方,10.01
73,海洋经济,BK0623,2346.21,6.68,0.29,710224864000,1.73,12,14,东方国信,6.05
74,跨境电商,BK1115,1333.04,3.79,0.29,1411417632000,5.16,61,66,雷神科技,14.95
75,5G概念,BK0714,1230.27,3.42,0.28,8268801024000,4.14,123,196,美格智能,10.0
76,数字水印,BK1129,1083.43,2.76,0.26,115519141000,11.39,7,9,金运激光,20.03
77,有机硅,BK0961,1139.99,2.83,0.25,288051040000,1.79,10,19,东岳硅材,8.44
78,ERP概念,BK1133,1290.77,3.2,0.25,265229400000,9.99,5,11,鼎捷数智,13.32
79,生物识别,BK0970,1531.66,3.56,0.23,1117069408000,4.19,20,30,苏州科达,10.04
80,换电概念,BK0985,1313.05,2.88,0.22,852513200000,2.46,17,31,中恒电气,7.42
81,PCB,BK0877,1692.95,3.65,0.22,1093687744000,3.96,33,53,四会富仕,8.42
82,知识产权,BK0839,1862.14,4.01,0.22,387853120000,6.33,19,21,流金科技,22.94
83,远程办公,BK0912,1552.79,3.29,0.21,823444800000,8.05,14,25,拓维信息,9.99
84,植物照明,BK1007,976.07,2.0,0.21,160117346000,3.15,9,8,实益达,4.09
85,无线耳机,BK0893,1955.79,3.92,0.2,2382188336000,5.53,29,55,雷柏科技,10.02
86,熔盐储能,BK1103,794.37,1.47,0.19,71835641000,1.5,2,7,冰轮环境,3.21
87,地塞米松,BK0929,1157.51,2.14,0.19,77829617000,1.48,2,8,赛托生物,9.2
88,AI眼镜,BK1178,1750.65,3.18,0.18,1276641440000,5.34,30,44,美格智能,10.0
89,工程机械概念,BK0991,1279.76,2.32,0.18,946392928000,0.97,23,25,长盛轴承,6.62
90,智慧灯杆,BK1069,1391.23,2.52,0.18,130979596000,4.93,9,14,润建股份,9.99
91,电子车牌,BK0982,1399.04,2.49,0.18,166006859000,7.0,8,10,苏州科达,10.04
92,CPO概念,BK1128,2594.63,4.47,0.17,1357568272000,3.94,19,25,瑞斯康达,9.99
93,算力概念,BK1134,1525.72,2.45,0.16,6606658304000,6.27,55,83,美格智能,10.0
94,IPO受益,BK0697,3173.59,4.96,0.16,2135794928000,1.76,22,32,浙江东方,10.05
95,工业4.0,BK0810,2270.04,3.49,0.15,2726219984000,2.9,52,80,巨轮智能,10.05
96,传感器,BK0905,1603.77,2.33,0.15,1472586240000,4.0,36,60,福莱新材,10.01
97,天基互联,BK0921,1375.76,1.9,0.14,519768672000,4.75,12,27,航锦科技,10.0
98,托育服务,BK1074,706.39,0.93,0.13,87399362000,6.28,5,8,华媒控股,2.44
99,统一大市场,BK1077,1104.88,1.38,0.13,361800928000,2.46,21,18,西上海,3.22
100,液冷概念,BK1138,1131.56,1.38,0.12,1134208800000,6.6,28,31,日海智能,10.04
101,苹果概念,BK0666,2978.34,3.58,0.12,2804597664000,2.25,46,82,福莱新材,10.01
102,体育产业,BK0708,1178.56,1.38,0.12,820871504000,2.96,29,41,香山股份,10.01
103,小米概念,BK0833,1792.27,2.08,0.12,3138650496000,3.42,76,129,福莱新材,10.01
104,飞行汽车(eVTOL),BK1157,1656.69,1.89,0.11,784237584000,3.98,29,40,香山股份,10.01
105,电商概念,BK0665,2003.2,2.28,0.11,6349989888000,2.99,126,201,拓维信息,9.99
106,ST股,BK0511,5354.66,5.51,0.1,471242640000,1.62,53,62,*ST海越,5.0
107,阿里概念,BK0689,2395.58,2.35,0.1,3063903888000,3.59,50,61,杭钢股份,9.99
108,维生素,BK0895,1607.18,1.37,0.09,418148688000,1.88,13,18,振华股份,9.98
109,机器人概念,BK1090,1598.6,1.34,0.08,6680230912000,4.83,178,279,拓维信息,9.99
110,AI语料,BK1172,1042.63,0.86,0.08,365818272000,15.36,12,13,福石控股,5.3
111,口罩,BK0911,1514.3,1.15,0.08,2896226928000,2.68,54,99,梦洁股份,9.94
112,消毒剂,BK0913,1202.54,0.76,0.06,544145184000,1.97,24,35,航锦科技,10.0
113,贬值受益,BK0812,1268.34,0.74,0.06,2133869552000,2.5,61,95,同为股份,9.99
114,在线旅游,BK0692,1564.91,0.91,0.06,218935050000,2.54,7,18,风语筑,10.0
115,工业母机,BK1004,1424.3,0.79,0.06,1240564160000,4.23,29,53,巨轮智能,10.05
116,地摊经济,BK0924,1815.09,0.97,0.05,631900240000,3.34,12,21,香山股份,10.01
117,东盟自贸区概念,BK1154,1107.06,0.59,0.05,178266722000,1.15,7,7,北部湾港,1.92
118,调味品概念,BK1026,859.11,0.4,0.05,677056512000,2.69,12,20,莲花控股,10.03
119,农业种植,BK0888,2013.84,0.87,0.04,715712624000,2.68,33,52,浙江大农,22.09
120,新型工业化,BK1150,1152.96,0.48,0.04,1626050272000,5.63,36,54,鼎捷数智,13.32
121,钙钛矿电池,BK1094,733.36,0.27,0.04,594523312000,1.58,10,22,杭萧钢构,10.19
122,核能核电,BK0577,1928.64,0.68,0.04,2801832688000,1.39,52,84,巨轮智能,10.05
123,东数西算,BK1064,1636.36,0.54,0.03,1126320816000,6.33,24,33,拓维信息,9.99
124,工业互联,BK0832,2102.77,0.56,0.03,4401919232000,3.89,69,115,拓维信息,9.99
125,专精特新,BK1005,1106.63,0.29,0.03,4780724224000,4.18,293,464,博汇股份,19.95
126,职业教育,BK1022,1232.08,0.32,0.03,669680496000,6.86,24,46,众业达,10.06
127,降解塑料,BK0909,1510.29,0.35,0.02,669812992000,1.66,24,37,福莱新材,10.01
128,参股新三板,BK0600,2444.71,0.51,0.02,1442500432000,4.97,33,70,国晟科技,10.09
129,节能环保,BK0494,10593.99,1.66,0.02,3623604640000,1.94,145,241,杭钢股份,9.99
130,超清视频,BK0859,1885.54,0.29,0.02,2525988336000,4.54,34,62,梦网科技,9.99
131,铁路基建,BK0592,2251.71,0.16,0.01,2937223264000,1.28,41,72,广脉科技,29.97
132,可控核聚变,BK1163,1201.03,-0.01,0.0,388905488000,2.33,6,14,炬光科技,7.86
133,智能家居,BK0680,2568.91,-0.06,0.0,3616672720000,3.54,72,77,居然智家,10.0
134,量子通信,BK0710,2389.8,-0.06,0.0,1357473984000,4.12,18,32,苏州科达,10.04
135,边缘计算,BK0860,2022.99,-0.13,-0.01,2992213360000,6.86,49,73,拓维信息,9.99
136,光通信模块,BK1136,1328.08,-0.12,-0.01,869707904000,4.45,20,37,航锦科技,10.0
137,荣耀概念,BK1177,1589.2,-0.28,-0.02,1050246912000,2.23,18,33,昀冢科技,19.99
138,虚拟现实,BK0722,1090.92,-0.24,-0.02,3565661744000,5.24,79,142,苏州科达,10.04
139,智能机器,BK0640,4779.18,-1.29,-0.03,3568692144000,5.27,65,105,雷柏科技,10.02
140,注册制次新股,BK0971,689.85,-0.19,-0.03,774992112000,12.43,33,41,汇成真空,11.74
141,元宇宙概念,BK1009,2128.1,-0.69,-0.03,4622903040000,7.48,55,87,天地在线,9.99
142,燃料电池,BK0682,3070.88,-1.01,-0.03,2591721056000,2.59,54,91,航锦科技,10.0
143,碳纤维,BK1171,1171.77,-0.39,-0.03,336465408000,2.25,15,17,星源材质,4.84
144,数字经济,BK1061,1244.2,-0.42,-0.03,1795901120000,8.05,57,103,海南华铁,9.94
145,特高压,BK0918,1737.18,-0.67,-0.04,1082905328000,1.65,34,48,亿嘉和,8.12
146,举牌,BK0685,2116.21,-0.9,-0.04,195171858000,1.89,4,7,普元信息,3.06
147,化工原料,BK0512,20312.21,-8.71,-0.04,1134890928000,1.56,28,40,航锦科技,10.0
148,氢能源,BK0864,1050.12,-0.51,-0.05,4547100928000,1.39,84,152,博汇股份,19.95
149,中特估,BK1139,1066.52,-0.54,-0.05,23067983360000,0.34,30,48,深南电路,5.12
150,垃圾分类,BK0873,1298.81,-0.71,-0.05,774540064000,1.84,44,53,新安洁,6.99
151,虚拟数字人,BK1055,1279.78,-0.74,-0.06,3486205312000,12.34,36,46,天地在线,9.99
152,新材料,BK0523,24238.8,-14.04,-0.06,4038336656000,2.35,115,220,博汇股份,19.95
153,短剧互动游戏,BK1151,1238.92,-0.9,-0.07,380874400000,9.03,11,16,遥望科技,5.72
154,百度概念,BK0845,1744.84,-1.32,-0.08,2713561344000,8.89,49,93,新炬网络,10.0
155,独角兽,BK0835,1709.74,-1.32,-0.08,5114162944000,3.98,43,85,拓维信息,9.99
156,充电桩,BK0700,2266.03,-1.78,-0.08,4081415712000,2.97,84,143,众业达,10.06
157,疫苗冷链,BK0941,1117.27,-0.88,-0.08,468274896000,1.38,8,18,赛特新材,4.8
158,乡村振兴,BK0834,1384.03,-1.1,-0.08,1349420656000,3.67,55,80,海南华铁,9.94
159,上证380,BK0705,2305.2,-1.95,-0.08,7841637632000,1.29,147,229,浙数文化,10.03
160,特斯拉,BK0644,4953.17,-4.87,-0.1,4675196160000,3.1,67,141,胜利精密,10.06
161,退税商店,BK0933,1205.8,-1.2,-0.1,147918978000,1.56,5,5,百联股份,1.71
162,快递概念,BK0990,872.12,-0.9,-0.1,580054864000,1.53,17,24,井松智能,4.33
163,食品安全,BK0614,5684.95,-6.2,-0.11,334591808000,5.07,15,28,新 大 陆,7.54
164,生物质能发电,BK1098,897.23,-1.0,-0.11,196231002000,1.23,10,14,天源环保,3.66
165,新能源车,BK0900,1771.41,-2.08,-0.12,11580675840000,3.28,226,381,金帝股份,10.0
166,RCS概念,BK0919,1416.89,-1.67,-0.12,219861474000,6.39,6,17,梦网科技,9.99
167,新零售,BK0825,931.93,-1.12,-0.12,2489068992000,2.75,48,93,居然智家,10.0
168,磷化工,BK1010,656.82,-0.86,-0.13,701604928000,1.4,19,26,新安股份,5.86
169,MiniLED,BK0902,1707.89,-2.34,-0.14,940108240000,2.23,19,40,光莆股份,7.29
170,在线教育,BK0662,2189.9,-3.11,-0.14,1602454320000,8.06,54,64,拓维信息,9.99
171,中俄贸易概念,BK1072,1278.84,-1.86,-0.15,459396416000,2.06,18,36,泓淋电力,9.46
172,超级电容,BK0703,3369.17,-5.14,-0.15,612981552000,2.2,15,19,法拉电子,4.83
173,汽车一体化压铸,BK1093,1112.62,-1.71,-0.15,343905216000,4.86,8,21,多利科技,8.53
174,长江三角,BK0594,2350.16,-3.65,-0.16,8351208192000,2.32,137,255,杭钢股份,9.99
175,微盘股,BK1158,2035.03,-3.18,-0.16,712374784000,3.21,125,252,博汇股份,19.95
176,气溶胶检测,BK1065,1203.73,-1.96,-0.16,215993265000,0.89,3,8,禾信仪器,4.0
177,数据确权,BK1118,1606.24,-2.64,-0.16,303469232000,10.08,11,23,浙数文化,10.03
178,小米汽车,BK1155,1310.2,-2.22,-0.17,3386316560000,2.82,25,44,泓淋电力,9.46
179,汽车热管理,BK1089,1563.47,-2.7,-0.17,803139312000,5.82,28,49,东风科技,10.01
180,天然气,BK0843,1265.17,-2.2,-0.17,4866451712000,0.54,51,70,凯添燃气,4.6
181,融资融券,BK0596,2345.42,-4.08,-0.17,91721687040000,1.61,1244,2347,居然智家,10.0
182,工业大麻,BK0856,1571.23,-2.77,-0.18,412304720000,2.16,16,28,昆药集团,9.98
183,尾气治理,BK0932,1337.17,-2.37,-0.18,229721325000,2.95,15,17,艾可蓝,6.13
184,钒电池,BK1095,1094.28,-1.95,-0.18,501212512000,2.7,6,14,振华股份,9.98
185,AI手机,BK1162,1469.67,-2.65,-0.18,880992032000,5.89,11,23,福莱新材,10.01
186,抖音小店,BK0928,1152.38,-2.09,-0.18,249610105000,4.09,12,15,天地在线,9.99
187,页岩气,BK0603,1801.64,-3.27,-0.18,2679319520000,0.5,16,23,重庆路桥,4.35
188,RCEP概念,BK0962,1041.6,-1.94,-0.19,213826047000,2.52,12,12,好想你,7.15
189,一带一路,BK0712,1260.31,-2.41,-0.19,13564126976000,0.99,158,273,重庆港,10.0
190,养老金,BK0823,1303.03,-2.5,-0.19,2960275568000,1.49,67,108,昆药集团,9.98
191,氦气概念,BK0949,1345.58,-2.65,-0.2,91021874000,1.81,3,7,中泰股份,3.68
192,煤化工,BK0492,8668.24,-17.99,-0.21,2379125456000,1.19,27,42,中泰股份,3.68
193,创投,BK0506,14671.77,-31.51,-0.21,4603096576000,3.45,93,201,辽宁成大,10.02
194,华为概念,BK0854,3350.05,-7.67,-0.23,13467530496000,4.54,235,478,拓维信息,9.99
195,智能电网,BK0581,1587.58,-3.67,-0.23,1860357568000,3.16,60,114,众业达,10.06
196,移动支付,BK0556,11651.99,-28.41,-0.24,3481032496000,3.64,25,49,拓维信息,9.99
197,百元股,BK1059,643.83,-1.59,-0.25,12614727168000,1.87,37,54,科达利,5.89
198,高带宽内存,BK1152,982.79,-2.43,-0.25,145103574000,5.42,3,10,炬光科技,7.86
199,玻璃基板,BK1175,1344.25,-3.34,-0.25,530937488000,2.48,11,23,天马新材,7.4
200,商业航天,BK0963,1470.78,-3.67,-0.25,1565292112000,4.06,51,100,泰永长征,10.01
201,转债标的,BK0528,9076.97,-23.84,-0.26,7515814144000,1.57,162,323,博汇股份,19.95
202,PLC概念,BK1119,1335.91,-3.55,-0.27,363603040000,3.2,2,6,英威腾,4.36
203,破净股,BK1112,1248.95,-3.32,-0.27,20636747264000,0.56,156,244,重庆港,10.0
204,婴童概念,BK0664,1407.42,-3.79,-0.27,1216773216000,3.16,43,97,高乐股份,9.91
205,风能,BK0595,1853.85,-5.17,-0.28,6334093568000,1.07,70,144,金帝股份,10.0
206,标准普尔,BK0879,1437.14,-4.04,-0.28,56348509184000,1.08,336,686,世荣兆业,9.97
207,粤港自贸,BK0677,2886.63,-8.13,-0.28,1036322544000,1.94,24,46,世荣兆业,9.97
208,碳交易,BK0966,1423.61,-4.01,-0.28,2509612368000,1.02,35,94,国晟科技,10.09
209,无人机,BK0704,1965.57,-5.57,-0.28,2639182704000,3.75,53,114,苏州科达,10.04
210,蚂蚁概念,BK0937,723.71,-2.08,-0.29,4916510208000,1.13,20,37,华数传媒,10.0
211,低空经济,BK1166,1361.68,-3.93,-0.29,3328803472000,4.09,72,163,海南华铁,9.94
212,小金属概念,BK0695,2306.44,-6.82,-0.29,2761316496000,1.43,33,76,创兴资源,10.03
213,参股银行,BK0525,10242.32,-30.73,-0.3,11141570048000,1.24,79,141,日出东方,10.01
214,稀缺资源,BK0519,22069.96,-67.1,-0.3,3058712752000,1.25,24,50,龙高股份,6.61
215,物联网,BK0554,14085.97,-43.13,-0.31,8370977792000,4.56,121,237,美格智能,10.0
216,氟化工,BK0690,3022.15,-9.32,-0.31,578082864000,1.42,13,19,东岳硅材,8.44
217,装配建筑,BK0945,923.41,-2.85,-0.31,1406256352000,1.26,28,57,杭萧钢构,10.19
218,太阳能,BK0588,2991.16,-9.28,-0.31,7518283008000,1.68,127,272,国晟科技,10.09
219,PVDF概念,BK1012,804.82,-2.51,-0.31,263454851000,1.59,5,10,中创环保,5.34
220,转基因,BK0907,1390.81,-4.36,-0.31,120326077000,1.97,5,11,新安股份,5.86
221,供销社概念,BK1109,990.75,-3.12,-0.31,130944787000,4.87,4,10,亚钾国际,3.25
222,中字头,BK0505,8002.88,-25.28,-0.31,16219450880000,0.47,30,73,中材节能,10.05
223,电子烟,BK0865,1741.85,-5.53,-0.32,973566304000,2.87,18,33,赢合科技,5.84
224,深圳特区,BK0549,31058.84,-99.03,-0.32,9469577728000,2.32,113,226,美格智能,10.0
225,证金持股,BK0718,1290.12,-4.14,-0.32,36572412160000,0.5,64,160,浙数文化,10.03
226,医废处理,BK0914,1022.49,-3.29,-0.32,200565916000,1.6,9,22,超越科技,4.59
227,PEEK材料概念,BK1156,1164.24,-3.78,-0.32,252462542000,3.42,11,14,兄弟科技,2.47
228,电子纸概念,BK1057,1110.55,-3.62,-0.32,369789104000,1.53,3,10,安诺其,0.34
229,稀土永磁,BK0578,2159.64,-7.21,-0.33,947258528000,1.63,13,45,创兴资源,10.03
230,上证180_,BK0612,1468.59,-4.91,-0.33,42351509504000,0.42,61,111,百利天恒-U,5.83
231,大飞机,BK0814,1301.81,-4.43,-0.34,1701151024000,2.07,31,67,豪能股份,8.11
232,机器视觉,BK0998,1600.76,-5.54,-0.34,539036288000,8.29,25,42,胜利精密,10.06
233,机构重仓,BK0552,13456.36,-46.7,-0.35,42141810944000,0.97,303,627,浙数文化,10.03
234,华为汽车,BK0984,1866.98,-6.52,-0.35,1676422816000,3.44,36,66,香山股份,10.01
235,富时罗素,BK0867,1494.4,-5.22,-0.35,61706628096000,1.31,398,860,居然智家,10.0
236,WiFi,BK0915,1185.74,-4.18,-0.35,550784144000,3.46,10,16,平治信息,4.29
237,固态电池,BK0968,1525.6,-5.41,-0.35,4714305536000,2.03,44,122,浙数文化,10.03
238,光刻机(胶),BK0884,2570.09,-9.13,-0.35,802653392000,3.2,20,61,炬光科技,7.86
239,啤酒概念,BK1073,989.48,-3.54,-0.36,231738852000,0.92,5,11,重庆啤酒,1.74
240,PPP模式,BK0721,667.92,-2.41,-0.36,2248365280000,1.43,50,98,国晟科技,10.09
241,储能,BK0989,1667.31,-6.02,-0.36,7718330368000,1.93,101,224,中材节能,10.05
242,基金重仓,BK0536,9884.17,-36.05,-0.36,7093487104000,1.51,26,49,科达利,5.89
243,AB股,BK0498,10639.12,-39.1,-0.37,1358060272000,1.58,19,51,皇庭国际,10.06
244,被动元件,BK0976,1274.81,-4.71,-0.37,393488240000,3.11,12,14,法拉电子,4.83
245,参股券商,BK0514,13101.44,-48.76,-0.37,4013890000000,1.45,37,94,辽宁成大,10.02
246,预盈预增,BK0571,4437.44,-16.54,-0.37,17276048640000,3.34,403,881,美格智能,10.0
247,水利建设,BK0597,1544.83,-5.76,-0.37,2061940832000,2.33,29,77,威派格,10.03
248,内贸流通,BK1001,1189.55,-4.45,-0.37,1450028160000,2.79,44,119,居然智家,10.0
249,国企改革,BK0683,4082.47,-15.32,-0.37,36227699712000,1.3,411,891,世荣兆业,9.97
250,生态农业,BK0669,1192.55,-4.57,-0.38,269061216000,1.79,15,28,好想你,7.15
251,壳资源,BK0820,984.91,-3.86,-0.39,254122244000,5.05,21,54,杭州高新,20.04
252,氮化镓,BK0916,1256.36,-4.94,-0.39,939126480000,3.93,11,35,中恒电气,7.42
253,DeepSeek概念,BK1188,1236.57,-4.87,-0.39,1858339248000,10.19,30,52,美格智能,10.0
254,创业板综,BK0742,1421.97,-5.67,-0.4,13149543936000,5.21,382,965,博汇股份,19.95
255,同步磁阻电机,BK1131,1418.62,-5.68,-0.4,66154750000,6.37,2,3,卧龙电驱,0.37
256,QFII重仓,BK0535,16680.25,-67.57,-0.4,3330343120000,2.35,79,188,同为股份,9.99
257,沪股通,BK0707,1949.36,-7.9,-0.4,59991469824000,0.92,412,850,重庆港,10.0
258,绿色电力,BK1024,983.55,-3.99,-0.4,4654696960000,0.83,36,90,晓程科技,5.74
259,深股通,BK0804,996.31,-4.06,-0.41,29725870080000,2.93,426,921,居然智家,10.0
260,人工智能,BK0800,1574.2,-6.58,-0.42,9861201152000,5.62,176,396,拓维信息,9.99
261,上证50_,BK0611,1788.73,-7.55,-0.42,26648660480000,0.31,15,32,韦尔股份,3.94
262,智能穿戴,BK0641,3108.76,-13.13,-0.42,2870110912000,3.8,37,79,福莱新材,10.01
263,LED,BK0580,3158.78,-13.44,-0.42,1344930672000,2.6,27,66,光莆股份,7.29
264,新型城镇化,BK1080,856.6,-3.66,-0.43,422235120000,2.9,25,68,国晟科技,10.09
265,抽水蓄能,BK1003,1220.74,-5.24,-0.43,872670224000,0.59,10,19,基康仪器,1.47
266,新能源,BK0493,13439.26,-58.83,-0.44,5755117312000,1.24,63,136,润建股份,9.99
267,数据中心,BK0922,1653.78,-7.31,-0.44,6301155840000,5.53,61,140,新炬网络,10.0
268,鸿蒙概念,BK0953,1541.18,-6.89,-0.45,2210586960000,7.14,27,82,拓维信息,9.99
269,参股期货,BK0524,28028.41,-125.92,-0.45,3009913232000,1.16,10,36,浙江东方,10.05
270,赛马概念,BK0709,689.55,-3.1,-0.45,18710057000,2.92,2,2,海南瑞泽,0.58
271,增强现实,BK0801,1122.32,-5.05,-0.45,638213568000,5.35,17,30,联创电子,10.01
272,智慧城市,BK0628,5046.77,-22.94,-0.45,2604276816000,5.16,69,142,浙数文化,10.03
273,央视50_,BK0610,2207.38,-10.04,-0.45,15374189568000,0.34,14,34,法拉电子,4.83
274,ETC,BK0875,1665.74,-7.61,-0.45,386130368000,4.15,15,29,新 大 陆,7.54
275,工业气体,BK0981,1386.98,-6.34,-0.46,379910752000,1.13,10,15,中泰股份,3.68
276,MicroLED,BK0948,1017.53,-4.71,-0.46,474673664000,1.96,4,15,利亚德,4.13
