排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
25,纳米银,BK0855,1677.08,47.4,2.91,105644039000,7.72,8,1,万顺新材,19.96
26,互联医疗,BK0837,951.9,26.74,2.89,4917740288000,3.44,86,14,浙数文化,10.04
27,数据安全,BK1047,966.05,26.74,2.85,978116880000,6.23,67,13,瑞斯康达,9.98
28,数字经济,BK1061,1191.71,32.16,2.77,1734898944000,8.06,132,27,海南华铁,10.03
29,3D摄像头,BK0901,1539.2,40.84,2.73,612631120000,3.86,10,0,联创电子,10.05
30,网络安全,BK0655,4244.85,112.15,2.71,4904398848000,8.08,115,19,瑞斯康达,9.98
31,CRO,BK0899,1263.21,33.06,2.69,499310880000,3.39,36,2,药石科技,13.85
32,华为昇腾,BK0995,1395.79,36.26,2.67,452219648000,9.13,23,5,拓维信息,9.99
33,鸿蒙概念,BK0953,1481.01,38.35,2.66,2172995072000,8.54,88,20,拓维信息,9.99
34,刀片电池,BK0951,2051.64,53.11,2.66,1073658944000,4.31,11,1,和胜股份,9.98
35,智慧政务,BK0886,1296.35,33.36,2.64,636390256000,10.43,64,15,拓维信息,9.99
36,精准医疗,BK0806,921.09,22.81,2.54,577192688000,2.88,41,4,贝瑞基因,9.98
37,电子后视镜,BK1125,1552.97,38.31,2.53,365852016000,5.43,19,3,通达电气,10.04
38,钒电池,BK1095,1082.07,26.6,2.52,501848688000,3.66,18,2,四川长虹,10.04
39,英伟达概念,BK1161,1349.55,33.07,2.51,1338912112000,5.35,38,10,联创电子,10.05
40,发电机概念,BK1014,1234.17,30.08,2.5,130208061000,5.09,16,4,云内动力,9.93
41,数据中心,BK0922,1600.93,38.9,2.49,6118671872000,5.62,166,33,新炬网络,10.01
42,跨境支付,BK1071,1551.79,37.62,2.48,11239481600000,0.48,37,11,中亦科技,20.01
43,激光雷达,BK1002,1495.25,36.23,2.48,458743952000,6.29,28,6,竞业达,10.01
44,基因测序,BK0693,1746.17,42.12,2.47,520980896000,5.91,45,8,贝瑞基因,9.98
45,F5G概念,BK1088,2225.03,52.8,2.43,547932720000,2.84,20,3,瑞斯康达,9.98
46,区块链,BK0830,1028.36,24.31,2.42,8221492480000,3.08,200,32,通达电气,10.04
47,国产软件,BK0696,3191.25,75.38,2.42,3238343568000,8.4,184,47,新炬网络,10.01
48,超级真菌,BK0862,957.21,22.48,2.4,473803872000,3.08,18,2,鲁抗医药,5.49
49,边缘计算,BK0860,1943.43,45.46,2.4,2850979632000,7.13,96,26,美格智能,10.0
50,券商概念,BK0711,1100.85,25.6,2.38,4009549312000,1.92,55,0,华林证券,7.55
51,数据确权,BK1118,1544.76,35.72,2.37,291768048000,11.1,28,6,浙数文化,10.04
52,全息技术,BK0699,2176.38,49.75,2.34,142009941000,3.27,10,0,丝路视觉,10.59
53,液冷概念,BK1138,1112.27,25.24,2.32,1128575792000,8.56,53,8,神州数码,10.01
54,云游戏,BK0903,1194.56,27.09,2.32,321786352000,5.32,19,4,优刻得-W,19.98
55,数据要素,BK1135,1098.08,24.86,2.32,1793393840000,7.35,102,25,新炬网络,10.01
56,科创板做市商,BK1107,1411.68,31.78,2.3,1776631456000,0.98,13,0,国金证券,5.88
57,CPO概念,BK1128,2550.32,56.9,2.28,1346867056000,5.06,37,9,瑞斯康达,9.98
58,铜缆高速连接,BK1168,1504.89,33.55,2.28,623883920000,8.18,30,5,泓淋电力,15.32
59,建筑节能,BK1076,874.71,19.43,2.27,194284634000,3.84,34,8,万顺新材,19.96
60,财税数字化,BK1176,1628.44,36.01,2.26,524747024000,9.4,31,9,浪潮软件,10.03
61,健康中国,BK0719,1079.74,23.74,2.25,1456169296000,2.97,92,8,通达创智,10.0
62,Web3.0,BK1110,1750.19,38.39,2.24,495126912000,12.23,38,9,首都在线,20.03
63,租售同权,BK0822,718.54,15.75,2.24,416346096000,2.45,18,0,万  科Ａ,5.7
64,智慧城市,BK0628,4860.03,106.11,2.23,2551883584000,5.21,173,40,浙数文化,10.04
65,合成生物,BK1174,1005.01,21.93,2.23,1166153120000,3.07,97,11,华大智造,15.42
66,RCS概念,BK0919,1360.02,29.51,2.22,210510485000,7.14,19,4,梦网科技,10.0
67,蚂蚁概念,BK0937,705.09,15.2,2.2,4970246400000,1.14,46,11,传化智联,10.0
68,大数据,BK0634,4675.78,100.78,2.2,5106461184000,6.18,250,54,新炬网络,10.01
69,百度概念,BK0845,1679.88,36.14,2.2,2670005200000,8.4,112,33,新炬网络,10.01
70,MLOps概念,BK1132,1076.03,23.1,2.19,201523692000,7.97,7,3,安恒信息,7.45
71,宁组合,BK1000,507.87,10.89,2.19,4139851072000,2.02,21,3,隆基绿能,5.18
72,移动支付,BK0556,11324.78,242.39,2.19,3417279472000,4.01,64,10,美格智能,10.0
73,阿兹海默,BK0894,1599.83,33.77,2.16,137651341000,4.44,13,1,迪安诊断,9.44
74,体外诊断,BK0841,1168.73,24.65,2.15,934161888000,2.23,59,7,塞力医疗,10.0
75,蓝宝石,BK0674,2463.81,51.95,2.15,540999376000,3.67,18,1,奥瑞德,10.09
76,时空大数据,BK1130,1222.54,25.73,2.15,149602864000,11.39,19,4,熙菱信息,11.49
77,痘病毒防治,BK1085,747.41,15.69,2.14,617473696000,2.78,48,7,迪安诊断,9.44
78,阿里概念,BK0689,2305.42,48.03,2.13,2996579504000,3.53,93,17,杭钢股份,10.02
79,车联网(车路云),BK0920,1380.52,28.62,2.12,5640433408000,4.71,168,48,美格智能,10.0
80,IPv6,BK0897,1299.11,26.92,2.12,609183024000,5.08,10,2,神州泰岳,6.51
81,可控核聚变,BK1163,1187.09,24.5,2.11,391037568000,3.6,20,2,新研股份,15.64
82,小米汽车,BK1155,1304.63,26.9,2.11,3425669040000,4.07,50,19,开特股份,20.28
83,华为概念,BK0854,3261.15,67.11,2.1,13345954304000,5.1,570,138,联创电子,10.05
84,减肥药,BK1146,887.47,18.2,2.09,365130512000,2.13,20,5,博济医药,5.77
85,无人驾驶,BK0802,1694.99,34.76,2.09,5771001600000,4.3,186,54,联创电子,10.05
86,空间计算,BK1143,1178.25,24.01,2.08,137707051000,7.53,20,3,每日互动,15.1
87,职业教育,BK1022,1182.77,24.02,2.07,656606912000,6.33,59,12,竞业达,10.01
88,参股期货,BK0524,27873.65,564.59,2.07,3038345632000,2.02,46,1,浙江东方,10.06
89,在线教育,BK0662,2103.86,42.51,2.06,1569082624000,7.92,85,30,精伦电子,10.06
90,养老概念,BK0653,2326.27,46.91,2.06,2795954240000,2.68,101,16,美年健康,10.02
91,低价股,BK1053,966.69,19.34,2.04,2098855024000,2.26,210,17,吉视传媒,10.11
92,化债(AMC)概念,BK0980,987.06,19.67,2.03,1012235568000,2.44,56,5,海德股份,7.11
93,创业成份,BK0638,1724.3,34.19,2.02,6082782720000,4.68,76,24,卫宁健康,16.19
94,元宇宙概念,BK1009,2047.73,40.52,2.02,4525067776000,7.82,108,32,联创电子,10.05
95,太阳能,BK0588,2971.18,58.54,2.01,7561809664000,2.29,350,50,钧达股份,10.0
96,辅助生殖,BK0939,929.8,18.3,2.01,503816336000,2.44,50,2,贝瑞基因,9.98
97,数字货币,BK0883,1726.85,33.92,2.0,833010608000,5.48,65,10,梦网科技,10.0
98,工业大麻,BK0856,1543.29,30.29,2.0,410563328000,2.58,37,6,塞力医疗,10.0
99,人工智能,BK0800,1522.45,29.74,1.99,9608981760000,6.42,437,138,新炬网络,10.01
100,WiFi,BK0915,1162.14,22.67,1.99,540182320000,4.01,23,4,卓翼科技,10.06
101,RCEP概念,BK0962,1020.38,19.49,1.95,211306915000,2.18,20,3,万顺新材,19.96
102,彩票概念,BK0671,2267.75,43.3,1.95,379596400000,3.92,20,1,金陵体育,7.79
103,虚拟电厂,BK0958,1692.26,32.27,1.94,600758896000,2.73,46,5,*ST开元,10.2
104,REITs概念,BK0992,786.84,15.0,1.94,838548352000,1.94,24,1,万  科Ａ,5.7
105,虚拟现实,BK0722,1059.37,20.12,1.94,3499777872000,5.67,178,40,联创电子,10.05
106,智能电视,BK0656,1167.57,22.12,1.93,294476736000,5.82,10,3,四川长虹,10.04
107,超清视频,BK0859,1825.75,34.55,1.93,2488782320000,4.7,81,15,联创电子,10.05
108,科创板做市股,BK1108,921.73,17.21,1.9,1897783440000,1.53,32,11,福立旺,15.39
109,电子身份证,BK1075,1211.2,22.58,1.9,336017520000,8.41,30,5,精伦电子,10.06
110,壳资源,BK0820,969.94,18.07,1.9,251868815000,6.32,66,10,精伦电子,10.06
111,钙钛矿电池,BK1094,727.85,13.53,1.89,606791024000,2.08,23,7,通威股份,7.87
112,房屋检测,BK1179,1245.76,23.12,1.89,214004322000,3.52,32,4,甘咨询,10.02
113,新冠药物,BK1060,734.85,13.61,1.89,529872688000,1.94,53,3,三元基因,21.13
114,换电概念,BK0985,1295.83,23.99,1.89,839385728000,3.07,36,12,海泰新能,10.96
115,光通信模块,BK1136,1303.67,24.09,1.88,853999936000,5.38,47,12,杭电股份,10.05
116,血氧仪,BK1122,913.51,16.86,1.88,130482596000,3.57,12,2,理邦仪器,7.59
117,AI眼镜,BK1178,1709.63,31.47,1.88,1258967040000,6.59,55,20,美格智能,10.0
118,柔性屏(折叠屏),BK1160,1340.18,24.64,1.87,997735520000,4.17,58,12,万顺新材,19.96
119,国家安防,BK0667,2770.78,50.93,1.87,1676761296000,5.72,93,26,卧龙电驱,9.99
120,供销社概念,BK1109,978.4,17.97,1.87,125053136000,2.97,13,1,亚钾国际,4.66
121,土地流转,BK0632,1527.44,28.03,1.87,433310800000,2.03,46,2,杭钢股份,10.02
122,石墨烯,BK0617,1875.87,34.41,1.87,818330928000,2.6,58,12,棒杰股份,10.06
123,互联金融,BK0637,4737.19,86.8,1.87,19062417664000,0.93,167,39,海南瑞泽,10.03
124,超导概念,BK0679,3780.8,69.03,1.86,230950964000,5.12,14,1,辰光医疗,5.38
125,同步磁阻电机,BK1131,1414.92,25.81,1.86,65633408000,7.51,4,2,卧龙电驱,9.99
126,2025规划,BK0713,925.25,16.73,1.84,3956701088000,2.68,59,21,新研股份,15.64
127,装配建筑,BK0945,909.43,16.42,1.84,1409619328000,1.65,80,9,海南瑞泽,10.03
128,网络游戏,BK0509,11658.03,210.48,1.84,974793200000,7.46,51,18,浙数文化,10.04
129,AI手机,BK1162,1442.28,26.03,1.84,882162176000,8.13,22,12,联创电子,10.05
130,万达概念,BK0831,988.66,17.7,1.82,576833712000,1.22,15,0,上汽集团,6.3
131,低碳冶金,BK0979,900.33,16.02,1.81,303301984000,0.71,8,0,宝钢股份,3.73
132,远程办公,BK0912,1476.16,26.21,1.81,799662656000,8.88,30,8,拓维信息,9.99
133,量子通信,BK0710,2321.0,41.21,1.81,1339034528000,4.89,39,12,浙江东方,10.06
134,高压快充,BK1144,1051.65,18.64,1.8,392380704000,5.03,32,10,泓淋电力,15.32
135,玻璃基板,BK1175,1329.19,23.54,1.8,529675024000,2.91,28,5,华映科技,10.11
136,星闪概念,BK1149,1426.73,25.24,1.8,540516400000,6.81,26,9,雷柏科技,10.02
137,雄安新区,BK0813,844.34,14.92,1.8,2597843088000,2.16,142,19,海南瑞泽,10.03
138,华为海思,BK1180,1380.46,24.33,1.79,748879904000,7.1,31,6,美格智能,10.0
139,增强现实,BK0801,1089.33,19.18,1.79,630217200000,6.31,36,10,联创电子,10.05
140,工业互联,BK0832,2047.74,36.01,1.79,4361024000000,4.69,136,51,拓维信息,9.99
141,毫米波概念,BK1124,1417.98,24.91,1.79,482777728000,4.91,31,8,神通科技,10.01
142,光伏建筑一体化,BK0978,1219.16,21.27,1.78,1064343680000,2.59,75,8,卧龙电驱,9.99
143,AIPC,BK1164,1518.48,26.46,1.77,968737040000,7.84,30,11,雷柏科技,10.02
144,茅指数,BK0999,694.41,12.07,1.77,12766379520000,1.6,34,7,三一重工,6.28
145,统一大市场,BK1077,1088.05,18.86,1.76,353475424000,1.98,32,5,传化智联,10.0
146,胎压监测,BK0898,2067.3,35.8,1.76,312859408000,5.61,19,8,通达电气,10.04
147,滨海新区,BK0566,9178.63,158.87,1.76,204424758000,3.1,20,2,TCL中环,3.88
148,工程机械概念,BK0991,1270.34,21.93,1.76,943737072000,1.57,45,5,长盛轴承,8.01
149,屏下摄像,BK0947,1029.44,17.76,1.76,590676320000,2.6,6,2,联创电子,10.05
150,电子烟,BK0865,1729.19,29.8,1.75,974195760000,4.0,41,10,通达创智,10.0
151,锂矿概念,BK1173,1164.08,20.02,1.75,2421394528000,1.82,31,5,大为股份,9.99
152,低空经济,BK1166,1338.52,22.98,1.75,3311686160000,4.67,189,47,日发精机,9.98
153,通用航空,BK0625,5451.23,93.56,1.75,1083622496000,2.22,33,7,日发精机,9.98
154,电子车牌,BK0982,1344.94,23.05,1.74,160757215000,7.23,15,2,浩云科技,5.22
155,华为汽车,BK0984,1864.08,31.74,1.73,1698405888000,5.02,72,26,兴业科技,9.96
156,复合集流体,BK1113,766.25,13.03,1.73,181802943000,3.71,17,8,万顺新材,19.96
157,物联网,BK0554,13727.29,232.92,1.73,8270216448000,5.28,276,82,美格智能,10.0
158,OLED,BK0840,2421.75,41.09,1.73,2086615008000,3.96,99,25,联创电子,10.05
159,电子竞技,BK0853,1309.06,22.18,1.72,3011544848000,2.92,25,10,浙数文化,10.04
160,沪企改革,BK0672,2561.34,43.39,1.72,959890016000,2.03,36,4,华域汽车,6.47
161,多模态AI,BK1153,1171.79,19.75,1.71,890734688000,10.71,36,13,竞业达,10.01
162,AIGC概念,BK1111,1931.87,32.45,1.71,2012492272000,10.16,76,36,海南华铁,10.03
163,重组蛋白,BK1063,733.75,12.32,1.71,149575405000,1.7,13,1,百普赛斯,4.79
164,ERP概念,BK1133,1240.22,20.79,1.7,256323175000,10.0,12,5,用友网络,10.04
165,股权激励,BK0567,2793.07,46.82,1.7,4537201920000,3.86,151,49,美格智能,10.0
166,肝炎概念,BK1078,1090.56,18.23,1.7,408454672000,2.96,41,4,迪安诊断,9.44
167,抗菌面料,BK1116,1142.21,19.0,1.69,77526871000,2.51,15,0,南山智尚,9.2
168,预亏预减,BK0570,1806.16,30.02,1.69,11213547520000,3.19,1063,196,新炬网络,10.01
169,碳基材料,BK1006,785.22,13.05,1.69,176630092000,3.57,15,4,金博股份,8.01
170,医疗美容,BK0889,1454.5,24.1,1.68,945717872000,1.63,62,3,迪安诊断,9.44
171,UWB概念,BK0880,1517.94,25.12,1.68,404179744000,2.97,15,4,东华软件,8.19
172,虚拟数字人,BK1055,1228.25,20.26,1.68,3420051840000,11.62,60,21,首都在线,20.03
173,固态电池,BK0968,1515.51,24.86,1.67,4767738368000,2.62,141,22,浙数文化,10.04
174,参股保险,BK0604,2270.9,37.2,1.67,5706685184000,1.21,69,12,中化岩土,10.03
175,蒙脱石散,BK1123,939.06,15.33,1.66,56331127000,2.61,10,1,仟源医药,5.54
176,共享经济,BK0807,784.11,12.78,1.66,232246849000,2.5,15,3,迪安诊断,9.44
177,5G概念,BK0714,1199.92,19.54,1.66,8092263680000,4.85,251,65,美格智能,10.0
178,ETC,BK0875,1617.8,26.3,1.65,374298832000,4.54,35,7,宇瞳光学,16.34
179,新能源,BK0493,13390.28,217.63,1.65,5740336640000,1.66,179,25,海南发展,10.05
180,成渝特区,BK0534,17720.11,287.85,1.65,2232186112000,2.57,76,8,贝瑞基因,9.98
181,充电桩,BK0700,2237.86,36.24,1.65,4072880752000,3.58,187,36,通达电气,10.04
182,北斗导航,BK0629,5317.49,85.27,1.63,911272944000,4.77,60,16,航锦科技,9.99
183,融资融券,BK0596,2307.38,36.92,1.63,91242610688000,1.89,2938,680,联创电子,10.05
184,医疗器械概念,BK0668,3374.15,53.93,1.62,4517099520000,3.81,254,52,通达创智,10.0
185,创新药,BK1106,1024.51,16.35,1.62,1469414304000,1.81,71,17,药石科技,13.85
186,湖北自贸,BK0926,1461.62,23.27,1.62,338932976000,3.19,25,3,安琪酵母,4.86
187,6G概念,BK0964,1314.11,20.88,1.61,527136336000,5.61,21,6,瑞斯康达,9.98
188,粤港自贸,BK0677,2829.91,44.87,1.61,1031925840000,2.19,63,9,世荣兆业,9.93
189,抖音小店,BK0928,1115.66,17.68,1.61,240457438000,3.29,21,5,美年健康,10.02
190,人造肉,BK0866,951.38,15.02,1.6,173077160000,6.06,16,2,莲花控股,9.97
191,深圳特区,BK0549,30551.21,480.48,1.6,9407474432000,2.84,265,69,美格智能,10.0
192,深成500,BK0568,1097.39,17.25,1.6,22184216320000,2.56,416,80,钧达股份,10.0
193,NFT概念,BK0997,1502.68,23.59,1.59,510755168000,6.44,49,7,常山北明,10.01
194,深股通,BK0804,984.16,15.41,1.59,29613157632000,3.44,1101,250,联创电子,10.05
195,破净股,BK1112,1238.47,19.36,1.59,20796979968000,0.79,407,35,万顺新材,19.96
196,体育产业,BK0708,1158.23,18.09,1.59,814405008000,2.81,54,16,通达创智,10.0
197,传感器,BK0905,1575.21,24.6,1.59,1463399600000,5.36,70,26,竞业达,10.01
198,纾困概念,BK0851,1544.67,24.08,1.58,416609200000,4.29,42,8,梦网科技,10.0
199,储能,BK0989,1655.72,25.67,1.57,7781201664000,2.59,264,59,卧龙电驱,9.99
200,并购重组概念,BK1181,977.61,15.11,1.57,1392098496000,2.43,63,14,吉视传媒,10.11
201,深证100R,BK0743,1102.17,17.0,1.57,12924195840000,1.6,82,16,浪潮信息,7.11
202,农业种植,BK0888,1982.49,30.49,1.56,713534928000,3.42,76,9,福达股份,9.3
203,富时罗素,BK0867,1480.17,22.74,1.56,61510823936000,1.58,1066,200,联创电子,10.05
204,地摊经济,BK0924,1768.41,27.16,1.56,632128272000,3.09,31,4,江淮汽车,5.46
205,核能核电,BK0577,1905.62,29.0,1.55,2802875024000,2.03,117,19,卧龙电驱,9.99
206,免疫治疗,BK0698,1245.17,18.94,1.54,443972544000,1.74,36,7,和元生物,3.07
207,智能电网,BK0581,1564.73,23.78,1.54,1855274464000,3.75,142,30,卧龙电驱,9.99
208,海绵城市,BK0724,903.0,13.72,1.54,288032736000,4.84,33,3,海南瑞泽,10.03
209,C2M概念,BK0955,1101.87,16.63,1.53,299139056000,3.66,30,8,卓翼科技,10.06
210,转债标的,BK0528,8989.95,135.49,1.53,7528329728000,1.97,383,103,联创电子,10.05
211,中俄贸易概念,BK1072,1269.39,19.06,1.52,455242016000,2.69,44,12,通达创智,10.0
212,抽水蓄能,BK1003,1221.98,18.24,1.52,876245952000,0.78,31,1,杭电股份,10.05
213,中超概念,BK0635,2093.63,31.19,1.51,209376813000,0.92,7,1,华夏幸福,4.39
214,西部大开发,BK0590,2579.02,38.29,1.51,10654420224000,2.28,479,106,甘咨询,10.02
215,ChatGPT概念,BK1126,2015.9,29.85,1.5,2161218848000,8.24,53,23,梦网科技,10.0
216,参股新三板,BK0600,2396.14,35.42,1.5,1408443072000,5.15,87,13,浙江东方,10.06
217,数字水印,BK1129,1029.02,15.19,1.5,111319329000,11.21,13,4,平治信息,6.07
218,数字孪生,BK0861,1366.48,20.05,1.49,970128208000,3.77,57,20,恒为科技,10.0
219,京津冀,BK0684,1523.25,22.34,1.49,566516864000,2.42,48,6,常山北明,10.01
220,军民融合,BK0808,1470.72,21.54,1.49,2968854352000,3.78,149,29,航锦科技,9.99
221,特高压,BK0918,1722.73,25.22,1.49,1086479024000,2.12,73,11,杭电股份,10.05
222,燃料电池,BK0682,3032.53,44.34,1.48,2580672592000,3.06,110,34,云内动力,9.93
223,参股银行,BK0525,10103.85,147.57,1.48,11107085568000,1.41,196,25,吉视传媒,10.11
224,汽车拆解,BK0943,999.02,14.58,1.48,261927311000,1.32,14,4,杭钢股份,10.02
225,化妆品概念,BK0974,1031.31,15.02,1.48,652247344000,2.43,46,9,润本股份,10.0
226,广电,BK0904,1452.17,21.12,1.48,246842146000,3.92,22,3,吉视传媒,10.11
227,海洋经济,BK0623,2328.77,33.86,1.48,706758656000,1.75,24,1,国航远洋,4.92
228,创投,BK0506,14420.08,209.5,1.47,4554552832000,3.9,246,47,联创电子,10.05
229,标准普尔,BK0879,1426.59,20.71,1.47,56168839936000,1.31,878,155,中洲控股,9.94
230,地塞米松,BK0929,1139.09,16.47,1.47,77145368000,2.02,8,1,振东制药,4.1
231,碳化硅,BK0977,1292.45,18.64,1.46,556667760000,3.87,29,5,奥瑞德,10.09
232,独角兽,BK0835,1676.2,24.12,1.46,5125343744000,4.17,97,26,拓维信息,9.99
233,AB股,BK0498,10490.33,150.81,1.46,1351809392000,1.96,62,8,本钢板材,10.0
234,无线充电,BK0960,2444.55,35.08,1.46,2107400112000,4.24,28,12,联创电子,10.05
235,百元股,BK1059,639.96,9.18,1.46,12618440448000,2.63,54,35,龙迅股份,15.57
236,飞行汽车(eVTOL),BK1157,1638.35,23.42,1.45,780633072000,4.69,52,16,卧龙电驱,9.99
237,3D打印,BK0619,5093.69,72.73,1.45,594715280000,4.98,48,16,通达创智,10.0
238,智慧灯杆,BK1069,1357.89,19.38,1.45,127465521000,5.67,21,3,洲明科技,10.11
239,特斯拉,BK0644,4930.46,70.21,1.44,4730731520000,4.04,154,55,联创电子,10.05
240,无人机,BK0704,1934.07,27.5,1.44,2628688672000,4.58,121,42,联创电子,10.05
241,地下管网,BK1058,914.29,12.99,1.44,293201008000,1.89,38,4,国统股份,7.39
242,生态农业,BK0669,1178.95,16.74,1.44,266813823000,2.26,38,2,富邦科技,4.91
243,大飞机,BK0814,1294.26,18.27,1.43,1705423376000,2.68,82,16,日发精机,9.98
244,荣耀概念,BK1177,1562.2,22.02,1.43,1042709472000,2.98,36,13,华映科技,10.11
245,婴童概念,BK0664,1375.25,19.37,1.43,1203674112000,3.22,115,25,通达创智,10.0
246,快手概念,BK0972,1612.04,22.66,1.43,287555584000,14.86,20,10,首都在线,20.03
247,尾气治理,BK0932,1307.81,18.33,1.42,227283417000,3.37,23,10,仕净科技,20.0
248,中证500,BK0701,1925.34,26.95,1.42,13381671936000,2.08,405,90,杭钢股份,10.02
249,次新股,BK0501,25901.49,361.77,1.42,853546464000,16.42,65,27,无线传媒,19.49
250,氢能源,BK0864,1039.25,14.51,1.42,4553798656000,1.7,201,37,云内动力,9.93
251,毛发医疗,BK0996,786.2,10.97,1.42,86520444000,2.08,14,1,振东制药,4.1
252,新型工业化,BK1150,1132.83,15.78,1.41,1614909904000,6.28,60,29,精伦电子,10.06
253,昨日触板,BK0817,197.67,2.75,1.41,747448304000,5.97,17,14,瀛通通讯,9.98
254,转基因,BK0907,1386.01,19.27,1.41,120678090000,2.73,13,3,颖泰生物,6.54
255,一带一路,BK0712,1245.22,17.3,1.41,13463719680000,1.17,376,64,通达创智,10.0
256,新型城镇化,BK1080,840.37,11.65,1.41,414885040000,2.91,84,12,甘咨询,10.02
257,净水概念,BK1068,1081.92,14.97,1.4,1147768128000,1.15,15,2,中晟高科,9.38
258,食品安全,BK0614,5572.95,77.05,1.4,327968752000,4.18,36,7,三维天地,8.08
259,长江三角,BK0594,2312.37,31.97,1.4,8296031488000,2.56,341,56,杭钢股份,10.02
260,熊去氧胆酸,BK1120,934.22,12.91,1.4,331877984000,2.8,19,2,垒知集团,5.07
261,参股券商,BK0514,12990.49,179.1,1.4,4012671584000,1.9,114,17,浙江东方,10.06
262,流感,BK0906,1409.33,19.36,1.39,1289890976000,2.35,104,8,迪安诊断,9.44
263,国企改革,BK0683,4031.62,55.35,1.39,36059565312000,1.51,1139,187,杭钢股份,10.02
264,证金持股,BK0718,1282.24,17.59,1.39,36442717440000,0.66,191,36,浙数文化,10.04
265,北交所概念,BK0925,1585.21,21.6,1.38,351352688000,2.46,23,4,用友网络,10.04
266,MSCI中国,BK0821,1169.96,15.93,1.38,64648369408000,1.02,450,109,用友网络,10.04
267,机器视觉,BK0998,1568.37,21.34,1.38,528984720000,8.87,46,23,宇瞳光学,16.34
268,病毒防治,BK0675,2296.81,31.21,1.38,1478375344000,2.13,103,18,迪安诊断,9.44
269,新能源车,BK0900,1755.45,23.82,1.38,11615708416000,4.03,433,163,神通科技,10.01
270,钠离子电池,BK0988,1208.15,16.36,1.37,1909469216000,2.11,39,11,*ST开元,10.2
271,快递概念,BK0990,861.17,11.61,1.37,578694160000,1.84,36,4,传化智联,10.0
272,维生素,BK0895,1564.38,21.04,1.36,411728752000,1.62,25,5,新赣江,8.49
273,地热能,BK0622,3068.6,41.18,1.36,90959280000,2.85,12,1,澳柯玛,2.84
274,风能,BK0595,1845.1,24.76,1.36,6341980928000,1.42,185,33,卧龙电驱,9.99
275,上证380,BK0705,2298.21,30.83,1.36,7832268800000,1.55,310,64,浙数文化,10.04
276,煤化工,BK0492,8632.22,115.28,1.35,2378838064000,1.66,71,2,安源煤业,6.6
277,军工,BK0490,57807.93,771.55,1.35,5919128832000,3.62,382,108,卧龙电驱,9.99
278,国产芯片,BK0891,3055.06,40.68,1.35,9940539136000,5.03,258,100,联创电子,10.05
279,专精特新,BK1005,1084.03,14.43,1.35,4735176192000,4.83,531,227,优刻得-W,19.98
280,乳业,BK0892,949.0,12.62,1.35,430881616000,1.77,28,0,骑士乳业,3.67
281,机构重仓,BK0552,13286.1,176.57,1.35,41963801344000,1.15,765,174,日发精机,9.98
