symbol,avg_real_change,top3_real_change,median_real_change,bottom3_real_change
sz002717,0.00866331438268539,"0.141025641025641,0.1630434782608696,0.18018018018018023",0.0,"-0.17117117117117125,-0.11538461538461527,-0.10714285714285725"
sz300561,0.008096970711213543,"0.1777378815080791,0.1805813234384664,0.19127794645321547",0.0028841063498132582,"-0.223446893787575,-0.19258872651357,-0.1600855864617778"
sz001696,0.008004302120708101,"0.109429569266589,0.12621359223300976,0.1344956413449563",0.003699597602036679,"-0.0993377483443709,-0.09288389513108616,-0.09233375688267682"
sz300917,0.0076394602213203724,"0.1593434343434344,0.17883456128600134,0.20780441937000463",0.006932023317678589,"-0.13343799058084777,-0.1285876669508383,-0.12012557832121605"
sz300411,0.007487956094218546,"0.1623036649214659,0.17111459968602824,0.17314814814814822",0.006459806805616341,"-0.17590361445783143,-0.13893376413570266,-0.12919132149901386"
sz300290,0.007354014148791808,"0.15200764818355655,0.1712962962962962,0.1795989537925022",0.0035194729751443082,"-0.22907699665231943,-0.16129032258064505,-0.15529411764705864"
sz002141,0.007283075638989717,"0.10967741935483866,0.11194029850746277,0.1136363636363636",0.0,"-0.09677419354838718,-0.08294930875576025,-0.07462686567164185"
sz001298,0.006806548646291668,"0.11817528735632181,0.12172011661807593,0.12390488110137675",0.006304872952615807,"-0.101585728444004,-0.0994263862332695,-0.09890109890109895"
sz300374,0.006719175683527263,"0.14317180616740086,0.16516762060506945,0.16790123456790118",0.00588168781759649,"-0.19177320733740966,-0.15069398545935223,-0.08498168498168499"
sz000099,0.0066253070293533535,"0.096774193548387,0.09776751347190143,0.10091362126245847",0.006601524447558621,"-0.1487768347478782,-0.07862407862407869,-0.07428903076030187"
sz300046,0.006624868430862924,"0.1486259113853056,0.15389447236180911,0.16288175411119812",0.0015027729604739906,"-0.1762509335324869,-0.15144639818491218,-0.15111111111111125"
sz301091,0.006585884963706853,"0.15249088699878494,0.16747391952309976,0.18668596237337182",0.004509894664235839,"-0.16362192216044477,-0.148390616475723,-0.13612903225806458"
sz000506,0.006545652058513199,"0.10296684118673645,0.10487804878048775,0.10533910533910527",0.0,"-0.10473815461346632,-0.10108303249097465,-0.10000000000000009"
sz000679,0.006479497854928678,"0.11409395973154357,0.11673151750972767,0.12612612612612611",0.006538461538461544,"-0.12299465240641709,-0.11210762331838565,-0.10091743119266061"
sz300563,0.006428452914842434,"0.14866255144032925,0.1524773203070482,0.15841584158415845",0.0055443552088957,"-0.16666666666666666,-0.14797794117647053,-0.14694915254237292"
sz300139,0.00601383863670562,"0.13016157989228017,0.1427703523693804,0.14430014430014432",0.006825498423126479,"-0.13582342954159604,-0.1169188445667126,-0.10614525139664806"
sz300380,0.005814801949081278,"0.1515824541921156,0.18529746115953014,0.18947368421052632",0.0029761103325855404,"-0.17425262590896864,-0.1704456606724003,-0.14393431635388745"
sz000595,0.0057475397822385295,"0.12941176470588225,0.14982164090368605,0.15977961432506876",0.002898550724637748,"-0.1205607476635515,-0.11174785100286523,-0.10120481927710841"
sz000004,0.0057303205760292335,"0.10985915492957746,0.11406055578598093,0.14749999999999996",0.002590681302947087,"-0.14754098360655746,-0.11056751467710361,-0.10931174089068824"
sz000793,0.005603697236242623,"0.12631578947368421,0.18050541516245489,0.186046511627907",0.004307396520806667,"-0.144578313253012,-0.12195121951219505,-0.11176470588235292"
sz002750,0.005598396800193356,"0.1056603773584905,0.11498257839721257,0.1808695652173913",0.0033333333333332624,"-0.1004566210045661,-0.08805031446540874,-0.08780487804878058"
sz300276,0.005474118989117255,"0.17627118644067796,0.17723342939481274,0.19339622641509424",0.005451574569221632,"-0.11111111111111108,-0.08823529411764693,-0.0861702127659575"
sz301315,0.005249465697264726,"0.16222687818018552,0.17007575757575752,0.17836523852932235",0.006428723949043294,"-0.15688539741219962,-0.11863986100769425,-0.1151979088872293"
sz300399,0.0052175279413751215,"0.16057774001699227,0.17006567576909776,0.17330861909175158",0.00224603888431204,"-0.17762460233297975,-0.17468354430379757,-0.17418546365914772"
sz000158,0.005214372353847007,"0.13463514902363827,0.15976821192052978,0.18161985274065995",0.004051935345466999,"-0.16316736652669458,-0.10551181102362205,-0.09724047306176074"
sz002269,0.005211312923008219,"0.1016042780748664,0.10211267605633804,0.12307692307692301",0.005865153078775375,"-0.10434782608695663,-0.08805031446540874,-0.08018867924528299"
sz002052,0.005199769065990457,"0.07769423558897244,0.08823529411764702,0.09090909090909095",0.0,"-0.10586011342155002,-0.10328638497652592,-0.08970976253298149"
sz301004,0.005142138982799121,"0.12678969137766463,0.14438095238095236,0.14603825136612028",0.0039907353971381995,"-0.10597798127379357,-0.09085826111266425,-0.085637927027655"
sz300690,0.0050998828694146184,"0.14033333333333325,0.1781234320120422,0.18181818181818182",0.003119494562906197,"-0.14891611687087655,-0.1461282264779351,-0.11368909512761026"
sz000888,0.005070256488394901,"0.09948542024013723,0.1077038145100972,0.11148878314072062",0.006194370868470946,"-0.14253222137983326,-0.09012345679012351,-0.07755102040816321"
sz002085,0.0047620483556607305,"0.09808612440191378,0.10401579986833444,0.10473152578415731",0.0037535126681405196,"-0.0961538461538462,-0.0911028236547683,-0.09090909090909079"
sz300333,0.004759444071086699,"0.17637271214642258,0.17651403249630715,0.18503937007874025",0.0030478848413631725,"-0.21836228287841208,-0.15789473684210525,-0.1542553191489362"
sz300502,0.004616512164928474,"0.13053846153846152,0.13137380191693293,0.14127529591447113",0.002360477232468486,"-0.15069767441860457,-0.08041415012942185,-0.07121464226289519"
sz300245,0.004603640134923049,"0.17022792022792016,0.19295302013422816,0.19947506561679795",0.001683972988564218,"-0.18295218295218293,-0.16182572614107887,-0.1409168081494058"
sz002130,0.00458575562856103,"0.09643916913946585,0.10197368421052633,0.10338680926916222",0.0036519008723497437,"-0.09610154125113332,-0.09601593625498007,-0.08206896551724147"
sz300377,0.004558218264829461,"0.18242521367521364,0.20098039215686264,0.20343137254901963",0.0,"-0.16796267496111977,-0.15367965367965367,-0.132409545804465"
sz002501,0.004518493089810632,"0.10156250000000008,0.11836734693877551,0.12264150943396226",0.00711824906272158,"-0.20540540540540544,-0.10185185185185174,-0.09352517985611519"
sz000627,0.004503328369872746,"0.10981308411214957,0.11522633744855977,0.14240506329113928",0.0,"-0.1494252873563219,-0.1178707224334601,-0.09865470852017946"
sz301036,0.004497897725754441,"0.16522136010953906,0.17232277526395176,0.17448129390622447",0.003179866401750832,"-0.1779527559055118,-0.16146179401993352,-0.16017139359314428"
sz300722,0.004467282774480705,"0.12369135323768908,0.12440191387559807,0.1593567251461988",0.0031848373496865924,"-0.10794780545670228,-0.08095238095238091,-0.07725607725607726"
sz300107,0.004433061728661555,"0.16322314049586778,0.1721014492753622,0.17484662576687113",0.003207287649082317,"-0.14461538461538453,-0.13373860182370834,-0.1271604938271604"
sz000628,0.004350565803846005,"0.11409090909090916,0.11676001723395082,0.11887052341597791",0.001794871794871863,"-0.12000000000000005,-0.10382513661202186,-0.08183589521541462"
sz000020,0.004294119088802701,"0.11428571428571425,0.14786967418546376,0.17653890824622528",0.0021823887409661673,"-0.100145137880987,-0.09923076923076916,-0.09060402684563756"
sz300127,0.00424488895085901,"0.17547568710359418,0.18265813788201848,0.1945513769618005",0.0029660982011570896,"-0.11827007943512796,-0.0852095600969864,-0.08410636982065549"
sz300100,0.00422893710576264,"0.16235059760956166,0.1666666666666667,0.16805555555555554",0.0031593875021833587,"-0.1396551724137932,-0.1389252948885976,-0.11928934010152274"
sz300284,0.004226085350277836,"0.15945330296127558,0.16375838926174494,0.1739894551845343",0.0021674368417348416,"-0.12736842105263166,-0.12302070645554199,-0.09200968523002419"
sz002336,0.004219031006659465,"0.0982264665757162,0.0993103448275863,0.14654002713704206",0.0,"-0.11088911088911084,-0.09701492537313425,-0.08724832214765094"
sz000889,0.004212973289883893,"0.05913978494623661,0.06181818181818179,0.09150326797385629",0.005714472309299901,"-0.06642066420664212,-0.06432748538011701,-0.061403508771929884"
sz300641,0.004188814934776279,"0.14942528735632174,0.16247906197654938,0.1666666666666667",0.003603603603603655,"-0.2866666666666666,-0.18392993145468386,-0.16666666666666669"
sz300010,0.0041718101713882315,"0.12430939226519329,0.15294117647058833,0.153020134228188",0.0040816326530613185,"-0.14190476190476192,-0.12011718749999986,-0.11214953271028026"
sz000560,0.004134551311042133,"0.09836065573770482,0.10150375939849623,0.10355987055016176",0.004545830233903633,"-0.09459459459459461,-0.08860759493670879,-0.0864553314121037"
sz002668,0.004104538683908977,"0.09220636663007682,0.09864603481624755,0.11128903122498003",0.004470948827292082,"-0.10038610038610031,-0.08912655971479501,-0.08415841584158427"
sz002403,0.004088908452166648,"0.1272015655577299,0.17447916666666666,0.18161683277962345",0.0015106601950166147,"-0.11082474226804116,-0.10787878787878795,-0.10276679841897243"
sz300843,0.004079670645334253,"0.167741935483871,0.17741935483870963,0.18641546851760027",-0.0023733477993464467,"-0.16583333333333336,-0.1428571428571429,-0.12014453477868112"
sz002656,0.004046440119720058,"0.07964601769911513,0.09433962264150951,0.09655172413793096",0.0,"-0.09345794392523352,-0.07586206896551731,-0.06451612903225812"
sz300913,0.003974495176142269,"0.14295212765957438,0.14836795252225518,0.1627128104939994",-0.0008634941912422133,"-0.13984461709211984,-0.11327988846287905,-0.10737597911227151"
sz000721,0.003938356696396435,"0.0918114143920595,0.09946029298380886,0.10000000000000002",0.004507952420949925,"-0.12066905615292732,-0.10369609856262832,-0.0966057441253264"
sz300465,0.003901070383241675,"0.14713430282292564,0.17640807651434645,0.19151515151515153",0.0014164760643633582,"-0.14597315436241612,-0.11334824757643547,-0.09756097560975607"
sz300623,0.0038637842270794493,"0.1540905480540111,0.17538022813688203,0.17989417989417983",0.001138512607078812,"-0.20186014467791938,-0.09541150764748729,-0.08635097493036202"
sz300622,0.0038516915075028817,"0.17095890410958908,0.17484926787252364,0.18692870201096892",0.0006328374445169977,"-0.18296529968454261,-0.12579147319544098,-0.11229235880398679"
sz002463,0.0038456563839194945,"0.07342842049656632,0.07709815078236133,0.1091703056768559",0.0029717078579866614,"-0.09326280623608021,-0.09021794221996965,-0.07513884351519114"
sz000759,0.003843840138716354,"0.1325757575757576,0.16219239373601782,0.1809635722679201",0.004093035343035256,"-0.11627906976744183,-0.11240310077519369,-0.09711286089238848"
sz300106,0.003828729008029431,"0.16699029126213596,0.1725826193390453,0.18142857142857136",0.004918085655314798,"-0.18296529968454261,-0.16470588235294115,-0.1547029702970297"
sz002670,0.0038140565112221286,"0.09347614410905541,0.09375000000000008,0.16405433646812959",0.0011377542968173684,"-0.08364661654135326,-0.07623318385650221,-0.07423971377459751"
sz301259,0.003778693234692693,"0.08540076335877858,0.12393162393162403,0.15410305343511452",0.003921528438029821,"-0.1437027293653405,-0.11867290514674603,-0.07551963048498853"
sz300711,0.0037719220438061506,"0.13202725724020448,0.14701803051317622,0.159333618111918",0.001425756002923331,"-0.14441747572815528,-0.11131386861313873,-0.10177404295051352"
sz301016,0.003769491782494532,"0.1752779594506213,0.1851346743948176,0.19756097560975605",0.003153590103707921,"-0.22996515679442514,-0.1732566498921638,-0.1608929946112394"
sz003015,0.003758826776991997,"0.1054739652870494,0.10716925351071688,0.12500000000000006",0.004606262408524485,"-0.11221122112211217,-0.1047197640117994,-0.10000000000000003"
sz300925,0.0037449695559332702,"0.1534693877551021,0.16317991631799164,0.16507329509241556",0.00511345542041556,"-0.2553784860557769,-0.22624999999999998,-0.15454187966968147"
sz000429,0.003737697607863615,"0.04365482233502535,0.04415760869565208,0.05304347826086967",0.0044668881731917695,"-0.10237659963436922,-0.05248091603053442,-0.05157593123209161"
sz301141,0.0037328234472617967,"0.16621367342671955,0.1714015151515152,0.17719096823574432",0.0031499422808620075,"-0.21804511278195488,-0.11653793730122676,-0.11363636363636356"
sz300169,0.0037289166936780964,"0.11858407079646016,0.15211970074812967,0.1717171717171718",0.0031102027062974848,"-0.1894977168949772,-0.1441048034934498,-0.14182692307692304"
sz002882,0.003708075243757738,"0.10860215053763457,0.10889110889110888,0.11601941747572818",0.0,"-0.09702797202797214,-0.08984910836762693,-0.08333333333333327"
sz300152,0.0036186479341180776,"0.16788321167883224,0.1730310262529832,0.18844984802431614",0.0,"-0.24937027707808557,-0.18823529411764697,-0.18750000000000003"
