symbol,avg_real_change,top3_real_change,median_real_change,bottom3_real_change
sh600335,0.008962041970319745,"0.09603340292275574,0.09749303621169907,0.14161598609904422",0.016339869281045694,"-0.10901162790697674,-0.1064189189189189,-0.10367170626349902"
sh600107,0.008674517925552735,"0.09342105263157895,0.10979228486646887,0.11948331539289554",0.009948402839482118,"-0.10269482884195194,-0.09884416102032684,-0.09838799332962775"
sh600128,0.008611748033543545,"0.10559006211180114,0.1118077324973877,0.13427230046948355",0.014253791982665236,"-0.12690951821386606,-0.12485939257592794,-0.11133603238866392"
sh600986,0.007906914540067776,"0.09444021325209445,0.09520239880059966,0.1038696537678208",0.008433242748796694,"-0.11074918566775241,-0.10170423309510727,-0.10096930533117932"
sh600981,0.00775598136849192,"0.10303030303030287,0.11417004048582997,0.12227979274611396",0.005607476635514066,"-0.1439764936336925,-0.11642743221690598,-0.11275546159267087"
sh600509,0.007655330158851808,"0.09744990892531862,0.09905660377358481,0.10084033613445377",0.008489845337792082,"-0.11673521037646307,-0.11144730206757443,-0.11092436974789897"
sh600792,0.007654318936733161,"0.10174983797796502,0.10642570281124503,0.10858324715615313",0.007054566624641833,"-0.15168539325842711,-0.11122994652406427,-0.10625909752547301"
sh600689,0.007498334650547962,"0.10015649452269167,0.11504424778761065,0.12062256809338513",0.008396946564885453,"-0.1301886792452831,-0.1112781954887217,-0.09815950920245385"
sh601111,0.00747420634002268,"0.09062500000000001,0.09072580645161293,0.11267605633802812",0.006831417052411564,"-0.11053719008264466,-0.11045655375552282,-0.10438596491228065"
sh600444,0.007380320620392284,"0.09381551362683435,0.09538461538461543,0.10286677908937596",0.0100000000000001,"-0.11703511053315988,-0.11665004985044865,-0.10865561694290975"
sh600162,0.007266371889266819,"0.09054805401111998,0.11517925247902364,0.12161172161172162",0.012056737588652477,"-0.11436541143654118,-0.10394088669950735,-0.10246433203631652"
sh600285,0.007266365387567517,"0.09386281588447656,0.09530583214793735,0.09650793650793649",0.008494208494208452,"-0.17625346047370052,-0.11138861138861124,-0.111111111111111"
sh600180,0.007250508392219697,"0.09666283084004602,0.09999999999999992,0.10628019323671495",0.008891928864569137,"-0.11070110701106993,-0.1086956521739131,-0.10867178924259059"
sh600830,0.007197804828794062,"0.09669211195928762,0.09758454106280191,0.09866666666666661",0.008645533141210318,"-0.12107623318385644,-0.12043010752688163,-0.11203319502074689"
sh600783,0.0071313468051616615,"0.11036789297658864,0.111214953271028,0.13125000000000012",0.008519943381845918,"-0.11512027491408933,-0.11358574610244984,-0.11177644710578853"
sh600265,0.007096452600674209,"0.09848484848484852,0.09999999999999994,0.10560344827586193",0.010196078431372472,"-0.11926605504587146,-0.11156462585034017,-0.11130434782608706"
sh600885,0.007033716536124926,"0.09284951974386332,0.10560519902518282,0.11771428571428574",0.009829624142484434,"-0.12296110414052693,-0.11324376199616121,-0.11152882205513769"
sh600252,0.007010576728348745,"0.09401709401709399,0.09993108201240519,0.11361361361361359",0.008019985945520995,"-0.13620071684587803,-0.12005751258087706,-0.11456859971711451"
sh600158,0.006962870539895004,"0.1012028204064704,0.10327767470624623,0.10476190476190478",0.005296018344798845,"-0.13284671532846717,-0.12138114209827358,-0.11920020507562179"
sh600230,0.006958755486028766,"0.11252268602540841,0.11812297734627825,0.12727272727272726",0.0066945606694560735,"-0.10740314537782895,-0.10207100591715983,-0.1"
sh600293,0.0068392337169893465,"0.08888888888888896,0.09271523178807956,0.10243902439024379",0.011842105263157876,"-0.1170212765957448,-0.1038732394366197,-0.10256410256410266"
sh600238,0.006684690239714198,"0.09459459459459464,0.0994444444444445,0.10382119682768574",0.0084507042253521,"-0.1214361140443506,-0.11218568665377178,-0.11111111111111109"
sh600482,0.006683940083652782,"0.09941699907947228,0.10057236304170068,0.11898839137645112",0.009411764705882291,"-0.11128048780487812,-0.11060507482107998,-0.10897927858787414"
sh600746,0.006627561543659899,"0.09230769230769224,0.09845402766476803,0.10051282051282055",0.008237232289950547,"-0.17495711835334485,-0.13442211055276373,-0.11209964412811385"
sh600858,0.006553480694567641,"0.09520524318730603,0.09855072463768125,0.12",0.006222615158689711,"-0.11474338018960449,-0.11111111111111105,-0.09130246646473386"
sh600559,0.006535718898717185,"0.09349030470914126,0.09642207398423276,0.11061452513966474",0.008183327975999133,"-0.1363636363636364,-0.11408199643493755,-0.10769230769230774"
sh600097,0.0065320805411225365,"0.10483870967741937,0.10627530364372476,0.1293463143254521",0.011799410029498483,"-0.13381294964028773,-0.11398963730569947,-0.111731843575419"
sh600169,0.006517037574875725,"0.09086444007858537,0.11291090995712233,0.11596570028583095",0.007706119637937813,"-0.13184931506849323,-0.09816676522767594,-0.09363745498199272"
sh600479,0.0064597596914000585,"0.09342560553633215,0.09919571045576403,0.10158402203856746",0.0038535645472060833,"-0.09940357852882703,-0.09579180509413071,-0.08411764705882352"
sh600748,0.006447460800461676,"0.09259259259259259,0.09682713347921222,0.10236578707916287",0.009478672985781957,"-0.14870509607351706,-0.13081650570676032,-0.12199630314232904"
sh600538,0.0064269396622141746,"0.09857612267250825,0.11304347826086962,0.12412177985948464",0.005240086323172412,"-0.11597938144329901,-0.11231393775372138,-0.11095700416088763"
sh600340,0.006408488100849142,"0.09991941982272362,0.1004672897196262,0.10630291627469433",0.010002334267040187,"-0.14387755102040817,-0.11312849162011168,-0.11249999999999999"
sh600732,0.0063310119888551316,"0.09152086137281289,0.09638554216867477,0.1070866141732283",0.008000000000000033,"-0.11440107671601611,-0.11091854419410756,-0.11051212938005395"
sh600216,0.006308179799375776,"0.09184255561893903,0.09548482605477418,0.11416490486257928",0.008744536669473519,"-0.11394891944990179,-0.11070559610705596,-0.11057692307692306"
sh600315,0.006261712251766283,"0.09353557240881184,0.09449541284403663,0.10730710270822695",0.004358974358974403,"-0.10896445131375582,-0.10370634354953671,-0.09492187499999999"
sh600595,0.006231459203953741,"0.08536585365853655,0.09298674110258197,0.09768907563025207",0.007291666666666696,"-0.12263787119166987,-0.1133231240428789,-0.09191583610188263"
sh600714,0.006218767145560537,"0.0908193484698914,0.09557945041815998,0.11278195488721808",0.004246284501061481,"-0.11448275862068967,-0.09244444444444437,-0.0826161790017211"
sh600984,0.006214701504251831,"0.10488245931283907,0.1124260355029585,0.13043478260869562",0.006338028169014075,"-0.10286458333333334,-0.08514986376021799,-0.0774058577405858"
sh600072,0.00618233613866069,"0.09194097616345061,0.0930822165881927,0.10274869109947646",0.006356963275567911,"-0.14415675297410793,-0.13448275862068973,-0.1111111111111112"
sh600706,0.006144174903401346,"0.09290540540540537,0.09695817490494293,0.09909909909909904",0.010169491525423662,"-0.1194029850746268,-0.10623084780388162,-0.10526315789473682"
sh600378,0.0061354076511440985,"0.09163558870538087,0.0917630057803468,0.09365994236311244",0.009340405276757795,"-0.22216245293168366,-0.16249999999999987,-0.11398963730569955"
sh600860,0.006094051622898843,"0.09051724137931033,0.09066305818673884,0.10093457943925235",0.009978281853281819,"-0.14228456913827653,-0.12179487179487186,-0.12100139082058416"
sh600096,0.006093113612296032,"0.08597630875047764,0.08660869565217386,0.08876854250058873",0.006950880444856448,"-0.11094377510040146,-0.10628019323671489,-0.10317073170731716"
sh600802,0.006081441068687519,"0.09757887013939838,0.10000000000000005,0.10987654320987651",0.008083453275761002,"-0.13285883748517213,-0.12179487179487186,-0.1113610798650169"
sh600812,0.006064628190541573,"0.09378531073446339,0.09380863039399624,0.09699769053117792",0.005208333333333338,"-0.13833333333333334,-0.11479591836734687,-0.11061285500747374"
sh600058,0.00605856372090373,"0.09355364207586679,0.11127432978332726,0.11705288175876405",0.009362695596586975,"-0.11414790996784566,-0.11399176954732523,-0.1111934766493699"
sh600108,0.006037331242055031,"0.10447761194029861,0.10867492850333656,0.11274509803921555",0.008326763752082751,"-0.1146838156484459,-0.112927191679049,-0.11124546553808948"
sh600997,0.006028017887165291,"0.08627920910724982,0.08938547486033509,0.10217596972563861",0.0072625726547759,"-0.1347554630593132,-0.11786716557530401,-0.10079928952042627"
sh600506,0.006018407483755174,"0.10029498525073742,0.10119840213049265,0.1101910828025478",0.00593895389820943,"-0.14042263122017715,-0.11094452773613196,-0.11010558069381605"
sh600725,0.006002524196918888,"0.09302325581395356,0.09988179669030729,0.1015981735159817",0.00869565217391303,"-0.11589403973509922,-0.1100386100386101,-0.10820312499999998"
sh600397,0.00599894075105018,"0.1000834028356965,0.10022438294689603,0.10904255319148924",0.006741573033707921,"-0.11280487804878053,-0.11237785016286651,-0.10956175298804796"
sh600185,0.0059891234506829405,"0.0880316518298713,0.10040160642570281,0.11631419939577047",0.00892857142857137,"-0.11971830985915509,-0.10911602209944739,-0.10441176470588236"
sh600062,0.005984205412056403,"0.08515624999999999,0.08995265649658078,0.10180623973727423",0.009701492537313358,"-0.21654636313159345,-0.12912087912087916,-0.11160466407551348"
sh600405,0.005954527756846693,"0.09117865085248335,0.09687499999999998,0.11011011011011007",0.005291005291005335,"-0.13444444444444453,-0.13267148014440439,-0.1144321093082835"
sh600547,0.005924544840817896,"0.09897567221510889,0.11319770474700051,0.11995898838004106",0.0047125901791948005,"-0.09802224969097642,-0.08960939494511118,-0.07897823537078069"
sh600372,0.005908769976335204,"0.09560723514211888,0.09833333333333331,0.11849192100538601",0.010573152337858233,"-0.14910025706940874,-0.12250712250712256,-0.109979633401222"
sh600073,0.005883832984469981,"0.10009442870632677,0.10112359550561797,0.11736178467507283",0.009725111909715669,"-0.11553784860557771,-0.11172566371681435,-0.1082725060827249"
sh600593,0.005874190011018162,"0.09583333333333337,0.09778597785977865,0.10924369747899165",0.00836733300777667,"-0.11111111111111117,-0.10844629822732023,-0.1048951048951049"
