symbol,avg_real_change,top3_real_change,median_real_change,bottom3_real_change
sh600381,0.008052328142727305,"0.09782608695652178,0.09923664122137413,0.10169491525423725",0.006325853990288695,"-0.10532687651331732,-0.0899357601713062,-0.08004640371229693"
sh600800,0.006496314483862655,"0.09897610921501707,0.10266159695817492,0.12579957356076774",0.003300365981178113,"-0.09685863874345553,-0.06410256410256401,-0.061016949152542424"
sh600179,0.0061469911809613,"0.10818713450292401,0.11267605633802813,0.11569148936170202",0.0027972027972027374,"-0.11142061281337058,-0.07783417935702198,-0.07773109243697482"
sh600228,0.005936003659785833,"0.08483896307934015,0.09270072992700727,0.09379509379509372",0.0048820179007323435,"-0.07885615251299828,-0.077338129496403,-0.07397959183673478"
sh600113,0.005898660609874364,"0.09858203916272794,0.10176991150442478,0.10683515221137274",0.004759558756908668,"-0.10025062656641612,-0.09876543209876536,-0.09074733096085422"
sh600340,0.005672760504551352,"0.07268408551068889,0.08948004836759367,0.08949579831932769",0.0049170251997541535,"-0.0725225225225225,-0.0627157652474108,-0.059199318568994914"
sh600389,0.005560812267297466,"0.09992069785884218,0.10057142857142856,0.10083493898522802",0.005961251862891212,"-0.10828025477707003,-0.09941027801179457,-0.07646176911544225"
sh600771,0.005437496877421035,"0.05681818181818187,0.0585034013605443,0.08759124087591236",0.0037406483790522896,"-0.1058201058201058,-0.0732538330494037,-0.05555555555555548"
sh600732,0.005227084113245741,"0.09062003179650242,0.09067357512953371,0.10165484633569753",0.006048178391577334,"-0.12516823687752363,-0.0903010033444816,-0.08867924528301882"
sh600193,0.00515036618911105,"0.09307207837648694,0.09382518043303928,0.10411418975650716",0.0061429188647305,"-0.08220338983050852,-0.06806282722513092,-0.06787687450670886"
sh600109,0.005117925708115908,"0.0887096774193549,0.0935130581297388,0.0967292971468336",0.003875968992248078,"-0.11263318112633171,-0.08416289592760177,-0.06906272022551083"
sh600702,0.0051149176466529995,"0.09045358649789029,0.09215602228889835,0.11238609517381028",0.0037727131369674777,"-0.10212335692618804,-0.08158995815899579,-0.06016466117796081"
sh600421,0.005070078338017195,"0.05636743215031325,0.06189555125725344,0.09368191721132892",0.004232808972659193,"-0.07643312101910817,-0.06187624750499012,-0.054507337526205596"
sh600559,0.00501887530750764,"0.08805031446540881,0.09692358584187892,0.09707567078685567",0.0057017136488181006,"-0.11093452002542918,-0.06360294117647061,-0.06124567474048442"
sh600217,0.00466446025348375,"0.10242587601078164,0.11554621848739492,0.11584327086882448",0.0028490028490027884,"-0.13905930470347644,-0.10739856801909312,-0.061274509803921566"
sh600301,0.004647722072610851,"0.10933940774487462,0.11332312404287904,0.1177446102819237",0.0038924755540452978,"-0.09768211920529798,-0.07251908396946563,-0.060784313725490126"
sh600083,0.004565679812647366,"0.0573394495412844,0.05918367346938776,0.06352941176470589",0.005415162454873531,"-0.060773480662983444,-0.057553956834532266,-0.05303030303030291"
sh600167,0.004416203191390295,"0.07819687212511497,0.09123117803365806,0.09465020576131686",0.004417614050784394,"-0.08847184986595176,-0.08501594048884173,-0.07023411371237447"
sh600280,0.00434893208517243,"0.06210809196775162,0.06366666666666668,0.08272813388064416",0.004542422927742063,"-0.10373295046661883,-0.07173144876325092,-0.049019607843137226"
sh600234,0.004307618604962194,"0.060402684563758295,0.06095238095238101,0.07103825136612028",0.004228329809725256,"-0.05345211581291764,-0.052631578947368474,-0.051999999999999956"
sh600376,0.004247546162481351,"0.0591016548463357,0.06068162926018292,0.06367713004484313",0.003303055326176643,"-0.10826771653543303,-0.08108108108108115,-0.07667731629392978"
sh600882,0.00424094813409928,"0.09590409590409582,0.09641025641025636,0.10416666666666674",0.0034774605334240583,"-0.1201764057331863,-0.0729166666666667,-0.06320081549439358"
sh600892,0.004239472836643902,"0.05340223944875101,0.0612765957446809,0.07343234323432349",0.002601449384312314,"-0.05923616523772407,-0.05345911949685546,-0.05037037037037048"
sh600197,0.004181464915043453,"0.07739307535641546,0.08734939759036146,0.08937034529451593",0.004674895731874788,"-0.1076642335766423,-0.06250000000000006,-0.058988764044943895"
sh600538,0.004151188851462251,"0.0791896869244935,0.09108527131782941,0.10271317829457369",0.003876332958971724,"-0.10763209393346375,-0.07013574660633476,-0.05797101449275368"
sh600868,0.004111746353879277,"0.092,0.09405940594059403,0.12576687116564422",0.004321287239602685,"-0.06741573033707872,-0.06484641638225254,-0.05857740585774045"
sh600250,0.004108617163013801,"0.06998158379373848,0.0703517587939698,0.07796610169491525",0.0035205210125338025,"-0.056338028169014134,-0.053117782909930605,-0.04622871046228698"
sh600230,0.004047846960584925,"0.07381193124368052,0.09381663113006398,0.11019849418206704",0.004292453305647685,"-0.09512761020881674,-0.08643457382953189,-0.07952755905511824"
sh600365,0.003980272972784181,"0.05454545454545462,0.056029232643118244,0.09657039711191338",0.005382131324004192,"-0.09480122324159018,-0.07407407407407396,-0.0589928057553957"
sh601996,0.003960851441823037,"0.10067114093959725,0.10495963091118803,0.10815939278937371",0.0029296874999999375,"-0.11410256410256406,-0.09126213592233004,-0.0783460282916214"
sh600667,0.003924318640438633,"0.09169054441260753,0.10198300283286116,0.10319410319410328",0.0031323433460393874,"-0.07191780821917808,-0.06859756097560979,-0.06399999999999988"
sh600841,0.0039057634267362987,"0.08568904593639581,0.08994708994708991,0.0940834141610088",0.004644971435475142,"-0.07823741007194238,-0.07622811970638066,-0.07304526748971184"
sh600223,0.0038979674093365794,"0.08602150537634416,0.09047619047619038,0.09132420091324199",0.0027777777777777185,"-0.10165975103734426,-0.06864988558352399,-0.06422018348623847"
sh600229,0.003862788967349485,"0.10557184750733146,0.11004126547455294,0.1147308781869688",0.003955258903895325,"-0.08888888888888896,-0.07188498402555914,-0.06676783004552359"
sh600107,0.0038283813463873954,"0.06844106463878327,0.08602150537634395,0.08649789029535868",0.004010874402792632,"-0.09067688378033216,-0.0865248226950355,-0.061654135338345885"
sh600048,0.0038267920644843864,"0.04995102840352593,0.05929203539823008,0.0719211822660099",0.004363795531534245,"-0.09775171065493646,-0.06145833333333332,-0.05323868677905958"
sh600305,0.0038021236544397248,"0.076,0.09114583333333325,0.09274447949526807",0.004848484848484745,"-0.07241910631741136,-0.07108350586611464,-0.06092436974789911"
sh601633,0.0037784305667759787,"0.06075808249721292,0.0661538461538461,0.07211538461538461",0.003429355281207182,"-0.07599193006052449,-0.07425742574257421,-0.045454545454545366"
sh600606,0.0037676087355480825,"0.09983079526226732,0.10029069767441853,0.12185929648241203",0.003808412569573343,"-0.09682804674457429,-0.08710217755443879,-0.08086785009861935"
sh600149,0.003722011602944764,"0.06637649619151245,0.09448818897637792,0.09791921664626681",0.004314248495750857,"-0.09791122715404711,-0.05477308294209697,-0.0538827258320128"
sh600111,0.0036600919852892485,"0.08495788206979546,0.09050674928081426,0.09756097560975605",0.0020785024195211165,"-0.07667844522968191,-0.07164634146341468,-0.07137619164018583"
sh600745,0.0036257701832930166,"0.09612817089452612,0.10109289617486342,0.10516605166051667",0.004958395692267825,"-0.10719530102790022,-0.09559613319011821,-0.08416833667334668"
sh600679,0.003585152938895352,"0.0986486486486487,0.10642570281124503,0.1065436241610738",0.0059055118110236705,"-0.10641200545702584,-0.10479041916167672,-0.08563273073263562"
sh600315,0.0034826397133873336,"0.04733218588640282,0.05030849549121985,0.056555772994129165",0.0039932744850777165,"-0.05666666666666664,-0.041466758053461304,-0.0411494252873563"
sh600777,0.0034812729210659562,"0.06941838649155707,0.08845208845208852,0.08878504672897204",0.004052722345405276,"-0.06530612244897946,-0.059139784946236486,-0.05896226415094339"
sh600265,0.0034624158065354417,"0.06993865030674849,0.09002433090024332,0.09218950064020484",0.005354992257842524,"-0.07610619469026543,-0.07174231332357238,-0.0703851261620185"
sh600211,0.0034468422507542167,"0.06206361520558578,0.06896551724137938,0.0704626334519573",0.004277159965782781,"-0.09334415584415587,-0.07445887445887456,-0.07413945278022947"
sh600470,0.0034395653199850297,"0.08558951965065491,0.09124537607891485,0.09765625",0.0038024872272883954,"-0.11880165289256202,-0.07160493827160495,-0.0700778642936595"
sh600067,0.003431046602279337,"0.06065857885615261,0.06553672316384182,0.07054673721340379",0.002028397565922878,"-0.08460634547591077,-0.06319290465631933,-0.05510204081632644"
sh600520,0.003391182127155169,"0.08810572687224677,0.09191583610188263,0.09340659340659337",0.0034299531585093228,"-0.10954356846473016,-0.10011507479861922,-0.08122503328894799"
sh600715,0.003339148768656753,"0.06854130052724088,0.07275320970042794,0.08146964856230028",0.0040404040404039545,"-0.08012820512820512,-0.06976744186046514,-0.05740740740740733"
sh600696,0.003329295299323577,"0.09183673469387758,0.09345794392523367,0.10314685314685312",0.004656577415599642,"-0.08922558922558911,-0.07658321060382922,-0.07649667405764962"
sh600463,0.0033122178168633622,"0.07761732851985555,0.0977564102564103,0.09965635738831616",0.00199816352602998,"-0.06545454545454552,-0.051111111111111204,-0.04423076923076914"
sh600070,0.0033081543695438224,"0.09000762776506482,0.09068010075566751,0.10000000000000005",0.0014600531587237989,"-0.10263157894736841,-0.08849557522123902,-0.07519788918205808"
sh600557,0.003288717928594967,"0.07373271889400915,0.08234295415959243,0.08258064516129028",0.004255319148936079,"-0.11154219204655677,-0.0896669513236549,-0.0886319845857418"
sh600399,0.0032685347693971016,"0.09415584415584416,0.10233393177737886,0.1107205623901583",0.0037950664136621585,"-0.07297830374753453,-0.06473594548551957,-0.0608272506082725"
sh601336,0.0032683249251500963,"0.09774089442139239,0.09784871616932686,0.09936575052854114",0.0030877812086458,"-0.08250000000000009,-0.07057256990679094,-0.0698412698412699"
sh600753,0.003258666925631152,"0.06060606060606066,0.08943089430894305,0.10615384615384621",0.0051858602761010834,"-0.10333333333333335,-0.08461538461538452,-0.07664884135472365"
sh600638,0.0032511515968897562,"0.052577319587628846,0.05303030303030305,0.05424200278164124",0.003241492031988819,"-0.0844629822732013,-0.07062780269058305,-0.062052505966587054"
sh600355,0.0032448858231087173,"0.06438631790744455,0.09302325581395356,0.09818181818181819",0.0038133251904845025,"-0.1078431372549021,-0.0868686868686868,-0.07177033492822962"
