date,symbols,count
2023-04-27,"bj830946,sh600246,sh600536,sh600707,sh600719,sh600906,sh601216,sh601369,sh603011,sh603026,sh603160,sh603206,sh603225,sh603261,sh603348,sh603355,sh603380,sh603601,sh603678,sh603713,sh603776,sh603816,sh603833,sh603867,sh605020,sh605180,sh688059,sh688070,sh688125,sh688132,sh688175,sh688179,sh688219,sh688255,sh688270,sh688293,sh688391,sh688468,sh688550,sh688553,sh688558,sh688560,sh688660,sz000576,sz000716,sz000863,sz001216,sz001298,sz001368,sz002072,sz002081,sz002139,sz002148,sz002278,sz002296,sz002331,sz002410,sz002446,sz002449,sz002508,sz002537,sz002585,sz002614,sz002633,sz002719,sz002747,sz002761,sz002829,sz002859,sz002876,sz002891,sz002940,sz002947,sz002957,sz002993,sz003007,sz003019,sz003028,sz300057,sz300099,sz300155,sz300203,sz300287,sz300323,sz300415,sz300439,sz300500,sz300503,sz300530,sz300562,sz300639,sz300643,sz300656,sz300673,sz300675,sz300707,sz300762,sz300767,sz300782,sz300807,sz300860,sz300900,sz300942,sz300955,sz300995,sz301036,sz301047,sz301050,sz301076,sz301117,sz301129,sz301150,sz301189,sz301193",114
2023-04-28,"bj430564,bj836239,bj836826,bj870199,sh600071,sh600171,sh600203,sh600288,sh600360,sh600361,sh600372,sh600383,sh600418,sh600499,sh600520,sh600588,sh600596,sh600622,sh600703,sh600711,sh600984,sh601020,sh601127,sh601155,sh601456,sh603001,sh603052,sh603065,sh603130,sh603131,sh603189,sh603211,sh603290,sh603306,sh603666,sh603898,sh603989,sh605138,sh605365,sh605399,sh688030,sh688075,sh688097,sh688115,sh688119,sh688157,sh688181,sh688193,sh688200,sh688230,sh688238,sh688251,sh688260,sh688267,sh688289,sh688328,sh688330,sh688369,sh688519,sh688561,sh688577,sh688606,sh688665,sh688689,sh688690,sh688767,sh688779,sz000519,sz000553,sz000572,sz000584,sz000636,sz000670,sz000692,sz000723,sz000727,sz000815,sz000823,sz000825,sz000859,sz000933,sz000935,sz001222,sz001236,sz001268,sz001332,sz002024,sz002031,sz002036,sz002043,sz002055,sz002073,sz002093,sz002106,sz002119,sz002157,sz002185,sz002189,sz002193,sz002197,sz002205,sz002231,sz002235,sz002241,sz002245,sz002248,sz002273,sz002326,sz002336,sz002377,sz002383,sz002384,sz002405,sz002474,sz002539,sz002547,sz002579,sz002615,sz002636,sz002648,sz002655,sz002667,sz002821,sz002845,sz002848,sz002866,sz002875,sz002895,sz002896,sz002909,sz002925,sz003005,sz300059,sz300083,sz300088,sz300121,sz300124,sz300128,sz300149,sz300151,sz300177,sz300184,sz300319,sz300365,sz300373,sz300398,sz300440,sz300454,sz300564,sz300618,sz300652,sz300690,sz300708,sz300739,sz300752,sz300755,sz300771,sz300780,sz300787,sz300809,sz300814,sz300821,sz300837,sz300873,sz300889,sz300891,sz300903,sz300911,sz300967,sz300976,sz301004,sz301005,sz301108,sz301123,sz301176,sz301227,sz301285,sz301336,sz301389",179
2023-05-04,"bj832566,bj836395,bj839790,sh600063,sh600114,sh600536,sh603380,sh603486,sh603626,sh605133,sh688065,sh688371,sh688399,sh688680,sz000970,sz001206,sz001228,sz001331,sz002132,sz002176,sz002206,sz002741,sz002853,sz300035,sz300207,sz300477,sz300554,sz300979,sz301195,sz301220,sz301349",31
2023-05-05,"bj830832,bj831445,bj835368,bj836422,bj837212,bj839273,bj873527,sh600132,sh600588,sh600859,sh603233,sh603612,sh688267,sh688270,sh688369,sz000799,sz002032,sz002180,sz002440,sz002572,sz002635,sz300167,sz300311,sz300454,sz300737,sz300829,sz301177",27
2023-05-08,"bj430510,bj830809,bj830946,bj835985,bj871245,sh600057,sh600071,sh600097,sh600160,sh600198,sh600206,sh600225,sh600299,sh600338,sh600367,sh600372,sh600499,sh600507,sh600563,sh600733,sh600779,sh600850,sh600876,sh600877,sh600925,sh600962,sh600966,sh600984,sh601001,sh601100,sh601615,sh601799,sh601869,sh601872,sh603002,sh603051,sh603085,sh603113,sh603131,sh603160,sh603185,sh603189,sh603203,sh603211,sh603259,sh603308,sh603326,sh603379,sh603386,sh603399,sh603583,sh603600,sh603626,sh603678,sh603713,sh603800,sh603890,sh603906,sh605123,sh605128,sh605133,sh605208,sh605222,sh605277,sh605305,sh605333,sh605365,sh605366,sh605399,sh688007,sh688053,sh688055,sh688059,sh688061,sh688077,sh688079,sh688093,sh688115,sh688150,sh688175,sh688181,sh688184,sh688185,sh688203,sh688260,sh688269,sh688275,sh688279,sh688283,sh688289,sh688303,sh688333,sh688350,sh688353,sh688377,sh688388,sh688391,sh688399,sh688508,sh688550,sh688558,sh688561,sh688577,sh688633,sh688656,sh688677,sh688678,sh688711,sh688779,sh688789,sz000049,sz000050,sz000403,sz000547,sz000553,sz000581,sz000636,sz000670,sz000727,sz000762,sz000792,sz000823,sz000830,sz000831,sz000859,sz000910,sz000925,sz000962,sz001201,sz001278,sz001300,sz001332,sz001368,sz002036,sz002055,sz002079,sz002106,sz002109,sz002125,sz002138,sz002139,sz002176,sz002185,sz002186,sz002258,sz002298,sz002312,sz002339,sz002378,sz002405,sz002407,sz002567,sz002579,sz002645,sz002658,sz002669,sz002768,sz002782,sz002790,sz002805,sz002845,sz002895,sz002925,sz002947,sz002952,sz002955,sz002957,sz002981,sz002985,sz002993,sz003019,sz300035,sz300142,sz300151,sz300196,sz300207,sz300227,sz300319,sz300323,sz300340,sz300343,sz300347,sz300354,sz300363,sz300373,sz300398,sz300409,sz300415,sz300477,sz300481,sz300504,sz300552,sz300563,sz300647,sz300661,sz300686,sz300690,sz300721,sz300725,sz300726,sz300741,sz300762,sz300767,sz300769,sz300782,sz300790,sz300809,sz300814,sz300821,sz300837,sz300903,sz301004,sz301017,sz301031,sz301040,sz301063,sz301067,sz301069,sz301132,sz301150,sz301152,sz301189,sz301216,sz301220,sz301238,sz301356,sz301389",227
2023-05-09,"sh600138,sh600230,sh600352,sh600529,sh600596,sh600800,sh601111,sh601633,sh603115,sh603408,sh603787,sh603896,sh603898,sh688113,sh688247,sh688553,sz000725,sz000726,sz002056,sz002372,sz002384,sz002415,sz002488,sz002759,sz002810,sz002916,sz300710,sz300967",28
2023-05-10,"sh600063,sh600114,sh600117,sh600141,sh600160,sh600289,sh600358,sh600367,sh600478,sh600499,sh600522,sh600545,sh600586,sh600599,sh600619,sh600702,sh600703,sh600779,sh600819,sh600860,sh600876,sh600884,sh600955,sh600966,sh600983,sh601127,sh601369,sh601615,sh601636,sh603026,sh603051,sh603052,sh603055,sh603056,sh603059,sh603085,sh603127,sh603131,sh603136,sh603170,sh603211,sh603212,sh603217,sh603228,sh603290,sh603297,sh603306,sh603326,sh603338,sh603348,sh603355,sh603358,sh603378,sh603380,sh603392,sh603486,sh603489,sh603583,sh603601,sh603612,sh603665,sh603681,sh603737,sh603755,sh603773,sh603800,sh603809,sh603823,sh603833,sh603836,sh603876,sh605068,sh605118,sh605177,sh605198,sh605208,sh605286,sh605333,sh605338,sh605365,sh605366,sh605389,sh605567,sh605589,sh688003,sh688015,sh688016,sh688020,sh688026,sh688046,sh688059,sh688061,sh688068,sh688071,sh688087,sh688089,sh688093,sh688115,sh688116,sh688125,sh688137,sh688155,sh688157,sh688161,sh688175,sh688179,sh688184,sh688185,sh688193,sh688196,sh688198,sh688219,sh688248,sh688251,sh688261,sh688267,sh688269,sh688275,sh688280,sh688283,sh688317,sh688321,sh688323,sh688329,sh688330,sh688345,sh688356,sh688371,sh688381,sh688468,sh688485,sh688518,sh688550,sh688558,sh688559,sh688621,sh688636,sh688676,sh688678,sh688689,sh688707,sh688728,sh688767,sh688778,sh688779,sh688800,sz000049,sz000564,sz000581,sz000756,sz000792,sz000821,sz000829,sz000859,sz000910,sz000913,sz000935,sz000952,sz001212,sz001228,sz001268,sz001278,sz001283,sz001323,sz001332,sz002030,sz002032,sz002036,sz002041,sz002043,sz002055,sz002088,sz002125,sz002132,sz002138,sz002139,sz002176,sz002192,sz002213,sz002240,sz002242,sz002245,sz002250,sz002258,sz002279,sz002309,sz002312,sz002322,sz002326,sz002358,sz002360,sz002407,sz002432,sz002438,sz002440,sz002476,sz002497,sz002541,sz002547,sz002549,sz002572,sz002579,sz002596,sz002626,sz002645,sz002667,sz002702,sz002725,sz002735,sz002741,sz002765,sz002801,sz002824,sz002868,sz002897,sz002915,sz002918,sz002932,sz002943,sz002957,sz002984,sz003025,sz003026,sz003027,sz003028,sz003033,sz003038,sz300083,sz300093,sz300118,sz300122,sz300149,sz300159,sz300176,sz300193,sz300203,sz300207,sz300218,sz300227,sz300269,sz300311,sz300319,sz300340,sz300343,sz300354,sz300363,sz300373,sz300390,sz300400,sz300409,sz300415,sz300427,sz300432,sz300463,sz300477,sz300481,sz300503,sz300530,sz300552,sz300554,sz300585,sz300593,sz300596,sz300637,sz300643,sz300647,sz300679,sz300685,sz300686,sz300707,sz300712,sz300721,sz300725,sz300755,sz300758,sz300762,sz300763,sz300769,sz300774,sz300780,sz300802,sz300809,sz300813,sz300814,sz300829,sz300832,sz300835,sz300837,sz300850,sz300858,sz300894,sz300903,sz300911,sz300942,sz300955,sz300961,sz300973,sz300979,sz300980,sz300982,sz300986,sz300994,sz301004,sz301005,sz301012,sz301040,sz301063,sz301067,sz301100,sz301122,sz301150,sz301152,sz301162,sz301166,sz301187,sz301189,sz301193,sz301220,sz301238,sz301268,sz301273,sz301283,sz301285,sz301336,sz301349,sz301356,sz301367",327
2023-05-11,"bj430510,bj430556,bj835368,bj835985,bj872541,bj872895,sh600026,sh600029,sh600203,sh600225,sh600258,sh600288,sh600353,sh600361,sh600387,sh600389,sh600520,sh600770,sh600962,sh601111,sh601339,sh601872,sh603002,sh603069,sh603113,sh603130,sh603180,sh603189,sh603191,sh603209,sh603256,sh603259,sh603260,sh603261,sh603386,sh603538,sh603565,sh603585,sh603589,sh603626,sh603663,sh603678,sh603687,sh603727,sh603816,sh603822,sh603915,sh603920,sh603929,sh603991,sh605117,sh605138,sh605218,sh605277,sh605388,sh688007,sh688053,sh688073,sh688075,sh688084,sh688102,sh688122,sh688181,sh688199,sh688203,sh688206,sh688210,sh688221,sh688223,sh688253,sh688260,sh688265,sh688303,sh688314,sh688328,sh688350,sh688377,sh688385,sh688420,sh688448,sh688480,sh688508,sh688613,sh688625,sh688639,sh688656,sh688677,sh688690,sh688696,sh688711,sh688789,sz000428,sz000430,sz000529,sz000576,sz000670,sz000716,sz000727,sz000799,sz000925,sz000972,sz000978,sz001201,sz001206,sz001222,sz001318,sz001331,sz001368,sz002059,sz002073,sz002079,sz002124,sz002136,sz002180,sz002271,sz002336,sz002353,sz002365,sz002377,sz002584,sz002614,sz002675,sz002690,sz002716,sz002719,sz002724,sz002731,sz002750,sz002845,sz002916,sz002928,sz002940,sz002952,sz003019,sz300049,sz300102,sz300112,sz300121,sz300142,sz300261,sz300365,sz300408,sz300436,sz300440,sz300504,sz300518,sz300562,sz300563,sz300642,sz300661,sz300662,sz300683,sz300689,sz300708,sz300726,sz300737,sz300767,sz300771,sz300776,sz300782,sz300790,sz300791,sz300807,sz300873,sz300892,sz300906,sz300916,sz300965,sz300967,sz301015,sz301050,sz301092,sz301097,sz301108,sz301117,sz301132,sz301161,sz301168,sz301176,sz301177,sz301195,sz301201,sz301266,sz301290,sz301306,sz301366",186
2023-05-12,"bj836422,sh600057,sh600097,sh600513,sh600529,sh600817,sh600859,sh600989,sh601007,sh603056,sh603233,sh603636,sh603896,sh605060,sh605199,sh688091,sh688333,sh688376,sh688399,sh688520,sh688601,sh688687,sh688768,sz000524,sz000756,sz001215,sz002076,sz002186,sz002287,sz002372,sz002399,sz002572,sz002727,sz300199,sz300639,sz300705,sz300741,sz301158",38
2023-05-15,"bj835368,sh600029,sh600063,sh600114,sh600132,sh600138,sh600141,sh600160,sh600183,sh600225,sh600226,sh600258,sh600352,sh600353,sh600358,sh600367,sh600416,sh600501,sh600520,sh600536,sh600545,sh600588,sh600702,sh600779,sh600860,sh600866,sh600876,sh600984,sh600988,sh601020,sh601100,sh601111,sh601137,sh601869,sh601872,sh601888,sh603002,sh603052,sh603113,sh603127,sh603131,sh603160,sh603180,sh603185,sh603212,sh603217,sh603228,sh603260,sh603261,sh603269,sh603290,sh603306,sh603308,sh603338,sh603363,sh603378,sh603379,sh603380,sh603386,sh603416,sh603486,sh603489,sh603517,sh603538,sh603579,sh603580,sh603583,sh603589,sh603601,sh603626,sh603681,sh603688,sh603713,sh603727,sh603755,sh603806,sh603833,sh603866,sh603882,sh603901,sh603915,sh603929,sh603966,sh605020,sh605123,sh605208,sh605277,sh605366,sh605369,sh605388,sh688003,sh688015,sh688028,sh688030,sh688046,sh688055,sh688059,sh688061,sh688089,sh688093,sh688137,sh688143,sh688150,sh688175,sh688181,sh688199,sh688203,sh688206,sh688238,sh688239,sh688251,sh688261,sh688267,sh688270,sh688280,sh688289,sh688297,sh688317,sh688321,sh688328,sh688330,sh688350,sh688375,sh688377,sh688401,sh688426,sh688448,sh688468,sh688485,sh688499,sh688550,sh688553,sh688559,sh688561,sh688618,sh688622,sh688625,sh688636,sh688680,sh688722,sh688733,sh688767,sh688786,sh688788,sz000301,sz000403,sz000430,sz000547,sz000576,sz000581,sz000630,sz000636,sz000683,sz000716,sz000725,sz000729,sz000739,sz000799,sz000829,sz000933,sz000935,sz000952,sz000962,sz001212,sz001298,sz001311,sz001318,sz002017,sz002036,sz002043,sz002073,sz002079,sz002111,sz002129,sz002132,sz002166,sz002250,sz002273,sz002352,sz002365,sz002405,sz002408,sz002410,sz002432,sz002476,sz002508,sz002547,sz002549,sz002579,sz002583,sz002617,sz002645,sz002648,sz002690,sz002716,sz002724,sz002793,sz002829,sz002868,sz002901,sz002907,sz002915,sz002916,sz002918,sz002928,sz002929,sz002952,sz002984,sz003038,sz300012,sz300065,sz300101,sz300102,sz300121,sz300122,sz300124,sz300128,sz300142,sz300144,sz300149,sz300151,sz300298,sz300319,sz300343,sz300365,sz300373,sz300398,sz300415,sz300416,sz300454,sz300481,sz300504,sz300563,sz300587,sz300590,sz300593,sz300596,sz300630,sz300642,sz300647,sz300653,sz300661,sz300683,sz300698,sz300737,sz300762,sz300763,sz300767,sz300776,sz300777,sz300782,sz300790,sz300791,sz300802,sz300807,sz300813,sz300835,sz300900,sz300903,sz300911,sz300965,sz300980,sz300986,sz301012,sz301050,sz301132,sz301161,sz301266,sz301268,sz301273,sz301306,sz301328,sz301367",273
2023-05-16,"bj833819,bj837212,sh600288,sh600462,sh600513,sh600962,sh601899,sh603170,sh688356,sh688420,sh688505,sh688613,sh688711,sz000703,sz000925,sz002287,sz002353,sz002415,sz002458,sz002548,sz002584,sz002787,sz002841,sz002845,sz300119,sz300193,sz300562,sz300685,sz300708,sz300758,sz300761,sz300837,sz300939,sz300957,sz300967,sz301097,sz301176,sz301368",38
2023-05-17,"sh600063,sh600183,sh600203,sh600225,sh600345,sh600361,sh600387,sh600416,sh600501,sh600545,sh600570,sh600599,sh600770,sh600776,sh600817,sh600860,sh600866,sh600983,sh600984,sh603055,sh603118,sh603176,sh603189,sh603355,sh603363,sh603565,sh603585,sh603602,sh603626,sh603636,sh603678,sh603681,sh603687,sh603727,sh603755,sh603806,sh603887,sh603890,sh605208,sh605218,sh605338,sh605366,sh605589,sh688030,sh688033,sh688046,sh688060,sh688065,sh688114,sh688161,sh688193,sh688203,sh688267,sh688269,sh688577,sh688636,sh688772,sh688788,sz000529,sz000564,sz000672,sz000716,sz000727,sz000815,sz000823,sz000851,sz000889,sz000948,sz001215,sz001222,sz001330,sz002032,sz002041,sz002055,sz002088,sz002109,sz002124,sz002132,sz002140,sz002148,sz002186,sz002279,sz002298,sz002306,sz002309,sz002322,sz002336,sz002352,sz002365,sz002377,sz002390,sz002405,sz002421,sz002428,sz002474,sz002476,sz002528,sz002547,sz002549,sz002617,sz002643,sz002645,sz002689,sz002724,sz002735,sz002761,sz002869,sz003007,sz300078,sz300083,sz300112,sz300121,sz300131,sz300136,sz300157,sz300177,sz300184,sz300189,sz300248,sz300311,sz300352,sz300373,sz300377,sz300415,sz300419,sz300504,sz300518,sz300546,sz300552,sz300590,sz300607,sz300786,sz300796,sz300891,sz300911,sz300942,sz300996,sz301159,sz301273,sz301356",140
2023-05-18,"bj430556,bj835368,sh600057,sh600097,sh600132,sh600226,sh600491,sh600733,sh600800,sh601789,sh601882,sh603108,sh603228,sh603369,sh603486,sh603816,sh603908,sh605108,sh688007,sh688201,sh688377,sh688561,sz000403,sz000524,sz000603,sz000630,sz000726,sz000729,sz000829,sz000856,sz000863,sz000932,sz000972,sz002127,sz002155,sz002166,sz002212,sz002410,sz002415,sz002530,sz002657,sz002716,sz002717,sz002929,sz300242,sz300506,sz300628,sz300661,sz300829,sz300873,sz300986,sz301102",52
2023-05-19,"bj833819,sh600029,sh600063,sh600171,sh600238,sh600258,sh600313,sh600389,sh600486,sh600559,sh600596,sh600599,sh600702,sh600779,sh600859,sh600876,sh600988,sh601111,sh601888,sh603056,sh603127,sh603170,sh603180,sh603217,sh603233,sh603260,sh603290,sh603306,sh603308,sh603317,sh603363,sh603392,sh603399,sh603538,sh603609,sh603876,sh603882,sh603896,sh603938,sh605007,sh605338,sh605369,sh688046,sh688137,sh688157,sh688161,sh688202,sh688238,sh688289,sh688293,sh688326,sh688356,sh688399,sh688499,sh688505,sh688526,sh688613,sh688621,sh688733,sh688767,sz000428,sz000430,sz000516,sz000529,sz000683,sz000703,sz000725,sz000799,sz000830,sz000978,sz001201,sz001311,sz002030,sz002036,sz002041,sz002076,sz002088,sz002124,sz002250,sz002271,sz002287,sz002352,sz002372,sz002567,sz002568,sz002572,sz002617,sz002626,sz002645,sz002727,sz002793,sz002810,sz002841,sz002906,sz002928,sz002984,sz300144,sz300149,sz300327,sz300630,sz300653,sz300662,sz300685,sz300725,sz300737,sz300761,sz300782,sz300821,sz300911,sz300942,sz301047,sz301117,sz301177",113
2023-05-22,"bj836422,sh600138,sh600160,sh600230,sh600352,sh600358,sh600383,sh600387,sh600449,sh600570,sh600966,sh601100,sh601872,sh603008,sh603181,sh603489,sh603678,sh603688,sh603800,sh603806,sh603816,sh603833,sh603871,sh603895,sh688065,sh688116,sh688131,sh688267,sh688377,sh688561,sz000301,sz000716,sz000859,sz000932,sz000935,sz001205,sz001286,sz001323,sz001330,sz002059,sz002109,sz002140,sz002251,sz002306,sz002410,sz002539,sz002648,sz002714,sz002918,sz300059,sz300094,sz300122,sz300142,sz300363,sz300428,sz300767,sz300873",57
2023-05-23,"bj830896,sh600246,sh600599,sh601136,sh603176,sh688007,sh688161,sh688399,sh688598,sz000669,sz000692,sz000981,sz002005,sz002127,sz002132,sz002474,sz002528,sz002716,sz002841",19
2023-05-24,"sh600800,sh600809,sh600988,sh600996,sh601899,sh603228,sh603388,sh603800,sh603876,sh603887,sh688201,sh688227,sh688293,sh688309,sh688499,sz000603,sz000665,sz000910,sz000948,sz001270,sz001324,sz001360,sz002109,sz002235,sz002383,sz002617,sz002647,sz002649,sz002717,sz002787,sz002878,sz300242,sz300344,sz300451,sz300525,sz300623,sz300737,sz300763,sz301117,sz301159",40
2023-05-25,"sh600313,sh600383,sh600416,sh600460,sh600491,sh600510,sh600603,sh600621,sh600665,sh600718,sh600939,sh600995,sh601021,sh601155,sh601199,sh601339,sh601456,sh601789,sh603169,sh603489,sh688116,sh688152,sh688207,sh688508,sh688515,sh688733,sz000401,sz000607,sz000725,sz000779,sz000856,sz000863,sz001205,sz001979,sz002079,sz002302,sz002335,sz002405,sz002596,sz003035,sz300123,sz300373,sz300386,sz300442,sz300628,sz300661,sz300782,sz300803",48
2023-05-26,"sh600004,sh600050,sh600053,sh600075,sh600138,sh600171,sh600195,sh600198,sh600246,sh600325,sh600352,sh600362,sh600372,sh600507,sh600570,sh600581,sh600599,sh600602,sh600645,sh600754,sh600756,sh600800,sh600831,sh600871,sh601007,sh601020,sh601128,sh601528,sh601600,sh601636,sh601838,sh601899,sh601929,sh603056,sh603096,sh603108,sh603110,sh603138,sh603160,sh603181,sh603208,sh603566,sh603636,sh603717,sh603825,sh603887,sh603993,sh688052,sh688083,sh688133,sh688227,sh688369,sh688399,sh688505,sh688561,sh688613,sz000066,sz000090,sz000158,sz000422,sz000428,sz000430,sz000498,sz000516,sz000524,sz000547,sz000555,sz000560,sz000629,sz000630,sz000655,sz000665,sz000669,sz000672,sz000683,sz000793,sz000807,sz000825,sz000829,sz000830,sz000851,sz000878,sz000910,sz000932,sz000948,sz000978,sz001330,sz002030,sz002033,sz002059,sz002063,sz002114,sz002140,sz002142,sz002155,sz002212,sz002225,sz002232,sz002235,sz002238,sz002243,sz002271,sz002279,sz002352,sz002372,sz002374,sz002440,sz002467,sz002528,sz002530,sz002554,sz002647,sz002649,sz002657,sz002717,sz002739,sz002841,sz002906,sz003032,sz300059,sz300061,sz300078,sz300122,sz300142,sz300144,sz300158,sz300242,sz300248,sz300266,sz300311,sz300324,sz300343,sz300344,sz300348,sz300352,sz300357,sz300369,sz300377,sz300419,sz300428,sz300451,sz300506,sz300608,sz300674,sz300737,sz301047,sz301102,sz301117,sz301159",149
2023-05-29,"bj830896,bj836239,sh600029,sh600057,sh600063,sh600176,sh600328,sh600961,sh601117,sh601666,sh601808,sh601872,sh603032,sh603136,sh603609,sh603678,sh603871,sh603938,sh605108,sh688289,sh688293,sz000737,sz000758,sz000933,sz001205,sz002041,sz002195,sz002306,sz002399,sz002428,sz002432,sz002474,sz002524,sz002572,sz002928,sz003035,sz003040,sz300149,sz300347,sz300363,sz300593,sz300725,sz300873,sz300979",44
2023-05-30,"bj838030,sh600097,sh600155,sh600256,sh600338,sh600358,sh600501,sh600510,sh600581,sh600599,sh600665,sh600711,sh600770,sh600773,sh600876,sh600996,sh601001,sh601007,sh601028,sh601528,sh601636,sh601717,sh601888,sh603001,sh603008,sh603057,sh603093,sh603113,sh603259,sh603260,sh603801,sh603825,sh603887,sh603908,sh688005,sh688033,sh688707,sh688767,sz000090,sz000151,sz000425,sz000428,sz000529,sz000560,sz000581,sz000629,sz000631,sz000665,sz000670,sz000701,sz000703,sz000710,sz000716,sz000723,sz000726,sz000798,sz000829,sz000831,sz000863,sz000878,sz000948,sz001228,sz001330,sz002088,sz002121,sz002124,sz002127,sz002182,sz002186,sz002235,sz002238,sz002245,sz002271,sz002279,sz002302,sz002330,sz002336,sz002383,sz002405,sz002410,sz002460,sz002537,sz002567,sz002596,sz002617,sz002714,sz002717,sz002719,sz002739,sz002906,sz002961,sz300094,sz300207,sz300266,sz300311,sz300317,sz300343,sz300377,sz300568,sz300639,sz300659,sz300759,sz300957,sz300967,sz301071,sz301299",106
2023-05-31,"bj871245,bj873527,sh600053,sh600289,sh600381,sh600387,sh600416,sh600460,sh600608,sh600754,sh600988,sh601020,sh601022,sh601111,sh603665,sh603876,sh688068,sh688131,sh688339,sh688353,sh688366,sh688369,sh688399,sh688499,sh688680,sz000301,sz000519,sz000657,sz000793,sz000839,sz000856,sz002005,sz002059,sz002080,sz002114,sz002268,sz002408,sz002524,sz002647,sz002716,sz003043,sz300142,sz300662,sz300682,sz300777,sz301177",46
2023-06-01,"bj836239,sh600057,sh600160,sh600230,sh600238,sh600338,sh600399,sh600486,sh600499,sh600507,sh600549,sh600600,sh600645,sh600779,sh600790,sh600809,sh600819,sh600860,sh600955,sh601001,sh601100,sh601615,sh603032,sh603056,sh603110,sh603127,sh603169,sh603170,sh603180,sh603181,sh603259,sh603308,sh603330,sh603378,sh603379,sh603399,sh603456,sh603505,sh603566,sh603585,sh603601,sh603613,sh603639,sh603678,sh603681,sh603818,sh603868,sh603882,sh603898,sh605138,sh605388,sh605499,sh688005,sh688016,sh688026,sh688073,sh688133,sh688176,sh688184,sh688185,sh688202,sh688203,sh688293,sh688321,sh688356,sh688598,sh688707,sh688767,sz000603,sz000626,sz000629,sz000723,sz000762,sz000792,sz000910,sz000913,sz000957,sz000980,sz001270,sz001323,sz002001,sz002109,sz002124,sz002127,sz002132,sz002140,sz002176,sz002192,sz002221,sz002245,sz002312,sz002374,sz002397,sz002410,sz002440,sz002476,sz002554,sz002567,sz002574,sz002640,sz002714,sz002735,sz002812,sz002885,sz003000,sz300073,sz300082,sz300117,sz300122,sz300158,sz300196,sz300203,sz300317,sz300343,sz300347,sz300363,sz300415,sz300438,sz300628,sz300661,sz300725,sz300767,sz300821,sz300850,sz300967",125
2023-06-02,"bj832735,bj838262,bj838670,bj870199,sh600188,sh600195,sh600226,sh600256,sh600289,sh600299,sh600328,sh600348,sh600361,sh600416,sh600559,sh600581,sh600603,sh600702,sh600711,sh600753,sh600763,sh600800,sh600876,sh600995,sh601111,sh601128,sh601225,sh601226,sh601512,sh601666,sh601717,sh601808,sh601888,sh603185,sh603212,sh603233,sh603338,sh603538,sh603557,sh603609,sh603713,sh603797,sh603871,sh603885,sh603908,sh605007,sh605081,sh605089,sh688033,sh688059,sh688089,sh688275,sh688357,sh688560,sh688680,sh688696,sz000422,sz000581,sz000726,sz000737,sz000798,sz000799,sz000830,sz000963,sz001269,sz002030,sz002032,sz002088,sz002149,sz002182,sz002210,sz002302,sz002309,sz002323,sz002352,sz002434,sz002458,sz002524,sz002568,sz002592,sz002645,sz002748,sz002866,sz002875,sz002928,sz003035,sz300068,sz300119,sz300313,sz300320,sz300751,sz300763,sz300957,sz300979",94
2023-06-05,"bj836414,bj873527,sh600029,sh600481,sh603983,sh688190,sz000913,sz000980,sz002431",9
2023-06-06,"sz002129,sz002191",2
2023-06-07,"bj832735,bj833819,sh600057,sh600151,sh600195,sh600416,sh600581,sh600654,sh600779,sh601059,sh601669,sh603308,sh603583,sh605388,sh688033,sh688063,sh688161,sh688180,sh688239,sh688293,sh688331,sh688356,sh688368,sh688369,sh688508,sh688560,sh688711,sz000048,sz000516,sz000622,sz002124,sz002149,sz002178,sz002200,sz002210,sz002458,sz002541,sz002565,sz002840,sz300203,sz300320,sz300506,sz300662,sz300841,sz301333",45
2023-06-08,"sh600029,sh600055,sh600095,sh600256,sh600328,sh600348,sh600428,sh600483,sh600507,sh600559,sh600702,sh600711,sh600809,sh600871,sh600995,sh601022,sh601111,sh601117,sh601615,sh603127,sh603169,sh603181,sh603505,sh603566,sh603658,sh603885,sh605007,sh605081,sh688057,sh688295,sz000596,sz000860,sz001228,sz001313,sz002022,sz002129,sz002164,sz002434,sz002476,sz002524,sz002625,sz002634,sz002647,sz002714,sz002724,sz003035,sz300114,sz300117,sz300347,sz300699,sz300724,sz300777,sz300791,sz301367",54
2023-06-09,"bj835985,sh600132,sh600241,sh600353,sh600477,sh600523,sh600744,sh600992,sh601137,sh601965,sh603160,sh603172,sh603177,sh603212,sh603219,sh603290,sh603301,sh603396,sh603489,sh603650,sh603806,sh603906,sh603915,sh603917,sh605089,sh605117,sh605199,sh605208,sh605376,sh688022,sh688052,sh688063,sh688073,sh688097,sh688131,sh688137,sh688148,sh688176,sh688180,sh688185,sh688192,sh688202,sh688247,sh688293,sh688356,sh688368,sh688390,sh688468,sh688469,sh688505,sh688559,sh688599,sh688676,sh688680,sh688696,sz000301,sz000572,sz000595,sz000670,sz000980,sz001255,sz001332,sz002026,sz002049,sz002079,sz002121,sz002139,sz002150,sz002196,sz002268,sz002326,sz002384,sz002438,sz002444,sz002516,sz002518,sz002554,sz002568,sz002603,sz002667,sz002693,sz002716,sz002769,sz002782,sz002866,sz002928,sz002943,sz002967,sz300091,sz300119,sz300171,sz300174,sz300260,sz300317,sz300320,sz300340,sz300358,sz300376,sz300382,sz300415,sz300428,sz300558,sz300593,sz300623,sz300653,sz300751,sz300763,sz300775,sz300827,sz300841,sz300850,sz300861,sz300909,sz300998,sz301047,sz301050,sz301060,sz301181,sz301201,sz301322,sz301333,sz301349",122
