date,symbols,count
2021-01-28,"sh600109,sh600250,sh600386,sh600429,sh600448,sh600493,sh600560,sh600601,sh600643,sh600692,sh600726,sh600830,sh601788,sh603021,sh603023,sh603316,sh603333,sh603399,sh603536,sh603626,sh603633,sh603663,sh603700,sh603778,sh603893,sh688020,sh688090,sh688123,sh688500,sh688528,sz000407,sz000544,sz000555,sz000572,sz000609,sz000701,sz000750,sz002094,sz002161,sz002200,sz002225,sz002239,sz002309,sz002369,sz002397,sz002398,sz002452,sz002512,sz002632,sz002640,sz002642,sz002660,sz002724,sz002736,sz002800,sz002823,sz002848,sz002872,sz002923,sz002945,sz300013,sz300026,sz300055,sz300061,sz300132,sz300145,sz300183,sz300198,sz300254,sz300267,sz300268,sz300300,sz300302,sz300333,sz300349,sz300353,sz300369,sz300420,sz300486,sz300511,sz300534,sz300554,sz300697,sz300837",84
2021-01-29,"sh600172,sh600273,sh600310,sh600728,sh600843,sh600988,sh601212,sh601231,sh601500,sh603331,sh603355,sh603516,sh603577,sh603707,sh603826,sh603936,sh603990,sh688021,sh688278,sh688596,sz000099,sz000510,sz000520,sz000524,sz000551,sz000600,sz000672,sz000678,sz000975,sz000997,sz002035,sz002083,sz002085,sz002155,sz002434,sz002448,sz002485,sz002732,sz002777,sz002792,sz002866,sz002888,sz300048,sz300085,sz300128,sz300176,sz300232,sz300277,sz300319,sz300471,sz300473,sz300562,sz300563,sz300686,sz300787,sz300788",56
2021-02-01,"bj430510,bj835670,bj836433,sh600051,sh600098,sh600123,sh600167,sh600186,sh600188,sh600190,sh600196,sh600206,sh600231,sh600232,sh600271,sh600281,sh600323,sh600380,sh600383,sh600429,sh600493,sh600505,sh600511,sh600513,sh600521,sh600577,sh600617,sh600622,sh600636,sh600640,sh600641,sh600710,sh600742,sh600770,sh600789,sh600812,sh600838,sh600866,sh600867,sh600898,sh600903,sh600958,sh600969,sh600993,sh601179,sh601336,sh601598,sh601599,sh601606,sh601699,sh603001,sh603003,sh603019,sh603080,sh603085,sh603106,sh603118,sh603123,sh603138,sh603156,sh603168,sh603197,sh603228,sh603232,sh603277,sh603283,sh603289,sh603316,sh603318,sh603327,sh603383,sh603393,sh603488,sh603496,sh603518,sh603559,sh603569,sh603585,sh603616,sh603668,sh603679,sh603689,sh603776,sh603778,sh603787,sh603790,sh603800,sh603803,sh603815,sh603863,sh603871,sh603876,sh603880,sh603886,sh603918,sh603931,sh603933,sh603959,sh603983,sh603998,sh605116,sh605199,sh688004,sh688010,sh688033,sh688051,sh688078,sh688081,sh688090,sh688096,sh688118,sh688129,sh688138,sh688181,sh688218,sh688310,sh688330,sh688338,sh688377,sh688379,sh688500,sh688528,sh688551,sh688557,sh688571,sh688579,sh688588,sh688590,sh688600,sz000011,sz000019,sz000028,sz000029,sz000037,sz000153,sz000400,sz000505,sz000513,sz000531,sz000590,sz000601,sz000605,sz000622,sz000652,sz000682,sz000686,sz000716,sz000722,sz000729,sz000731,sz000753,sz000756,sz000822,sz000823,sz000915,sz000919,sz000937,sz000973,sz000990,sz002021,sz002038,sz002079,sz002081,sz002093,sz002099,sz002101,sz002117,sz002119,sz002128,sz002135,sz002150,sz002152,sz002225,sz002229,sz002234,sz002241,sz002242,sz002251,sz002253,sz002262,sz002270,sz002277,sz002285,sz002302,sz002317,sz002322,sz002369,sz002377,sz002384,sz002387,sz002392,sz002394,sz002426,sz002428,sz002436,sz002437,sz002446,sz002452,sz002454,sz002458,sz002474,sz002480,sz002483,sz002495,sz002512,sz002524,sz002527,sz002532,sz002536,sz002538,sz002543,sz002546,sz002551,sz002578,sz002579,sz002611,sz002635,sz002641,sz002658,sz002664,sz002669,sz002683,sz002717,sz002724,sz002731,sz002788,sz002809,sz002815,sz002864,sz002868,sz002871,sz002873,sz002878,sz002881,sz002897,sz002912,sz002913,sz002927,sz002930,sz002933,sz002938,sz002952,sz002962,sz002963,sz002972,sz002983,sz003011,sz300007,sz300016,sz300044,sz300055,sz300061,sz300066,sz300075,sz300079,sz300088,sz300097,sz300103,sz300107,sz300110,sz300146,sz300147,sz300160,sz300170,sz300177,sz300188,sz300190,sz300213,sz300223,sz300226,sz300238,sz300241,sz300249,sz300260,sz300265,sz300281,sz300322,sz300328,sz300332,sz300348,sz300381,sz300386,sz300398,sz300414,sz300417,sz300422,sz300423,sz300425,sz300466,sz300479,sz300485,sz300521,sz300534,sz300560,sz300570,sz300579,sz300603,sz300615,sz300625,sz300632,sz300633,sz300653,sz300656,sz300675,sz300684,sz300702,sz300707,sz300716,sz300719,sz300735,sz300739,sz300745,sz300771,sz300789,sz300810,sz300812,sz300822,sz300825,sz300826,sz300831,sz300858,sz300870,sz300875",323
2021-02-02,"sh600057,sh600073,sh600100,sh600109,sh600127,sh600130,sh600135,sh600150,sh600156,sh600159,sh600312,sh600322,sh600331,sh600353,sh600410,sh600422,sh600425,sh600435,sh600469,sh600501,sh600512,sh600581,sh600608,sh600630,sh600644,sh600654,sh600664,sh600667,sh600678,sh600689,sh600712,sh600726,sh600756,sh600764,sh600769,sh600775,sh600778,sh600780,sh600797,sh600804,sh600805,sh600830,sh600831,sh600854,sh600868,sh600909,sh600936,sh600965,sh600995,sh600996,sh601068,sh601198,sh601236,sh601616,sh601698,sh601788,sh601872,sh601890,sh603012,sh603013,sh603023,sh603036,sh603055,sh603066,sh603077,sh603078,sh603101,sh603203,sh603214,sh603220,sh603328,sh603332,sh603333,sh603388,sh603439,sh603508,sh603557,sh603586,sh603590,sh603600,sh603602,sh603615,sh603626,sh603633,sh603637,sh603655,sh603688,sh603697,sh603700,sh603706,sh603773,sh603798,sh603839,sh603887,sh603895,sh603955,sh603958,sh605168,sh688027,sh688028,sh688199,sh688309,sh688365,sh688466,sh688586,sz000014,sz000030,sz000056,sz000062,sz000099,sz000410,sz000555,sz000627,sz000632,sz000789,sz000810,sz000813,sz000850,sz000851,sz000856,sz000887,sz000910,sz000936,sz000957,sz002036,sz002104,sz002126,sz002151,sz002171,sz002217,sz002222,sz002243,sz002276,sz002281,sz002300,sz002313,sz002334,sz002338,sz002362,sz002368,sz002379,sz002380,sz002388,sz002393,sz002396,sz002397,sz002432,sz002434,sz002471,sz002478,sz002482,sz002494,sz002515,sz002523,sz002526,sz002544,sz002547,sz002552,sz002580,sz002590,sz002606,sz002608,sz002631,sz002633,sz002659,sz002676,sz002700,sz002702,sz002728,sz002737,sz002786,sz002817,sz002828,sz002835,sz002840,sz002842,sz002869,sz002895,sz002911,sz002940,sz002941,sz002945,sz002947,sz002956,sz002990,sz300021,sz300036,sz300045,sz300078,sz300098,sz300127,sz300145,sz300154,sz300167,sz300184,sz300219,sz300222,sz300299,sz300302,sz300303,sz300319,sz300342,sz300389,sz300402,sz300420,sz300428,sz300430,sz300445,sz300448,sz300464,sz300488,sz300493,sz300513,sz300514,sz300519,sz300520,sz300554,sz300569,sz300571,sz300577,sz300597,sz300634,sz300649,sz300688,sz300694,sz300697,sz300778,sz300811",228
2021-02-03,"sh600004,sh600251,sh600461,sh600535,sh600898,sh600958,sh601099,sh601108,sh601500,sh601699,sh601958,sh603161,sh603630,sh603818,sh688018,sh688021,sh688186,sz000058,sz000078,sz000571,sz000595,sz000709,sz000731,sz000755,sz000968,sz000969,sz002031,sz002048,sz002075,sz002093,sz002297,sz002330,sz002640,sz002696,sz002769,sz002772,sz002890,sz002898,sz300004,sz300069,sz300173,sz300180,sz300231,sz300321,sz300460,sz300555,sz300563,sz300635,sz300690,sz300821",50
2021-02-04,"sh600117,sh600156,sh600272,sh600312,sh600360,sh600739,sh600807,sh600811,sh600843,sh601001,sh601336,sh601599,sh601698,sh603156,sh603178,sh603228,sh603602,sh603608,sh603936,sh603983,sh688123,sh688196,sz000059,sz000506,sz000757,sz000785,sz000901,sz002035,sz002065,sz002103,sz002112,sz002146,sz002217,sz002396,sz002403,sz002486,sz002583,sz002587,sz002636,sz002654,sz002721,sz002732,sz002938,sz300045,sz300099,sz300236,sz300267,sz300277,sz300352,sz300360,sz300396,sz300664,sz300671,sz300682,sz300825,sz300864",56
2021-02-05,"bj833266,bj834415,sh600026,sh600052,sh600053,sh600078,sh600149,sh600159,sh600162,sh600190,sh600231,sh600251,sh600287,sh600322,sh600331,sh600359,sh600386,sh600422,sh600425,sh600435,sh600557,sh600561,sh600590,sh600601,sh600613,sh600622,sh600626,sh600658,sh600689,sh600706,sh600714,sh600719,sh600830,sh600834,sh600851,sh600864,sh600995,sh601010,sh601566,sh601718,sh601778,sh601798,sh601969,sh603001,sh603015,sh603021,sh603029,sh603030,sh603036,sh603121,sh603161,sh603200,sh603214,sh603316,sh603318,sh603351,sh603368,sh603380,sh603387,sh603518,sh603585,sh603587,sh603607,sh603657,sh603667,sh603676,sh603689,sh603696,sh603706,sh603716,sh603730,sh603773,sh603776,sh603777,sh603813,sh603819,sh603839,sh603858,sh603886,sh603897,sh603900,sh603918,sh603958,sh603963,sh603998,sh605116,sh605166,sh605178,sh688010,sh688081,sh688330,sh688378,sh688528,sh688600,sz000019,sz000030,sz000031,sz000040,sz000061,sz000062,sz000078,sz000151,sz000153,sz000517,sz000531,sz000586,sz000600,sz000627,sz000652,sz000672,sz000701,sz000753,sz000755,sz000789,sz000809,sz000813,sz000885,sz000905,sz000915,sz000917,sz000919,sz000965,sz002047,sz002063,sz002095,sz002101,sz002135,sz002137,sz002150,sz002151,sz002178,sz002200,sz002234,sz002238,sz002264,sz002277,sz002278,sz002279,sz002349,sz002350,sz002351,sz002357,sz002363,sz002364,sz002452,sz002458,sz002471,sz002479,sz002492,sz002498,sz002510,sz002513,sz002527,sz002546,sz002549,sz002551,sz002574,sz002582,sz002590,sz002642,sz002644,sz002659,sz002685,sz002700,sz002717,sz002728,sz002731,sz002767,sz002773,sz002800,sz002811,sz002875,sz002879,sz002892,sz002893,sz002899,sz002926,sz002952,sz002963,sz003008,sz300021,sz300076,sz300078,sz300091,sz300134,sz300185,sz300190,sz300215,sz300219,sz300234,sz300254,sz300263,sz300266,sz300275,sz300288,sz300294,sz300300,sz300351,sz300385,sz300407,sz300420,sz300430,sz300451,sz300473,sz300500,sz300521,sz300557,sz300562,sz300603,sz300625,sz300632,sz300640,sz300653,sz300686,sz300707,sz300746,sz300755,sz300771,sz300816,sz300822",220
2021-02-08,"bj835508,bj836433,sh600051,sh600061,sh600066,sh600073,sh600088,sh600104,sh600108,sh600117,sh600123,sh600125,sh600135,sh600157,sh600165,sh600188,sh600206,sh600215,sh600216,sh600217,sh600233,sh600310,sh600323,sh600348,sh600353,sh600375,sh600380,sh600446,sh600459,sh600467,sh600476,sh600477,sh600489,sh600490,sh600505,sh600513,sh600522,sh600526,sh600535,sh600539,sh600550,sh600560,sh600571,sh600581,sh600594,sh600602,sh600621,sh600624,sh600635,sh600640,sh600644,sh600664,sh600667,sh600678,sh600710,sh600713,sh600728,sh600756,sh600780,sh600789,sh600797,sh600807,sh600819,sh600821,sh600835,sh600838,sh600866,sh600909,sh600961,sh600969,sh600975,sh600985,sh600986,sh600992,sh600993,sh601002,sh601008,sh601066,sh601106,sh601212,sh601608,sh601609,sh601666,sh601699,sh601700,sh601872,sh601878,sh601898,sh601900,sh601929,sh601952,sh603009,sh603011,sh603012,sh603019,sh603050,sh603055,sh603086,sh603089,sh603101,sh603106,sh603159,sh603165,sh603189,sh603203,sh603220,sh603266,sh603283,sh603286,sh603289,sh603311,sh603336,sh603379,sh603383,sh603386,sh603390,sh603421,sh603527,sh603556,sh603577,sh603578,sh603602,sh603669,sh603682,sh603708,sh603767,sh603787,sh603788,sh603790,sh603797,sh603798,sh603803,sh603863,sh603888,sh603895,sh603936,sh603937,sh603999,sh605399,sh688027,sh688033,sh688088,sh688181,sh688196,sh688321,sh688369,sh688505,sh688586,sh688658,sz000008,sz000012,sz000025,sz000028,sz000060,sz000068,sz000099,sz000513,sz000529,sz000533,sz000544,sz000551,sz000565,sz000570,sz000599,sz000605,sz000619,sz000629,sz000630,sz000632,sz000683,sz000688,sz000709,sz000722,sz000731,sz000735,sz000751,sz000782,sz000810,sz000811,sz000815,sz000819,sz000825,sz000877,sz000878,sz000887,sz000898,sz000936,sz000937,sz000958,sz000963,sz000967,sz000970,sz000973,sz000983,sz002031,sz002037,sz002040,sz002051,sz002055,sz002065,sz002073,sz002075,sz002079,sz002085,sz002093,sz002099,sz002104,sz002106,sz002109,sz002119,sz002128,sz002152,sz002155,sz002157,sz002165,sz002169,sz002193,sz002197,sz002199,sz002222,sz002243,sz002246,sz002251,sz002253,sz002265,sz002270,sz002272,sz002281,sz002292,sz002297,sz002298,sz002302,sz002307,sz002317,sz002334,sz002335,sz002347,sz002362,sz002373,sz002388,sz002394,sz002412,sz002428,sz002432,sz002434,sz002436,sz002437,sz002448,sz002454,sz002483,sz002490,sz002500,sz002515,sz002523,sz002526,sz002537,sz002540,sz002554,sz002558,sz002560,sz002576,sz002583,sz002596,sz002603,sz002608,sz002609,sz002632,sz002635,sz002636,sz002639,sz002658,sz002672,sz002693,sz002737,sz002757,sz002768,sz002771,sz002786,sz002788,sz002797,sz002806,sz002808,sz002809,sz002815,sz002818,sz002823,sz002827,sz002849,sz002864,sz002890,sz002902,sz002913,sz002937,sz002941,sz002942,sz002950,sz002955,sz002957,sz002969,sz002972,sz002986,sz002987,sz002990,sz300007,sz300016,sz300024,sz300026,sz300029,sz300036,sz300055,sz300103,sz300107,sz300127,sz300137,sz300180,sz300199,sz300223,sz300230,sz300245,sz300256,sz300271,sz300303,sz300339,sz300341,sz300369,sz300386,sz300388,sz300422,sz300423,sz300437,sz300445,sz300472,sz300504,sz300523,sz300556,sz300609,sz300654,sz300666,sz300688,sz300690,sz300811",341
2021-02-09,"bj834415,bj835185,bj835670,sh600100,sh600127,sh600128,sh600130,sh600148,sh600158,sh600172,sh600178,sh600192,sh600203,sh600232,sh600250,sh600251,sh600271,sh600281,sh600307,sh600312,sh600331,sh600345,sh600355,sh600363,sh600367,sh600387,sh600396,sh600418,sh600429,sh600448,sh600455,sh600461,sh600463,sh600493,sh600501,sh600511,sh600512,sh600523,sh600590,sh600598,sh600604,sh600608,sh600626,sh600630,sh600636,sh600641,sh600643,sh600645,sh600653,sh600689,sh600712,sh600719,sh600726,sh600764,sh600775,sh600796,sh600804,sh600811,sh600818,sh600826,sh600830,sh600831,sh600850,sh600854,sh600879,sh600898,sh600903,sh600929,sh600936,sh600958,sh600996,sh601068,sh601086,sh601099,sh601126,sh601179,sh601188,sh601198,sh601236,sh601336,sh601456,sh601599,sh601606,sh601611,sh601616,sh601628,sh601718,sh601869,sh601890,sh601958,sh601999,sh603013,sh603017,sh603020,sh603030,sh603045,sh603066,sh603078,sh603080,sh603095,sh603109,sh603118,sh603123,sh603138,sh603158,sh603168,sh603169,sh603178,sh603196,sh603197,sh603228,sh603232,sh603269,sh603318,sh603319,sh603320,sh603327,sh603335,sh603339,sh603387,sh603388,sh603393,sh603488,sh603530,sh603557,sh603559,sh603569,sh603580,sh603590,sh603600,sh603608,sh603615,sh603626,sh603633,sh603655,sh603656,sh603665,sh603679,sh603685,sh603689,sh603690,sh603696,sh603700,sh603706,sh603726,sh603800,sh603813,sh603822,sh603903,sh603908,sh603912,sh603955,sh605009,sh605100,sh605168,sh605222,sh688004,sh688010,sh688025,sh688028,sh688060,sh688066,sh688078,sh688081,sh688090,sh688096,sh688101,sh688128,sh688129,sh688138,sh688156,sh688178,sh688189,sh688199,sh688215,sh688218,sh688228,sh688233,sh688335,sh688357,sh688360,sh688377,sh688379,sh688466,sh688500,sh688528,sh688566,sh688571,sh688579,sh688588,sh688590,sh688596,sh688600,sh688981,sz000037,sz000040,sz000056,sz000058,sz000070,sz000151,sz000158,sz000421,sz000505,sz000506,sz000509,sz000520,sz000525,sz000546,sz000552,sz000555,sz000573,sz000586,sz000590,sz000600,sz000652,sz000665,sz000678,sz000686,sz000695,sz000700,sz000715,sz000716,sz000729,sz000750,sz000756,sz000757,sz000777,sz000783,sz000795,sz000803,sz000823,sz000826,sz000829,sz000833,sz000850,sz000851,sz000856,sz000868,sz000875,sz000901,sz000948,sz000957,sz000965,sz000966,sz001872,sz001914,sz002022,sz002024,sz002047,sz002057,sz002083,sz002086,sz002095,sz002101,sz002103,sz002105,sz002107,sz002112,sz002114,sz002135,sz002148,sz002151,sz002171,sz002187,sz002194,sz002200,sz002207,sz002209,sz002211,sz002223,sz002235,sz002241,sz002275,sz002284,sz002285,sz002296,sz002300,sz002306,sz002309,sz002313,sz002338,sz002345,sz002351,sz002363,sz002367,sz002368,sz002369,sz002384,sz002395,sz002396,sz002397,sz002413,sz002438,sz002446,sz002449,sz002451,sz002474,sz002482,sz002486,sz002494,sz002495,sz002512,sz002536,sz002542,sz002544,sz002547,sz002549,sz002564,sz002579,sz002580,sz002593,sz002606,sz002615,sz002616,sz002631,sz002633,sz002634,sz002640,sz002655,sz002659,sz002661,sz002662,sz002664,sz002667,sz002670,sz002671,sz002678,sz002679,sz002683,sz002696,sz002700,sz002722,sz002724,sz002731,sz002732,sz002736,sz002745,sz002772,sz002778,sz002779,sz002787,sz002792,sz002802,sz002826,sz002840,sz002843,sz002845,sz002855,sz002861,sz002868,sz002871,sz002875,sz002878,sz002897,sz002898,sz002903,sz002912,sz002921,sz002933,sz002940,sz002947,sz002951,sz002979,sz002981,sz003005,sz003008,sz003016,sz300002,sz300011,sz300020,sz300031,sz300039,sz300044,sz300045,sz300047,sz300049,sz300057,sz300069,sz300075,sz300077,sz300084,sz300088,sz300091,sz300093,sz300098,sz300099,sz300105,sz300111,sz300130,sz300134,sz300135,sz300146,sz300154,sz300155,sz300158,sz300170,sz300172,sz300184,sz300185,sz300188,sz300193,sz300195,sz300201,sz300205,sz300210,sz300212,sz300213,sz300215,sz300228,sz300231,sz300234,sz300237,sz300241,sz300254,sz300259,sz300267,sz300277,sz300284,sz300286,sz300287,sz300288,sz300295,sz300299,sz300300,sz300302,sz300322,sz300328,sz300332,sz300335,sz300342,sz300353,sz300354,sz300360,sz300365,sz300371,sz300377,sz300385,sz300398,sz300401,sz300407,sz300412,sz300414,sz300420,sz300425,sz300440,sz300448,sz300462,sz300471,sz300473,sz300480,sz300485,sz300488,sz300493,sz300497,sz300499,sz300500,sz300509,sz300511,sz300514,sz300532,sz300539,sz300553,sz300555,sz300557,sz300560,sz300563,sz300569,sz300570,sz300571,sz300577,sz300580,sz300594,sz300597,sz300602,sz300611,sz300615,sz300620,sz300624,sz300625,sz300640,sz300649,sz300665,sz300668,sz300675,sz300679,sz300683,sz300684,sz300694,sz300697,sz300716,sz300732,sz300745,sz300746,sz300755,sz300766,sz300773,sz300778,sz300786,sz300789,sz300796,sz300800,sz300805,sz300808,sz300810,sz300822,sz300826,sz300830,sz300853,sz300864,sz300870,sz300875",511
2021-02-10,"bj831370,bj833266,sh600136,sh600248,sh600301,sh600778,sh600843,sh601686,sh601901,sh603029,sh603331,sh603398,sh603516,sh603616,sh603657,sh603838,sh603900,sh603933,sh605166,sh605500,sz000031,sz000415,sz000560,sz002042,sz002217,sz002225,sz002228,sz002330,sz002587,sz002630,sz002642,sz002697,sz002715,sz002786,sz002790,sz002811,sz002817,sz002911,sz002922,sz002953,sz002963,sz300364,sz300381,sz300451,sz300603,sz300632,sz300692,sz300707,sz300833",49
2021-02-18,"sh600070,sh600217,sh600461,sh600601,sh600640,sh600768,sh600805,sh600864,sh601375,sh601798,sh601956,sh603186,sh603239,sh603351,sh603390,sh603617,sh603676,sh603800,sh603825,sh603929,sh605169,sh605288,sh688129,sh688159,sh688177,sh688313,sh688335,sh688360,sh688571,sh688678,sz000503,sz000570,sz000669,sz000813,sz000936,sz000968,sz002116,sz002144,sz002387,sz002426,sz002678,sz002732,sz002745,sz002835,sz002871,sz002935,sz003016,sz300011,sz300061,sz300153,sz300174,sz300175,sz300183,sz300201,sz300275,sz300299,sz300306,sz300321,sz300353,sz300432,sz300491,sz300553,sz300656,sz300733,sz300757,sz300800,sz300809,sz300843",68
2021-02-19,"sh601880,sh688080,sz300280",3
2021-02-22,sh600732,1
2021-02-23,bj832735,1
2021-02-24,"sh688618,sh688678,sz002122",3
2021-02-25,"bj830832,bj832735,sh600732,sh603919,sh688561,sz000625,sz000860,sz300755",8
2021-02-26,"bj833427,bj834599,sh600107,sz300037,sz300396",5
2021-03-01,"sh600588,sh600621,sh600699,sh600845,sh600872,sh601956,sh601995,sh603108,sh603198,sh603319,sh603659,sh603787,sh603920,sh603960,sh688559,sh688560,sh688618,sz002213,sz002581,sz002690,sz002735,sz300280,sz300308,sz300364,sz300438,sz300638,sz300648,sz300653,sz300783,sz300858,sz300908",31
2021-03-02,"sh600161,sh601066,sh603317,sz002163",4
2021-03-03,"sh600600,sh600732,sh600741,sh600779,sh600872,sh601579,sh601956,sh601995,sh603108,sh603198,sh603589,sh603818,sh688618,sz002581,sz002816,sz300438,sz300653,sz300696,sz300908",19
2021-03-05,"sh600161,sh600197,sh600732,sh600779,sh600872,sh601995,sh603181,sh603198,sh603319,sh603787,sh603919,sh603920,sh605333,sh688559,sz000625,sz300244,sz300364,sz300438,sz300908",19
2021-03-08,sh688258,1
2021-03-09,"sh600588,sh601100,sh688618,sz002557",4
2021-03-10,"sh600132,sh600197,sh600305,sh600702,sh600732,sh600779,sh600862,sh600872,sh600885,sh601689,sh601865,sh601995,sh603027,sh603195,sh603317,sh603338,sh603369,sh603517,sh603678,sh603719,sh603883,sh603899,sh603919,sh605338,sh688011,sh688363,sh688559,sh688777,sz000333,sz000596,sz000858,sz002049,sz002179,sz002304,sz002459,sz002643,sz002735,sz002821,sz002959,sz300034,sz300035,sz300037,sz300073,sz300364,sz300601,sz300699,sz300869,sz300931",48
2021-03-11,"sh600095,sh600570,sh600699,sh600845,sh600859,sh601963,sh603688,sh603881,sh603960,sh603986,sh605358,sh688018,sh688122,sh688127,sh688177,sh688258,sh688289,sh688318,sh688521,sh688599,sh688687,sz000571,sz000738,sz000768,sz000803,sz002041,sz002050,sz002151,sz002156,sz002216,sz002371,sz002389,sz002571,sz002651,sz002706,sz002733,sz002829,sz002891,sz002901,sz300101,sz300106,sz300244,sz300285,sz300373,sz300394,sz300395,sz300413,sz300449,sz300598,sz300623,sz300661,sz300696,sz300769,sz300777,sz300783,sz300829,sz300866,sz300898",58
2021-03-12,sh603348,1
2021-03-15,"sh600859,sh603416,sh603678,sz300168",4
2021-03-16,"sh600095,sh600132,sh600161,sh600197,sh600305,sh600732,sh600862,sh601963,sh603195,sh603713,sh603719,sh603883,sh603986,sh605268,sh605298,sh605338,sh688122,sh688135,sh688177,sh688258,sh688318,sh688399,sh688521,sh688687,sz000738,sz002050,sz002179,sz002241,sz002304,sz002475,sz002557,sz002624,sz002643,sz002651,sz300037,sz300106,sz300136,sz300212,sz300227,sz300244,sz300395,sz300558,sz300598,sz300600,sz300601,sz300777,sz300783,sz300829,sz300841,sz300865,sz300882,sz300898,sz300902,sz300909,sz300931",55
2021-03-17,"sh600456,sh600536,sh600703,sh600779,sh601100,sh601689,sh601995,sh603005,sh603678,sh605358,sh688002,sh688006,sh688127,sh688508,sh688599,sh688607,sh688777,sz000333,sz000596,sz000625,sz000768,sz002041,sz002049,sz002216,sz002459,sz002571,sz002605,sz002866,sz002891,sz300034,sz300124,sz300285,sz300378,sz300502,sz300581,sz300724,sz300751,sz300832,sz300883,sz300890",40
2021-03-18,"sh600059,sh600316,sh603416,sh603605,sz300791,sz300792",6
2021-03-19,"sh688177,sh688521,sh688607,sz300832",4
2021-03-22,"sh600703,sh600779,sh603416,sh603605,sh605358,sz002041,sz002241,sz002782,sz300168,sz300829",10
2021-03-23,"sz000596,sz000661,sz002304,sz002555,sz002643,sz300413,sz300791,sz300792,sz300999",9
2021-03-24,"sh603869,sh605268,sh688111,sh688177,sz300037,sz300769",6
2021-03-25,"sh600305,sh600316,sh600426,sh601689,sh601865,sh603416,sh603976,sh688333,sh688396,sz000768,sz000923,sz002149,sz002241,sz002304,sz002459,sz002475,sz002601,sz002759,sz300168,sz300243,sz300298,sz300357,sz300600,sz300829",24
2021-03-26,"sh600110,sh600570,sh600660,sh600703,sh600711,sh600760,sh600761,sh600893,sh603063,sh603129,sh603195,sh603535,sh603719,sh605358,sh688200,sh688508,sh688510,sh688521,sh688561,sh688567,sz000333,sz000625,sz000738,sz002240,sz002409,sz300014,sz300034,sz300087,sz300457,sz300581,sz300752,sz300841,sz300866,sz300999",34
2021-03-29,"sh600151,sh688177,sh688619",3
2021-03-30,"sh600570,sh688200,sh688628,sz002555",4
2021-03-31,"sh600340,sh603129,sh688313,sz002759,sz300457",5
2021-04-01,"sh605268,sh688079,sh688116,sh688135,sh688521,sz300792,sz300829",7
2021-04-02,"sh600711,sh600893,sh603990,sh688289,sh688333,sh688619,sh688628,sz000713,sz000738,sz000768,sz002041,sz300034,sz300061,sz300464,sz300600,sz300898",16
2021-04-06,"sh600340,sh600761,sh603535,sh603869,sz002759,sz002773,sz300082,sz300168,sz300207,sz300378",10
2021-04-07,"sh603629,sz002938",2
2021-04-08,"sh600151,sh688289,sz300207",3
2021-04-09,"sh603787,sh688116,sz000895,sz002466,sz300168",5
2021-04-12,"sh603629,sh605268",2
2021-04-13,"sh600419,sh600958,sh601066,sh601336,sh601952,sh603212,sh603330,sh603638,sh603719,sh603768,sh688561,sh688619,sz000538,sz000895,sz002041,sz002299,sz002466,sz002581,sz002607,sz002625,sz002782,sz300024,sz300053,sz300115,sz300134,sz300888",26
2021-04-14,"bj430047,sh600081,sh600110,sh600267,sh600305,sh600316,sh600372,sh600438,sh600486,sh600547,sh600570,sh600586,sh600621,sh600699,sh600711,sh600738,sh600837,sh600884,sh600893,sh600999,sh601601,sh601615,sh601696,sh601808,sh601865,sh601908,sh603063,sh603160,sh603185,sh603283,sh603416,sh603535,sh603600,sh603730,sh603881,sh688027,sh688079,sh688088,sh688166,sh688189,sh688256,sh688277,sh688318,sh688333,sh688386,sh688398,sh688521,sz000063,sz000066,sz000333,sz000426,sz000526,sz000625,sz000738,sz000768,sz000803,sz000860,sz000887,sz000902,sz000977,sz000981,sz002001,sz002080,sz002120,sz002202,sz002384,sz002389,sz002594,sz002605,sz002643,sz002669,sz002739,sz002780,sz002829,sz002895,sz002916,sz002938,sz002990,sz300001,sz300014,sz300034,sz300054,sz300068,sz300082,sz300088,sz300113,sz300118,sz300160,sz300168,sz300221,sz300246,sz300251,sz300258,sz300308,sz300316,sz300317,sz300328,sz300338,sz300378,sz300397,sz300406,sz300409,sz300427,sz300443,sz300464,sz300559,sz300578,sz300581,sz300600,sz300607,sz300618,sz300727,sz300741,sz300770,sz300777,sz300829,sz300999",117
2021-04-15,"sh600732,sh601100,sh603187,sh688336,sh688488,sh688513,sz000951,sz002352,sz002768,sz002803,sz002933,sz300470,sz300617,sz300831",14
2021-04-16,"sh600016,sh600143,sh600352,sh600547,sh600621,sh600837,sh600958,sh600999,sh601336,sh601601,sh601615,sh601878,sh601908,sh603330,sh603338,sh603396,sh603535,sh603638,sh603730,sh688027,sh688085,sh688318,sh688386,sh688559,sz000063,sz000538,sz002001,sz002023,sz002131,sz002157,sz002202,sz002394,sz002468,sz002545,sz002555,sz002581,sz002597,sz002669,sz002739,sz002782,sz002829,sz002912,sz002938,sz002982,sz002990,sz300053,sz300054,sz300087,sz300115,sz300168,sz300221,sz300397,sz300418,sz300578,sz300600,sz300616,sz300741,sz300777,sz300792,sz300793",60
2021-04-19,"sh600893,sh601100,sh601865,sh603063,sh603185,sh603416,sh688256,sz000710,sz002025,sz002044,sz002120,sz002352,sz002467,sz002607,sz002705,sz002797,sz002916,sz002970,sz002980,sz002991,sz300308,sz300409,sz300470,sz300829,sz300999",25
2021-04-20,"bj430047,sh603233,sz000703",3
2021-04-21,"sh688256,sz000710,sz000895,sz300616",4
